"koi_disposition","kepid","kepoi_name","tce_time0","tce_full_conv","tce_fwm_prao","tce_steff_sn","tce_fwm_prao_sn"
"CANDIDATE",11446443,"K00001.01",2454970,1,-0.0001223,74.6153846153846,-0.9784
"CANDIDATE",10666592,"K00002.01",2454970,1,-0.001754,72.3595505617977,-46.0367454068241
"CANDIDATE",10748390,"K00003.01",2454970,1,0.001684,50.2947368421053,31.7735849056604
"CANDIDATE",3861595,"K00004.01",2454970,1,0.0001896,49.5555555555556,5.64285714285714
"CANDIDATE",8554498,"K00005.01",2454970,1,8.928e-05,71.5301204819277,2.49385474860335
"FALSE POSITIVE",3248033,"K00006.01",2454970,1,0,45.4264705882353,0
"CANDIDATE",11853905,"K00007.01",2454970,1,-0.0001967,75.2597402597403,-6.146875
"FALSE POSITIVE",5903312,"K00008.01",2454970,1,0.003678,49.9316239316239,154.53781512605
"FALSE POSITIVE",11553706,"K00009.01",2454970,1,-0.01863,39.275,-218.149882903981
"CANDIDATE",6922244,"K00010.01",2454960,1,1.319e-05,45.4379562043796,0.0780473372781065
"FALSE POSITIVE",11913073,"K00011.01",2454970,1,-0.0007874,37.006711409396,-15.3190661478599
"CANDIDATE",5812701,"K00012.01",2454980,1,0.0004751,74.1630434782609,1.1818407960199
"CANDIDATE",9941662,"K00013.01",2454970,1,0,20.5575620767494,0
"FALSE POSITIVE",7684873,"K00014.01",2454970,1,0.0005353,23.7941176470588,29.9050279329609
"FALSE POSITIVE",3964562,"K00015.01",2454970,1,0.092,20.876213592233,925.553319919517
"FALSE POSITIVE",9110357,"K00016.01",2454960,1,0.04832,23.9285714285714,1002.48962655602
"CANDIDATE",10874614,"K00017.01",2454970,1,0.00086,49.9115044247788,7.47826086956522
"CANDIDATE",8191672,"K00018.01",2454970,1,0.0004054,50.32,4.90205562273277
"FALSE POSITIVE",7255336,"K00019.01",2454960,1,0.0004573,45.3868613138686,9.66807610993658
"CANDIDATE",11804465,"K00020.01",2454970,1,-4.892e-05,46.1472868217054,-0.19109375
"FALSE POSITIVE",10125352,"K00021.01",2454970,1,-0.006036,36.2386363636364,-48.288
"CANDIDATE",9631995,"K00022.01",2454970,1,0.001755,71.0952380952381,9.80446927374302
"FALSE POSITIVE",9071386,"K00023.01",2454970,1,-0.000133,45.4642857142857,-0.624413145539906
"FALSE POSITIVE",4743513,"K00024.01",2454970,1,0.02495,36.4940476190476,168.581081081081
"FALSE POSITIVE",10593759,"K00025.01",2454970,1,-4.409e-05,30.4780487804878,-0.0629857142857143
"FALSE POSITIVE",5021737,"K00026.01",2454980,1,0.04122,33.5103092783505,0.161015625
"FALSE POSITIVE",3832716,"K00027.01",2454960,0,0,32.7553191489362,0
"FALSE POSITIVE",4247791,"K00028.01",2454970,1,0.02208,28.4759615384615,2.34146341463415
"FALSE POSITIVE",6956014,"K00031.01",2454960,1,-1.231e-05,56.0821917808219,-1.18365384615385
"FALSE POSITIVE",5725087,"K00033.01",2454960,1,3.992e-05,36.4590163934426,2.89275362318841
"CANDIDATE",6521045,"K00041.01",2454970,1,0.0001068,74.2051282051282,3.47882736156352
"CANDIDATE",6521045,"K00041.02",2454970,1,-3.921e-06,74.2051282051282,-0.165443037974684
"CANDIDATE",6521045,"K00041.03",2454990,1,-6.725e-06,74.2051282051282,-0.13504016064257
"CANDIDATE",8866102,"K00042.01",2454980,1,0.0002523,77.1927710843374,5.61915367483296
"FALSE POSITIVE",9025922,"K00043.01",2454960,1,0.09774,0,270
"FALSE POSITIVE",8845026,"K00044.01",2454990,1,0.004064,28.7832512315271,3.33114754098361
"FALSE POSITIVE",3742855,"K00045.01",2454970,1,0.04568,0,17.6370656370656
"CANDIDATE",10905239,"K00046.01",2454970,1,-0.0001073,49.7857142857143,-1.55282199710564
"CANDIDATE",10905239,"K00046.02",2454970,1,5.168e-05,49.7857142857143,0.603033838973162
"FALSE POSITIVE",7837302,"K00048.01",2454980,1,4.268e-05,28.6150234741784,0.0270126582278481
"CANDIDATE",9527334,"K00049.01",2454970,1,0.0001002,50.4273504273504,1.38589211618257
"FALSE POSITIVE",6056992,"K00051.01",2454970,1,0.01613,0,2.89587073608618
"FALSE POSITIVE",3558981,"K00052.01",2454970,1,0,25.7684729064039,0
"FALSE POSITIVE",2445975,"K00053.01",2454960,1,0.004894,0,4.14745762711864
"FALSE POSITIVE",8248939,"K00061.01",2454970,1,0.003007,26.0705394190871,187.9375
"CANDIDATE",11554435,"K00063.01",2454970,1,2.272e-05,50.2522522522523,0.314681440443213
"CANDIDATE",7051180,"K00064.01",2454970,1,2.265e-05,60.9425287356322,0.586787564766839
"FALSE POSITIVE",10620329,"K00066.01",2454970,1,0,91.3010752688172,0
"FALSE POSITIVE",8669092,"K00068.01",2454960,0,-3.973e-06,33.2645502645503,-0.0824273858921162
"CANDIDATE",3544595,"K00069.01",2454970,1,-2.044e-05,74.3157894736842,-1.07578947368421
"CANDIDATE",6850504,"K00070.01",2454970,1,-2.59e-05,50.1376146788991,-0.609411764705882
"CANDIDATE",6850504,"K00070.02",2454970,1,2.398e-05,50.1376146788991,0.856428571428571
"CANDIDATE",6850504,"K00070.03",2455000,1,4.252e-05,50.1376146788991,0.495571095571096
"CANDIDATE",6850504,"K00070.04",2454970,1,-9.707e-06,50.1376146788991,-0.295045592705167
"CANDIDATE",6850504,"K00070.05",2454970,1,3.076e-05,50.1376146788991,0.555234657039711
"CANDIDATE",11904151,"K00072.01",2454970,1,-1.762e-05,66.7764705882353,-0.329962546816479
"CANDIDATE",11904151,"K00072.02",2454960,1,5.24e-06,66.7764705882353,0.4192
"FALSE POSITIVE",6889235,"K00074.01",2454970,1,9.049e-05,22.8918269230769,2.8278125
"CANDIDATE",7199397,"K00075.01",2454990,1,0.0007389,74.7215189873418,9.68414154652687
"FALSE POSITIVE",9955262,"K00076.01",2454990,1,-0.001127,33.7236180904523,-8.22627737226277
"FALSE POSITIVE",9552608,"K00080.01",2454970,1,-1.973e-05,24.0621301775148,-0.251337579617834
"FALSE POSITIVE",8823868,"K00081.01",2454990,1,0.000319,24.1501210653753,4.82602118003026
"CANDIDATE",10187017,"K00082.01",2454970,1,2.264e-05,50,0.385034013605442
"CANDIDATE",10187017,"K00082.02",2454970,1,7.556e-05,50,1.54204081632653
"CANDIDATE",10187017,"K00082.03",2454980,1,9.302e-06,50,0.125872801082544
"CANDIDATE",10187017,"K00082.04",2454970,1,3.283e-05,50,0.808620689655173
"CANDIDATE",10187017,"K00082.05",2454970,1,-3.96e-05,50,-1.09695290858726
"CANDIDATE",10187017,"K00082.06",2454980,1,-4.164e-05,50,-0.488732394366197
"CANDIDATE",2571238,"K00084.01",2454970,1,1.629e-05,49.963963963964,0.436729222520107
"CANDIDATE",5866724,"K00085.01",2454970,1,8.754e-06,71.8720930232558,0.511929824561404
"CANDIDATE",5866724,"K00085.02",2454970,1,5.765e-06,71.8720930232558,0.519369369369369
"CANDIDATE",5866724,"K00085.03",2454970,1,7.786e-06,71.8720930232558,0.383546798029557
"CANDIDATE",10593626,"K00087.01",2454970,1,-0.0002333,67.2682926829268,-1.63146853146853
"FALSE POSITIVE",7700871,"K00088.01",2454970,1,-0.002118,37.1677419354839,-132.375
"CANDIDATE",8056665,"K00089.01",2454980,1,0.0001747,45.4965986394558,1.93680709534368
"CANDIDATE",8056665,"K00089.02",2455120,1,-0.0001914,45.4965986394558,-1.17423312883436
"FALSE POSITIVE",9210823,"K00090.01",2454960,1,-0.01176,33.2114285714286,-846.043165467626
"CANDIDATE",7941200,"K00092.01",2454970,1,-9.543e-05,45.5230769230769,-0.967849898580122
"CANDIDATE",6462863,"K00094.01",2454970,1,0.001372,45.7851851851852,8.36585365853658
"CANDIDATE",6462863,"K00094.02",2454990,1,0.0003053,45.7851851851852,2.22846715328467
"CANDIDATE",6462863,"K00094.03",2454970,1,0.0001439,45.7851851851852,2.45982905982906
"CANDIDATE",6462863,"K00094.04",2454960,1,6.143e-05,45.7851851851852,1.68763736263736
"CANDIDATE",5780885,"K00097.01",2454970,1,0.0002854,77.3846153846154,3.64030612244898
"CANDIDATE",10264660,"K00098.01",2454970,1,0.0001601,71.5955056179775,5.4271186440678
"CANDIDATE",4055765,"K00100.01",2454970,1,2.603e-05,49.9097744360902,0.320961775585697
"CANDIDATE",8456679,"K00102.01",2454960,1,0.00014,50.4473684210526,3.80434782608696
"FALSE POSITIVE",8456679,"K00102.02",2454970,1,4.147e-06,50.4473684210526,0.0786907020872865
"CANDIDATE",2444412,"K00103.01",2454970,1,4.489e-05,50.4464285714286,0.580724450194049
"CANDIDATE",10318874,"K00104.01",2454970,1,0.0001626,50.3157894736842,2.05822784810127
"CANDIDATE",8711794,"K00105.01",2454970,1,4.585e-06,45.6935483870968,0.048828541001065
"FALSE POSITIVE",10489525,"K00106.01",2454960,1,0.008739,28.7692307692308,304.494773519164
"CANDIDATE",11250587,"K00107.01",2454970,1,2.221e-05,74.1518987341772,0.677134146341463
"CANDIDATE",4914423,"K00108.01",2454980,1,-6.412e-05,75.3846153846154,-1.68736842105263
"CANDIDATE",4914423,"K00108.02",2455130,1,-0.0001103,75.3846153846154,-1.09207920792079
"FALSE POSITIVE",4752451,"K00109.01",2454970,1,-0.001033,32.8191489361702,-21.0386965376782
"CANDIDATE",9450647,"K00110.01",2454970,1,8.768e-06,45.6985294117647,0.232572944297082
"CANDIDATE",6678383,"K00111.01",2454970,1,-8.112e-05,49.825,-2.13473684210526
"CANDIDATE",6678383,"K00111.02",2455000,1,-8.607e-05,49.825,-1.29623493975904
"CANDIDATE",6678383,"K00111.03",2454970,1,-0.0001372,49.825,-2.73306772908367
"CANDIDATE",10984090,"K00112.01",2454970,1,1.936e-05,49.8547008547009,0.228571428571429
"CANDIDATE",10984090,"K00112.02",2454970,1,-4.609e-05,49.8547008547009,-1.33594202898551
"FALSE POSITIVE",6721123,"K00114.01",2454970,1,0.003032,50.2177419354839,48.8244766505636
"CANDIDATE",9579641,"K00115.01",2454970,1,-5.213e-05,50.2521739130435,-1.22658823529412
"CANDIDATE",9579641,"K00115.02",2454960,1,-6.863e-05,50.2521739130435,-1.43577405857741
"CANDIDATE",9579641,"K00115.03",2454970,1,1.221e-05,50.2521739130435,0.396428571428571
"CANDIDATE",8395660,"K00116.01",2454970,1,-4.392e-05,50.034188034188,-0.449539406345957
"CANDIDATE",8395660,"K00116.02",2454980,1,0.0002044,50.034188034188,1.48115942028986
"CANDIDATE",8395660,"K00116.03",2454970,1,1.223e-05,50.034188034188,0.19109375
"CANDIDATE",8395660,"K00116.04",2454980,1,-6.593e-05,50.034188034188,-0.588660714285714
"CANDIDATE",10875245,"K00117.01",2454970,1,2.118e-05,77.96,0.451599147121535
"CANDIDATE",10875245,"K00117.02",2454970,1,1.114e-05,77.96,0.440316205533597
"CANDIDATE",10875245,"K00117.03",2454970,1,-5.649e-05,77.96,-1.9020202020202
"CANDIDATE",10875245,"K00117.04",2454970,1,-1.163e-05,77.96,-0.319505494505495
"CANDIDATE",3531558,"K00118.01",2454970,1,-4.674e-05,67.2705882352941,-0.74784
"CANDIDATE",9471974,"K00119.01",2454970,1,0.0002428,63.2134831460674,3.68996960486322
"CANDIDATE",9471974,"K00119.02",2455150,1,0.000293,63.2134831460674,2.44166666666667
"CANDIDATE",11869052,"K00120.01",2454970,1,0.0002035,20.25,3.29288025889968
"FALSE POSITIVE",3247396,"K00121.01",2454970,1,-9.548e-05,49.6,-1.27476635514019
"CANDIDATE",8349582,"K00122.01",2454960,1,-1.2e-05,67.1904761904762,-0.320855614973262
"CANDIDATE",5094751,"K00123.01",2454970,1,2.933e-05,83.7323943661972,1.08228782287823
"CANDIDATE",5094751,"K00123.02",2454970,1,3.454e-05,83.7323943661972,0.89020618556701
"CANDIDATE",11086270,"K00124.01",2454970,1,-4.903e-05,50.1623931623932,-0.89470802919708
"CANDIDATE",11086270,"K00124.02",2454980,1,5.365e-05,50.1623931623932,0.681702668360864
"CANDIDATE",11449844,"K00125.01",2454980,1,5.863e-05,50.5504587155963,0.0327541899441341
"FALSE POSITIVE",5897826,"K00126.01",2454970,1,0.003046,50.042735042735,2.90095238095238
"CANDIDATE",5897826,"K00126.02",2455230,1,0.0006563,50.042735042735,0.520873015873016
"CANDIDATE",8359498,"K00127.01",2454970,1,-0.000137,50.2181818181818,-0.570833333333333
"CANDIDATE",11359879,"K00128.01",2454970,1,0.001817,50.5871559633027,9.71657754010695
"CANDIDATE",11974540,"K00129.01",2454970,1,0.0018,7.46207865168539,5.71428571428571
"CANDIDATE",5297298,"K00130.01",2454990,1,-2.357e-05,45.4,-0.0478093306288032
"CANDIDATE",7778437,"K00131.01",2454970,1,-0.002294,27.9741379310345,-13.4152046783626
"FALSE POSITIVE",8892910,"K00132.01",2454970,1,-0.0001769,27.8520179372197,-0.871428571428571
"FALSE POSITIVE",11673674,"K00133.01",2454970,1,-0.01947,33.2209944751381,-137.112676056338
"FALSE POSITIVE",9032900,"K00134.01",2455260,1,0.0001761,50.3166666666667,0.213973268529769
"CANDIDATE",9818381,"K00135.01",2454970,1,-0.0001734,41.8137931034483,-1.26569343065693
"FALSE POSITIVE",7601633,"K00136.01",2454960,1,0,50.3865546218487,0
"CANDIDATE",8644288,"K00137.01",2454980,1,0,47.8214285714286,0
"CANDIDATE",8644288,"K00137.02",2454970,1,0,47.8214285714286,0
"CANDIDATE",8644288,"K00137.03",2454970,1,0,47.8214285714286,0
"FALSE POSITIVE",8506766,"K00138.01",2454970,1,-0.0001232,22.7935483870968,-0.300487804878049
"CANDIDATE",8559644,"K00139.01",2454980,1,0.0001498,45.5271317829457,0.496026490066225
"CANDIDATE",8559644,"K00139.02",2454970,1,2.957e-05,45.5271317829457,0.660044642857143
"FALSE POSITIVE",5130369,"K00140.01",2454970,1,-0.01005,20.6659528907923,-103.182751540041
"CANDIDATE",12105051,"K00141.01",2454970,1,0.0001489,50.377358490566,1.34144144144144
"CANDIDATE",4649305,"K00143.01",2454970,1,8.489e-05,26.0973782771536,0.466428571428571
"CANDIDATE",4180280,"K00144.01",2454970,1,0.0006774,49.57,6.64117647058823
"CANDIDATE",9904059,"K00145.01",2454990,1,-0.000121,31.54375,-0.421602787456446
"FALSE POSITIVE",9048161,"K00146.01",2454970,1,0.03337,30.2705314009662,20.85625
"FALSE POSITIVE",1996679,"K00147.01",2454980,1,-0.01371,30.4356435643564,-21.7965023847377
"CANDIDATE",5735762,"K00148.01",2454970,1,-0.0002655,50.4077669902913,-3.04822043628014
"CANDIDATE",5735762,"K00148.02",2454970,1,-4.422e-05,50.4077669902913,-0.682407407407407
"CANDIDATE",5735762,"K00148.03",2454980,1,-6.385e-05,50.4077669902913,-0.452836879432624
"CANDIDATE",3835670,"K00149.01",2454980,1,-1.314e-05,50.2086956521739,-0.187982832618026
"CANDIDATE",7626506,"K00150.01",2454970,1,-0.0001594,50.009009009009,-2.32700729927007
"CANDIDATE",7626506,"K00150.02",2454980,1,-0.0002247,50.009009009009,-2.04272727272727
"CANDIDATE",2307199,"K00151.01",2454970,1,8.82e-05,30.4660194174757,0.357085020242915
"CANDIDATE",8394721,"K00152.01",2454990,1,0.0003244,45.5735294117647,1.33497942386831
"CANDIDATE",8394721,"K00152.02",2454970,1,0.0001088,45.5735294117647,0.8704
"CANDIDATE",8394721,"K00152.03",2454970,1,-2.709e-05,45.5735294117647,-0.179403973509934
"CANDIDATE",8394721,"K00152.04",2454970,1,-4.183e-05,45.5735294117647,-0.116194444444444
"CANDIDATE",12252424,"K00153.01",2454970,1,-0.0001466,50.2978723404255,-1.7769696969697
"CANDIDATE",12252424,"K00153.02",2454970,1,-0.0001333,50.2978723404255,-1.17964601769912
"CANDIDATE",8030148,"K00155.01",2454960,1,-4.061e-05,49.9652173913043,-0.791617933723197
"CANDIDATE",10925104,"K00156.01",2454980,1,0.0006336,50.379746835443,6.73326248671626
"CANDIDATE",10925104,"K00156.02",2454970,1,0.0001799,50.379746835443,2.37962962962963
"CANDIDATE",10925104,"K00156.03",2454970,1,0.0003111,50.379746835443,5.05032467532468
"CANDIDATE",6541920,"K00157.01",2454990,1,-0.0002271,50.0619469026549,-1.57708333333333
"CANDIDATE",6541920,"K00157.02",2454970,1,-0.0001343,50.0619469026549,-1.62002412545235
"CANDIDATE",6541920,"K00157.03",2454980,1,0.0001353,50.0619469026549,1.32647058823529
"CANDIDATE",6541920,"K00157.04",2455000,1,-6.545e-05,50.0619469026549,-0.342670157068063
"CANDIDATE",6541920,"K00157.05",2454960,1,-0.000213,50.0619469026549,-1.65116279069767
"CANDIDATE",6541920,"K00157.06",2454970,1,3.354e-06,50.0619469026549,0.0462620689655172
"FALSE POSITIVE",10555375,"K00158.01",2454960,1,0.003224,32.896174863388,40.1494396014944
"CANDIDATE",8972058,"K00159.01",2454970,1,6.127e-06,50.2649572649573,0.0845103448275862
"CANDIDATE",8972058,"K00159.02",2454970,1,5.904e-05,50.2649572649573,1.02322357019064
"CANDIDATE",6631721,"K00160.01",2454970,1,-0.001227,30.5023923444976,-8.95620437956204
"CANDIDATE",5084942,"K00161.01",2454970,1,-1.297e-05,45.3545454545455,-0.235390199637024
"CANDIDATE",8107380,"K00162.01",2454980,1,-0.0001673,49.8965517241379,-1.57830188679245
"CANDIDATE",6851425,"K00163.01",2454970,1,-1.631e-06,50.2772277227723,-0.0214323258869908
"FALSE POSITIVE",5652237,"K00164.01",2454970,1,-0.007128,31.2461538461538,-83.8588235294118
"CANDIDATE",9527915,"K00165.01",2454970,1,0.0001255,50.5922330097087,1.03719008264463
"CANDIDATE",2441495,"K00166.01",2454970,1,0.000255,50.5533980582524,1.90298507462687
"CANDIDATE",11666881,"K00167.01",2454970,1,4.078e-05,50.2903225806452,0.992214111922141
"CANDIDATE",11512246,"K00168.01",2454970,1,-4.612e-06,66.9883720930233,-0.0733227344992051
"CANDIDATE",11512246,"K00168.02",2454970,1,1.32e-05,66.9883720930233,0.178861788617886
"CANDIDATE",11512246,"K00168.03",2454970,1,-1.461e-06,66.9883720930233,-0.0274108818011257
"FALSE POSITIVE",6185711,"K00169.01",2454970,1,-0.02987,37.1483870967742,-178.862275449102
"FALSE POSITIVE",11044770,"K00170.01",2454980,1,-0.003724,23.0951008645533,-24.3398692810458
"CANDIDATE",7831264,"K00171.01",2454970,1,8.767e-05,45.0147058823529,1.48091216216216
"CANDIDATE",7831264,"K00171.02",2454980,1,-0.0001113,45.0147058823529,-1.16058394160584
"CANDIDATE",8692861,"K00172.01",2454970,1,8.908e-05,49.8849557522124,1.14351732991014
"CANDIDATE",8692861,"K00172.02",2454980,1,0.0001001,49.8849557522124,0.493103448275862
"CANDIDATE",11402995,"K00173.01",2454970,1,-0.0001198,50.0438596491228,-1.85448916408669
"CANDIDATE",10810838,"K00174.01",2454980,1,-0.0001845,50.0208333333333,-0.693609022556391
"FALSE POSITIVE",8323753,"K00175.01",2454970,1,-0.003715,33.2950819672131,-40.4684095860566
"CANDIDATE",6442377,"K00176.01",2454970,1,-0.0001025,45.8333333333333,-1.12761276127613
"CANDIDATE",6803202,"K00177.01",2454980,1,-8.963e-05,50.0526315789474,-0.887425742574257
"FALSE POSITIVE",11455491,"K00178.01",2454970,1,0.01245,36.4887640449438,255.64681724846
"CANDIDATE",9663113,"K00179.01",2454980,1,0.0001853,50.2096774193548,1.88504577822991
"CANDIDATE",9663113,"K00179.02",2455140,1,-3.568e-05,50.2096774193548,-0.136704980842912
"CANDIDATE",9573539,"K00180.01",2454970,1,-0.0001111,45.4193548387097,-2.05740740740741
"FALSE POSITIVE",12504988,"K00181.01",2454970,1,0,27.9144144144144,0
"CANDIDATE",5376836,"K00182.01",2454970,1,-0.0007776,33.7542857142857,-0.94368932038835
"CANDIDATE",9651668,"K00183.01",2454970,1,0.001694,75.1486486486486,4.46965699208443
"FALSE POSITIVE",7972785,"K00184.01",2454970,1,-0.0004379,27.9739130434783,-1.20633608815427
"FALSE POSITIVE",4178389,"K00185.01",2454970,1,0.01859,36.4906832298137,7.06844106463878
"CANDIDATE",12019440,"K00186.01",2454970,1,-0.001763,66.9310344827586,-3.67291666666667
"FALSE POSITIVE",7023960,"K00187.01",2454980,1,-0.0002169,30.2211055276382,-0.14364238410596
"CANDIDATE",5357901,"K00188.01",2454970,1,0.000323,63.0121951219512,0.706783369803063
"CANDIDATE",11391018,"K00189.01",2454980,1,0.0004704,33.3716216216216,0.39864406779661
"FALSE POSITIVE",5771719,"K00190.01",2454970,1,0.0007134,63.2,0.981292984869326
"CANDIDATE",5972334,"K00191.01",2454970,1,0.001427,50.2037037037037,1.35904761904762
"CANDIDATE",5972334,"K00191.02",2454970,1,0.0002529,50.2037037037037,1.59056603773585
"CANDIDATE",5972334,"K00191.03",2454960,1,9.406e-05,50.2037037037037,0.974715025906736
"CANDIDATE",5972334,"K00191.04",2455000,1,-3.766e-05,50.2037037037037,-0.102615803814714
"CANDIDATE",7950644,"K00192.01",2454970,1,1.316e-05,74.3974358974359,0.0532793522267207
"FALSE POSITIVE",10799735,"K00193.01",2454990,1,0.001137,27.9409090909091,0.86793893129771
"CANDIDATE",10904857,"K00194.01",2454970,1,9.224e-05,30.4577114427861,0.102035398230089
"CANDIDATE",11502867,"K00195.01",2454970,1,0.0009451,74.2857142857143,1.85313725490196
"CANDIDATE",9410930,"K00196.01",2454960,1,-0.0004327,50.0619469026549,-2.05071090047393
"CANDIDATE",2987027,"K00197.01",2454970,1,0.0001316,50.4183673469388,0.274166666666667
"FALSE POSITIVE",10666242,"K00198.01",2454990,1,-0.0002927,50.1858407079646,-0.119469387755102
"CANDIDATE",10019708,"K00199.01",2454970,1,0.0004907,74.0875,2.11508620689655
"FALSE POSITIVE",10019708,"K00199.02",2454970,1,-0.0009013,74.0875,-7.7698275862069
"CANDIDATE",6046540,"K00200.01",2454970,1,-0.0002521,42.0555555555556,-0.872318339100346
"CANDIDATE",6849046,"K00201.01",2454970,1,0.0001861,50.2162162162162,1.3013986013986
"CANDIDATE",7877496,"K00202.01",2454970,1,-0.001587,49.9304347826087,-6.32270916334661
"CANDIDATE",10619192,"K00203.01",2454970,1,0.000807,50.2142857142857,1.21536144578313
"CANDIDATE",9305831,"K00204.01",2454970,1,0.001239,50.5526315789474,5.60633484162896
"CANDIDATE",7046804,"K00205.01",2454980,1,0.002979,33.0063291139241,6.73981900452489
"CANDIDATE",5728139,"K00206.01",2454960,1,7.626e-06,77.219512195122,0.0577727272727273
"CANDIDATE",3762468,"K00208.01",2454960,1,-0.0008451,25.9711934156379,-1.74247422680412
"CANDIDATE",10723750,"K00209.01",2454970,1,-0.000125,50.1056910569106,-0.461254612546126
"CANDIDATE",10723750,"K00209.02",2454980,1,-0.0001188,50.1056910569106,-0.873529411764706
"FALSE POSITIVE",10602291,"K00210.01",2454970,1,0.0005884,28.6261682242991,0.790860215053763
"CANDIDATE",10656508,"K00211.01",2454970,1,0.0007906,73.6962025316456,0.718727272727273
"CANDIDATE",6300348,"K00212.01",2454970,1,-0.0008977,26.206008583691,-3.61975806451613
"FALSE POSITIVE",9164836,"K00213.01",2455000,1,-0.008019,33.35,-1.15050215208034
"CANDIDATE",11046458,"K00214.01",2454960,1,0.0002351,66.5975609756098,0.544212962962963
"FALSE POSITIVE",12508335,"K00215.01",2454990,1,0.0009722,33.2369942196532,1.08142380422692
"CANDIDATE",6152974,"K00216.01",2454970,1,0.001078,61.0120481927711,2.10958904109589
"CANDIDATE",6152974,"K00216.02",2454970,1,0.0004392,61.0120481927711,2.33617021276596
"CANDIDATE",9595827,"K00217.01",2454970,1,0.001912,45.8099173553719,2.07375271149675
"FALSE POSITIVE",9838975,"K00218.01",2454980,1,0.001143,33.2692307692308,0.172398190045249
"CANDIDATE",6305192,"K00219.01",2454970,1,-0.0002373,50.0166666666667,-2.15727272727273
"CANDIDATE",7132798,"K00220.01",2454970,1,-5.631e-06,33.7228915662651,-0.0975909878682842
"CANDIDATE",7132798,"K00220.02",2454970,1,2.054e-05,33.7228915662651,0.340066225165563
"CANDIDATE",3937519,"K00221.01",2454970,1,-0.0002326,67.4,-1.40120481927711
"CANDIDATE",3937519,"K00221.02",2454970,1,-7.155e-05,67.4,-0.477
"CANDIDATE",4249725,"K00222.01",2454970,1,0.0002262,9.14988814317673,1.54931506849315
"CANDIDATE",4249725,"K00222.02",2454980,1,-7.528e-05,9.14988814317673,-0.400425531914894
"CANDIDATE",4545187,"K00223.01",2454970,1,0.0001163,33.3522012578616,0.740764331210191
"CANDIDATE",4545187,"K00223.02",2454980,1,0.0004907,33.3522012578616,1.37837078651685
"FALSE POSITIVE",5547480,"K00224.01",2454970,1,0.004861,28.7238095238095,23.4830917874396
"FALSE POSITIVE",5801571,"K00225.01",2454970,1,-0.000935,71.5280898876404,-8.5
"CANDIDATE",5959753,"K00226.01",2454970,1,0.0003117,62.775,1.61502590673575
"CANDIDATE",3847907,"K00229.01",2454970,1,-0.0008899,25.6636363636364,-6.44855072463768
"FALSE POSITIVE",3862246,"K00230.01",2454960,1,0.003877,33.5900621118012,8.14495798319328
"FALSE POSITIVE",4043443,"K00231.01",2454990,1,-0.0008265,50.0217391304348,-0.523101265822785
"CANDIDATE",4833421,"K00232.01",2454970,1,0,49.900826446281,0
"CANDIDATE",4833421,"K00232.02",2454970,1,0,49.900826446281,0
"CANDIDATE",4833421,"K00232.03",2455000,1,0,49.900826446281,0
"CANDIDATE",4833421,"K00232.04",2454980,1,0,49.900826446281,0
"CANDIDATE",4833421,"K00232.05",2455000,1,0,49.900826446281,0
"FALSE POSITIVE",5023956,"K00233.01",2454970,1,0.06048,30.4926108374384,101.137123745819
"CANDIDATE",8491277,"K00234.01",2454970,1,-0.0001339,30.1356783919598,-1.12521008403361
"CANDIDATE",8107225,"K00235.01",2454970,1,-0.0005645,33.2229299363057,-5.37619047619048
"FALSE POSITIVE",8453211,"K00236.01",2454960,1,0.02224,33.3975903614458,58.6807387862797
"CANDIDATE",8041216,"K00237.01",2454970,1,-0.00017,50.1478260869565,-2.13299874529486
"CANDIDATE",7219825,"K00238.01",2454970,1,-1.12e-05,45.7593984962406,-0.103703703703704
"CANDIDATE",7219825,"K00238.02",2455090,1,-0.0002463,45.7593984962406,-0.617293233082707
"CANDIDATE",7219825,"K00238.03",2454980,1,8.615e-05,45.7593984962406,0.638148148148148
"CANDIDATE",6383785,"K00239.01",2454970,1,-0.001668,74.2820512820513,-12.8307692307692
"CANDIDATE",6383785,"K00239.02",2454970,1,-0.00037,74.2820512820513,-3.73360242179617
"CANDIDATE",8026752,"K00240.01",2454970,1,-0.0001599,28.8333333333333,-1.3436974789916
"CANDIDATE",11288051,"K00241.01",2454960,1,0.0001222,49.83,0.768553459119497
"CANDIDATE",11288051,"K00241.02",2454990,1,-0.000423,49.83,-2.12562814070352
"CANDIDATE",11288051,"K00241.03",2454960,1,0.0001142,49.83,1.19581151832461
"FALSE POSITIVE",3642741,"K00242.01",2454970,1,0.001466,32.9707602339181,6.51555555555556
"FALSE POSITIVE",9592579,"K00243.01",2454960,1,0.03197,28.5420560747664,1.31024590163934
"CANDIDATE",4349452,"K00244.01",2454970,1,-0.0008787,77.3703703703704,-16.7053231939164
"CANDIDATE",4349452,"K00244.02",2454970,1,-0.0002248,77.3703703703704,-6.42285714285714
"CANDIDATE",8478994,"K00245.01",2454970,1,-0.0008098,67.1234567901235,-13.0612903225806
"CANDIDATE",8478994,"K00245.02",2454980,1,-5.604e-05,67.1234567901235,-1.20775862068966
"CANDIDATE",11295426,"K00246.01",2454970,1,-4.282e-05,74.2307692307692,-2.25368421052632
"CANDIDATE",11295426,"K00246.02",2454970,1,5.118e-05,74.2307692307692,1.98372093023256
"CANDIDATE",11852982,"K00247.01",2454970,1,0.0005753,44.9638554216867,2.18745247148289
