"koi_disposition","kepid","kepoi_name","tce_bin_oedp_stat","tce_albedo","tce_rb_tcount3","tce_fwm_prao","tce_duration_sn","tce_insol_sn","tce_fwm_srao_sn"
"CANDIDATE",3955817,"K04117.01",4.196,11.62,0,-0.000156,8.19014274171829,8.98455200823893,1.088199513382
"FALSE POSITIVE",10661778,"K04118.01",6.332e-23,6.214,0,-0.0009683,5.6682959716838,98874,1.22280334728033
"FALSE POSITIVE",5513857,"K04119.01",5.067e-05,0,1,-0.0007093,3.81303952748751,3.82795429068581,6.99439252336449
"CANDIDATE",9700449,"K04120.01",1.093,2541,0,-0.0001264,8.58846918489066,2.38961038961039,-0.157107438016529
"CANDIDATE",6349881,"K04121.01",0.9016,5342,0,0.0006815,8.38135418810455,4.82352941176471,-0.962539682539683
"FALSE POSITIVE",9851970,"K04122.01",0.616,15.45,0,-0.0003721,18.5413621748027,5.57845208373344,4.26150392817059
"CANDIDATE",6140059,"K04123.01",0.2695,204.9,0,7.884e-05,14.8127128263337,2.56792018419033,-0.952853881278539
"FALSE POSITIVE",9099950,"K04125.01",0.4771,1.197,0,-8.005e-05,39.1323024054983,1.99334970383943,3.25646123260437
"CANDIDATE",9272070,"K04126.01",0.06759,48.45,0,-0.0001446,5.7991726212862,2.40480769230769,0.794356435643564
"CANDIDATE",5088400,"K04127.01",0.1551,57.64,0,6.866e-05,4.91246797608881,4.91203703703704,-1.14874371859296
"FALSE POSITIVE",4669402,"K04128.01",0.1432,578,0,-0.001282,13.3688483003551,2.86705202312139,3.29213483146067
"CANDIDATE",11970988,"K04129.01",0.2062,10.47,0,-1.82e-06,6.80327868852459,2.91878653815769,0.0600131752305665
"FALSE POSITIVE",10858803,"K04130.01",0.005152,19.63,0,-0.000121,4.33383685800604,5.29660703920637,1.50326086956522
"FALSE POSITIVE",6129694,"K04131.01",3.076,0.5388,0,2.034e-06,23.0019029495718,1.7401372617803,-0.0814708994708995
"FALSE POSITIVE",7601918,"K04133.01",0.0002561,0.6789,4,-0.0002448,15.9001314060447,2.37415884185879,11.5263157894737
"FALSE POSITIVE",5386264,"K04135.01",0.0394,1325,0,-0.0001185,27.2405121170553,6.17058823529412,0.560739030023095
"CANDIDATE",7256914,"K04136.01",0.1857,1.759,0,5.148e-05,10.5801305293691,3.06046849919743,-1.3248987854251
"CANDIDATE",7256914,"K04136.02",5.249,7.578,0,6.672e-05,9.17019607843137,3.06045265038714,-1.43931795386158
"FALSE POSITIVE",3542222,"K04137.01",6.865e-05,0.4032,0,-0.00472,5.04368932038835,2.96087978719406,42.3571428571429
"FALSE POSITIVE",4636565,"K04138.01",0.01547,1.117,0,5.788e-05,41.3585434173669,1.93222866457959,-3.10728744939271
"CANDIDATE",9956082,"K04139.01",0.7665,13.99,0,0.0001256,3.28964786867885,2.59396603396603,-1.06275720164609
"FALSE POSITIVE",3241248,"K04141.01",0.2332,0.8414,0,-0.0002881,6.21414913957935,1.52246766438325,8.25506072874494
"FALSE POSITIVE",9716302,"K04142.01",1.531e-24,5.444,0,0.001465,6.02470199626598,4.74872237339882,-6.48666666666667
"FALSE POSITIVE",10294509,"K04143.01",1.033,6.967,0,0.0002742,4.99916317991632,4.54846784635304,-1.12523744911805
"CANDIDATE",3112129,"K04144.01",1.161e-22,13.33,0,-6.89e-06,10.0031377470976,5.90568286594553,-0.915739268680445
"CANDIDATE",3103212,"K04145.01",1.722,8.573,0,4.363e-05,7.83594864479315,4.75690156193244,-0.785611510791367
"CANDIDATE",10000941,"K04146.01",0.17,19.67,0,-2.905e-05,8.15464328417696,4.6152453376788,0.821545319465082
"CANDIDATE",10000941,"K04146.02",3.995,0,0,7.362e-06,6.37049180327869,4.61504318618042,0.0472586206896552
"FALSE POSITIVE",8029197,"K04147.01",1.203,0,1,-6.523e-05,28.8574913600325,1.63768805769613,2.41194029850746
"FALSE POSITIVE",12257886,"K04148.01",1.227,31.64,0,0.0001029,8.89109472490074,2.49803265483161,-0.865363735070576
"CANDIDATE",10875007,"K04149.01",0.01849,52.42,0,3.396e-05,7.39687456004505,2.30403800475059,-0.0438228699551569
"CANDIDATE",10875007,"K04149.02",0.04503,112.9,0,-0.0001039,5.71230687266915,2.30415639309616,0.892857142857143
"CANDIDATE",11465651,"K04150.01",1.65,195.4,0,9.836e-05,8.64177489177489,2.80445246690734,-1.96209912536443
"FALSE POSITIVE",5217574,"K04151.01",0.2479,0,0,-0.001338,3.18055555555556,2.64152574610091,8.76930693069307
"CANDIDATE",7199060,"K04152.01",0.1024,170,0,-0.0001225,27.3736221968833,1.95560747663551,1.3043956043956
"CANDIDATE",8439323,"K04153.01",0.06342,21,3,6.779e-05,2.91050583657588,2.98161941374339,-0.400692041522491
"FALSE POSITIVE",5551228,"K04154.02",0.2863,16680,0,0.02231,7.23731884057971,2.62962962962963,-12.3720930232558
"FALSE POSITIVE",5471271,"K04155.01",1.851,248.3,0,-0.00024,28.115309521075,2.39916424418605,4.95116279069767
"CANDIDATE",5881120,"K04156.01",0.05792,15.12,0,6.622e-05,6.27673134116981,2.38430123901156,-1.28512064343164
"CANDIDATE",4548098,"K04157.01",0.1185,24.98,0,-4.164e-05,14.4157441574416,3.84462988533349,1.1939907550077
"CANDIDATE",4548098,"K04157.02",0.0207,39.17,0,9.889e-05,6.21974830590513,3.84458170587701,-2.19615384615385
"FALSE POSITIVE",5306383,"K04158.01",0.009364,12.44,0,3.447e-05,8.01756587202008,2.76084490835868,-0.872352941176471
"CANDIDATE",6607644,"K04159.01",9.382e-06,1.591,0,-3.058e-05,20.5799693408278,6.1035105933018,0.505163727959698
"CANDIDATE",7610663,"K04160.01",1.319,10.65,0,-5.681e-05,6.24283667621776,2.79713375796178,1.16689536878216
"FALSE POSITIVE",5565707,"K04161.01",0.01377,0,0,-0.0004681,5.59931506849315,0,8.95535714285714
"FALSE POSITIVE",1293031,"K04162.01",3.397e-06,0.7854,0,0,9.26060406007592,1.46403003796566,0.37718085106383
"FALSE POSITIVE",6463499,"K04163.01",1.541,167.3,0,-0.001368,13.0380588333056,0.895980445410103,3.89673202614379
"FALSE POSITIVE",8254882,"K04164.01",1.214,1.019,0,0.0003083,10.3892027620841,2.22050589141205,-12.1122112211221
"FALSE POSITIVE",6042031,"K04165.01",8.978e-23,0.1675,0,-0.0001159,14.3262411347518,2.08110389468021,5.19651347068146
"CANDIDATE",4078311,"K04166.01",0.3849,67.95,0,0.0003416,3.13139418254764,2.90803571428571,1.00124843945069
"FALSE POSITIVE",5475735,"K04167.01",0.2198,12.9,0,0.0006985,10.807570977918,4.62959608766528,-8.36245110821382
"FALSE POSITIVE",9402583,"K04168.01",0.0003351,0,0,0.0003586,15.8687258687259,5.86801528553486,-5.13752665245203
"CANDIDATE",7838675,"K04169.01",0.3149,3.047,0,8.903e-05,6.38076152304609,2.81052179451101,-1.58866666666667
"FALSE POSITIVE",8700537,"K04170.01",0.04038,271.7,0,0.0016,5.92274678111588,2.92836676217765,-15.8888888888889
"FALSE POSITIVE",10858785,"K04171.01",0.009067,13.21,0,0.0002442,3.01476734466425,2.82174717569147,-1.9375
"FALSE POSITIVE",9640907,"K04172.01",0.002799,15.73,0,-0.0003011,3.81425633995888,2.29446769790719,1.53957636566332
"FALSE POSITIVE",9490653,"K04173.01",1.045,2.16,0,0.001827,2.95971155353504,2.92085516069659,-16.5542168674699
"FALSE POSITIVE",3328027,"K04174.01",4.67,3.037,0,0.0004574,9.57290390337826,2.48060759493671,-3.37952430196484
"FALSE POSITIVE",9640931,"K04175.01",0.006948,16.93,0,-0.0007547,3.52091767881242,4.76007654586772,4.03263403263403
"FALSE POSITIVE",9640962,"K04177.01",19.55,3.203,0,-0.0006395,4.81000324780773,5.22895688728126,6.36631016042781
"CANDIDATE",5197233,"K04178.01",1.061,45.14,0,0.000203,5.88878619839803,2.69359652692986,0.518070652173913
"FALSE POSITIVE",10936786,"K04179.01",0.001509,1.059,6,-0.0002101,8.09167912306926,1.63217524038784,6.44290288153682
"CANDIDATE",6938264,"K04180.01",2.217e-22,2.349,0,-0.000114,6.77451468392235,6.1242957341612,3.16666666666667
"FALSE POSITIVE",9899315,"K04181.01",0.03945,0,0,-0.0003733,6.10855457227139,2.55855523332455,5.4524064171123
"FALSE POSITIVE",9541089,"K04182.01",2.338e-08,466500,0,0,0.00431904761904762,0.717869376301133,0
"FALSE POSITIVE",10858737,"K04183.01",0.8174,4.883,0,0.0001048,10.2064380685794,2.64544155144943,-4.20028208744711
"CANDIDATE",6752002,"K04184.01",0.8622,34.88,0,2.199e-05,4.25471362504447,5.30315789473684,-0.903815789473684
"CANDIDATE",7257966,"K04185.01",0.07239,4.058,0,0,2.91782453354506,3.24109435173299,-2.34467455621302
"FALSE POSITIVE",9406892,"K04186.01",0.06113,21.83,0,0.001076,5.40644171779141,3.46495403808273,-15.6694214876033
"FALSE POSITIVE",3124598,"K04187.01",0.8007,12.45,0,-0.000913,8.84012539184953,2.68190558898331,9.01468788249694
"CANDIDATE",6879171,"K04188.01",0.7622,17.82,0,1.409e-06,7.55448997384481,1.30124566535578,-0.166522522522523
"CANDIDATE",9897364,"K04189.01",0.2663,338.4,0,0.0002453,19.00878293601,2.47508305647841,-0.358568738229755
"CANDIDATE",12505503,"K04190.01",0.7662,17.84,0,-4.538e-06,10.3233708966193,2.59491828227354,0.0288955582232893
"FALSE POSITIVE",3548639,"K04191.01",2.618,130.9,0,0.0001289,5.62741312741313,2.07138147049126,-2.20088626292467
"CANDIDATE",9828127,"K04192.01",2.564,139.8,0,6.017e-05,6.56473829201102,5.24016282225237,0.0414879356568365
"CANDIDATE",9828127,"K04192.02",2.959,456.5,0,0.0003188,3.58895705521472,5.24489795918367,-1.08145695364238
"CANDIDATE",9092496,"K04193.01",1.246,1713,0,-0.00044,19.689552238806,2.16842105263158,0.99859437751004
"CANDIDATE",5644412,"K04194.01",3.339,10.13,0,-0.0001098,3.11422000766577,4.83701292989709,3.76623376623377
"FALSE POSITIVE",9959545,"K04195.01",1.786,2.355,0,-8.764e-06,7.44055420333271,3.5217109926346,0.0753307392996109
"FALSE POSITIVE",8179190,"K04196.01",0.1532,19.68,0,2.394e-05,20.1381112355356,1.92038362370178,-0.823450134770889
"FALSE POSITIVE",9777724,"K04197.01",1.161,2.811,0,9.158e-05,4.05663022147463,2.57021534728541,-0.924351851851852
"FALSE POSITIVE",9072639,"K04198.01",0.5295,0.4945,0,7.667e-06,23.9429928741093,2.22333871798438,-0.311458333333333
"CANDIDATE",5340878,"K04199.01",0.2755,3.003,3,-1.172e-05,20.9915611814346,7.41911313420622,-0.48100147275405
"CANDIDATE",5084171,"K04202.01",0.343,3696,0,0.0004059,7.29927594529364,2.62037037037037,-0.624334600760456
"FALSE POSITIVE",3834317,"K04203.01",2.389,0.1618,0,1.331e-05,10.7737883635502,1.68042036027767,-1.15349233390119
"CANDIDATE",10593535,"K04204.01",3.011,106.1,0,-0.0001241,8.13705275924803,4.01136363636364,1.2980198019802
"CANDIDATE",3450040,"K04205.01",0.006793,9.211,0,-1.699e-05,4.51472939027175,4.68280503029749,0.942111111111111
"FALSE POSITIVE",8487805,"K04206.01",0.2323,16.48,0,0.0002827,4.92630385487528,4.63616914170652,-2.8
"CANDIDATE",9456281,"K04207.01",0.0003175,1.916,0,1.829e-06,4.41705336426914,5.56113242766774,-0.0572549019607843
"CANDIDATE",5129453,"K04208.01",1.319,20.57,0,0.0004659,2.32606060606061,6.38054298642534,0.053576881134133
"CANDIDATE",7918478,"K04209.01",9.785,89.08,0,-0.0001188,5.09972078181093,4.11915535444947,0.89003164556962
"FALSE POSITIVE",5078025,"K04211.01",0.6157,9.708,2,0.0001982,3.37937680693864,2.39269955337654,-2.45363636363636
"FALSE POSITIVE",5078025,"K04211.02",1.011,0.6669,1,9.327e-05,3.25695123655163,2.39269547463296,-1.34333333333333
"CANDIDATE",1724719,"K04212.01",0.07249,18.5,0,-0.0001584,5.21906453522795,4.26275489642943,1.62443438914027
"CANDIDATE",1724719,"K04212.02",0.08394,77.21,0,-0.0001195,4.23234811165846,4.26251691474966,0.887412587412587
"FALSE POSITIVE",5632701,"K04213.01",0.0007933,10.14,0,-5.296e-05,9.80792975716834,5.75857281688185,1.90079817559863
"FALSE POSITIVE",10549924,"K04214.01",0.06766,2.104,0,0.0003443,8.56859205776173,2.94515663003127,-7.69380530973451
"CANDIDATE",9366617,"K04215.01",4.921,74.44,0,-9.12e-05,8.64269758536326,0.87136086662153,1.01682242990654
"CANDIDATE",6187341,"K04216.01",0.009707,8.095,0,-0.0002074,3.67497507477567,5.21709132395284,0.374696356275304
"FALSE POSITIVE",4678919,"K04219.01",2.122,2.425,0,0.0005887,18.370340999207,2.64101685232791,-12.1878453038674
"FALSE POSITIVE",5563080,"K04220.01",1.08e-16,6.31,0,0,4.51802507836991,3.8097818946262,23.5390946502058
"FALSE POSITIVE",6364067,"K04221.01",0.6306,0,0,-0.0001054,11.8916256157635,2.62351294611617,1.04984740590031
"CANDIDATE",9183378,"K04222.01",1.453,6.645,0,-0.0002238,3.92519523222359,1.41752233127134,3.60915032679739
"FALSE POSITIVE",1724513,"K04224.01",0.04413,2.665,0,-0.0002626,5.07926639726453,2.9682924303614,4.2366026289181
"FALSE POSITIVE",9535876,"K04225.01",0.03084,15.31,0,-0.0006242,4.65576592082616,2.69008375180425,7.42727272727273
"CANDIDATE",9491832,"K04226.01",0.07258,442.3,0,0.000143,10.1774664331582,3.7589880159787,-1.23207547169811
"FALSE POSITIVE",7816665,"K04227.01",0.8558,19.13,0,-0.008425,3.68891468369124,2.48736190641448,40.6972789115646
"FALSE POSITIVE",9535881,"K04228.01",1.12,7.197,0,0,12.6700251889169,2.56120196430777,0
"FALSE POSITIVE",11616596,"K04229.01",15.31,9.82,0,-0.000137,57.5532342306147,2.09883580891208,5.53793103448276
"CANDIDATE",9872831,"K04230.01",0.03957,13.16,0,-5.62e-05,4.96846669294442,2.15212803947667,0.545932203389831
"CANDIDATE",11509504,"K04232.01",0.08543,6.95,0,0.0001912,3.44368388301182,2.61772175136921,-1.62242990654206
"CANDIDATE",11611275,"K04234.01",0.2399,47.66,0,-0.0001857,4.25537200347783,2.37149348083761,1.31881188118812
"CANDIDATE",10794974,"K04235.01",0.223,576.2,0,-0.0004466,9.97847610848041,3.6497005988024,2.31436699857752
"FALSE POSITIVE",7259249,"K04237.01",14.41,0.6391,0,-0.0006792,3.44572896596018,2.24825417744003,5.37595907928389
"FALSE POSITIVE",9640924,"K04239.01",5.294,3.983,0,0.0001006,3.83421456592188,2.32643014879857,-1.23177570093458
"FALSE POSITIVE",9593773,"K04240.01",7.306e-06,3.564,0,-0.0004333,10.8644946316179,2.33463112049624,2.72305593451569
"CANDIDATE",9285568,"K04241.01",4.024,6.366,0,-8.091e-05,3.21306679668454,2.74673598624033,1.31611570247934
"CANDIDATE",9514372,"K04242.01",0.04383,2764,0,0.0002823,10.9689787382363,5.16363636363636,-0.860372670807453
"FALSE POSITIVE",9777757,"K04243.01",0.007888,1.341,0,1.659e-05,11.9060913705584,1.44796349626988,-1.19150943396226
"FALSE POSITIVE",5097454,"K04244.01",0,0.9405,0,0,170.366197183099,5.48433317587781,-673.583333333333
"CANDIDATE",12737015,"K04245.01",0.001322,205.6,0,3.512e-05,9.48914711686034,3.23444130127298,-0.592717391304348
"CANDIDATE",5177859,"K04246.01",0.03894,41.91,0,-4.238e-05,6.88765670202507,2.83250903557162,0.690536277602524
"CANDIDATE",5177859,"K04246.02",0.6215,73.71,0,0.000112,5.47431913726924,2.83260478272049,-1.98948948948949
"FALSE POSITIVE",4568117,"K04248.01",0.1033,1.83,0,-5.717e-05,7.90610718737017,2.45242282205327,2.03761467889908
"FALSE POSITIVE",3650049,"K04249.01",9.064,24800,0,-0.01403,11.7877094972067,4.7,12.4118316268487
"FALSE POSITIVE",9641076,"K04250.01",0.01873,11.58,0,-0.0002037,4.63422707712678,2.89015670729448,1.64757281553398
"CANDIDATE",8741470,"K04251.01",0.8091,29.27,0,-5.921e-05,8.61321493862627,2.88942493245851,0.484872080088988
"CANDIDATE",10525049,"K04252.01",0.811,322.6,0,-4.016e-05,2.96137863603031,9.50793650793651,0.0325201380897583
"FALSE POSITIVE",8487645,"K04254.01",0.506,0,7,-2.63e-05,25.8846657929227,2.68168199213002,2.30652173913043
"CANDIDATE",10407482,"K04255.01",0.116,8.396,0,-0.0001394,3.63858363858364,0.926920445660672,0.945714285714286
"FALSE POSITIVE",5817613,"K04256.01",1.992,29.29,0,0.0005223,7.07009345794393,2.85214991952173,-2.20591456736035
"CANDIDATE",7901016,"K04257.01",0.2758,122.3,0,3.156e-05,15.1326647200711,1.27831868914747,-0.385872576177285
"FALSE POSITIVE",7115925,"K04258.01",0.001665,0,0,6.906e-06,17.4889673433363,2.43016109438285,-0.759017857142857
"CANDIDATE",5785279,"K04259.01",0.008914,0.7264,5,-4.935e-05,3.2588092345079,2.82281147997336,0.282418300653595
"FALSE POSITIVE",7429287,"K04260.03",2.49,10700,0,0.0003783,12.3397614535726,13.3333333333333,-1.57155963302752
"CANDIDATE",7429287,"K04260.04",0.1032,1162,0,-5.721e-05,21.6226183159189,13.6831683168317,0.966470588235294
"CANDIDATE",10526887,"K04261.01",0.04947,3.537,0,8.767e-05,3.16323192672555,2.49655128852956,-0.491984732824427
"FALSE POSITIVE",9641144,"K04262.01",2.317,3.732,0,5.762e-05,4.83357717629846,2.54728015508515,-1.49015544041451
"FALSE POSITIVE",8572168,"K04263.01",0.0298,1.085,0,-0.0001957,6.06292517006803,1.1846225312011,4.9778534923339
"FALSE POSITIVE",12509829,"K04264.01",2.327e-05,15,0,0.0006214,2.62128072445019,3.32133999562331,-3.02156862745098
"FALSE POSITIVE",7368137,"K04265.01",0.005131,6.313,0,0.0008133,17.0828961175236,2.92521913805698,-10.9449541284404
"FALSE POSITIVE",9027841,"K04266.01",0,0,0,-0.0008049,-1.5,-1572.64,7.11544715447154
"CANDIDATE",7450747,"K04267.01",2.22,2.296,0,-8.63e-06,4.8693770289071,3.7472119648921,-0.0562276422764228
"CANDIDATE",7826620,"K04268.01",0.0314,3.48,0,3.499e-05,3.45309928688974,5.56099261118082,-0.332916145181477
"CANDIDATE",8890924,"K04269.01",1.777,36.75,0,-0.0001901,7.47892946917049,0.70675445668727,2.42959001782531
"FALSE POSITIVE",8890924,"K04269.02",0.109,2.816,0,1.851e-05,7.0849861762231,0.706753333141715,-0.397614678899083
"FALSE POSITIVE",5992210,"K04271.01",0.02419,1.576,0,0.0007119,4.51574569221628,2.53311131861106,-8.81481481481481
"FALSE POSITIVE",9302543,"K04272.01",0.0006248,0.2731,0,1.127e-05,9.84741144414169,1.04111502404681,0.189077669902913
"CANDIDATE",9716028,"K04273.01",0.3257,49.35,0,2.681e-05,9.72644376899696,3.42077580539119,-0.179418604651163
"CANDIDATE",6223324,"K04274.01",0.6753,6.387,0,0.0001744,3.51595006934813,2.4171326948212,-1.36824324324324
"FALSE POSITIVE",3336845,"K04275.01",0.1152,12.01,0,-0.000695,21.74753112924,4.87036437771018,12.5695266272189
"CANDIDATE",6026924,"K04276.01",0.8851,236.3,0,-0.0001104,24.2596286634955,3.05575379125781,1.70465489566613
"FALSE POSITIVE",6525280,"K04277.01",0.2137,2.285,0,8.7e-05,11.739452257587,5.57807517084282,-3.0297699594046
"FALSE POSITIVE",4861784,"K04278.01",0.9758,97.06,0,-0.003175,7.6575682382134,3.19410066006601,10.4689054726368
"FALSE POSITIVE",5876360,"K04279.01",0.9333,0.5664,0,0.004171,6.00615595075239,244280,91.5625
"FALSE POSITIVE",5026326,"K04280.01",0.3165,3.361,0,2.69e-05,5.37000910391468,2.41357731556231,-17.7960526315789
"FALSE POSITIVE",11670599,"K04282.01",0.002348,0,0,-0.0002785,6.86318758815233,2.34236888075044,6.7260162601626
"FALSE POSITIVE",10156055,"K04284.01",7.769,19.75,0,0.000314,6.73147468818782,2.57807575851202,-5.98188874514877
"FALSE POSITIVE",5024177,"K04286.01",0.0009001,11.53,0,0.0008815,4.06962540716612,3.58205612709077,-10.1261261261261
"CANDIDATE",11081504,"K04287.01",0.117,37.58,0,3.576e-05,4.05791352637842,3.08406669754516,-1.55304101838755
"CANDIDATE",11081504,"K04287.02",0.293,32.52,0,1.077e-05,8.76954314720812,3.0840156094575,-0.878540772532189
"CANDIDATE",4548011,"K04288.01",0.1983,20.17,0,4.075e-05,9.07760532150776,3.80179028132992,-1.13095238095238
"CANDIDATE",4548011,"K04288.02",0.2896,54.62,0,8.443e-05,5.64050868486352,3.80167305681422,-2.08281573498965
"CANDIDATE",5868793,"K04290.01",1.725,125,0,-0.002182,1.76631609278202,6.72727272727273,0.902702702702703
"CANDIDATE",10063208,"K04292.01",1.205,58.28,0,1.32e-05,7.0899209486166,4.35002384358608,0.192053571428571
"FALSE POSITIVE",5817533,"K04293.01",0.2547,10.14,0,9.428e-05,8.45631970260223,3.9653373716978,-0.39787610619469
"FALSE POSITIVE",7681230,"K04294.01",5.263e-06,2.064,0,0.0002338,4.10823071937784,2.33131682364689,-0.105231607629428
"CANDIDATE",7596240,"K04295.01",0.9615,76.88,0,-0.0003124,3.83930534183337,2.65526650900491,1.55428571428571
"CANDIDATE",7661893,"K04296.01",0.0002746,10.87,0,4.12e-05,6.94741740344346,5.83437123342708,-0.859736842105263
"FALSE POSITIVE",12107008,"K04297.01",1.758,48.83,0,-4.745e-05,5.15788009458896,4.26594223620246,0.262137049941928
"CANDIDATE",2852941,"K04298.01",5.554,4.758,0,8.446e-05,8.34729626808835,2.3564150154424,-1.05263157894737
"FALSE POSITIVE",8508126,"K04299.01",0.1016,5.544,0,0.0008607,4.59331919406151,2.62934503279908,-7.18080808080808
"CANDIDATE",8507475,"K04300.01",0.1236,22.36,0,0.0003266,6.63000439947206,3.27960703875634,-0.817593643586833
"CANDIDATE",8773015,"K04301.01",0.7938,52.44,0,3.291e-05,6.65290432801822,2.09862713720206,-0.369083333333333
"CANDIDATE",8773015,"K04301.02",1.294,13490,0,-0.0001516,7.65,2.0948905109489,0.623237410071942
"CANDIDATE",6290935,"K04302.01",0.3419,9.088,0,-9.791e-06,5.17924023542001,3.41080891910809,0.177222222222222
"FALSE POSITIVE",12734396,"K04303.01",2.064,577.6,0,-0.00132,5.20144628099174,3.57894736842105,1.03237410071942
"CANDIDATE",11612280,"K04304.01",0.05665,42.75,0,-0.0001007,5.37963572525784,3.47933491686461,1.30192307692308
"FALSE POSITIVE",8149484,"K04306.01",1.324,5.537,0,-2.336e-06,6.45960211124645,1.96442214388366,0.0749875311720698
"CANDIDATE",3558849,"K04307.01",503.2,17160,0,0.0007948,6.6211729988934,3.42222222222222,-1.62512315270936
"FALSE POSITIVE",11151677,"K04308.01",0.2255,5.011,1,0.01751,4.74871794871795,2.29323848889743,-95.3003003003003
"FALSE POSITIVE",11037128,"K04309.01",0.1911,20.66,0,-0.0007277,2.58311043179213,2.76356391997287,3.75466284074605
"CANDIDATE",7103919,"K04310.01",0.8836,96.25,0,-3.07e-05,3.74933757286698,3.09624796084829,0.884717607973422
"FALSE POSITIVE",8645191,"K04311.01",0.0001447,8.265,0,0.000139,2.75779290576854,2.87729332570725,-1.043147751606
"CANDIDATE",10722485,"K04312.01",0.7217,33.58,0,-8.488e-06,4.623237724842,3.95770461819845,0.174424778761062
"FALSE POSITIVE",8128067,"K04314.01",2.97,328.1,0,-0.001163,18.1265743073048,3.75198098256735,6.29468599033816
"FALSE POSITIVE",10342248,"K04315.01",1.37,3.756,0,0.0001423,5.35516707236114,3.69255844751184,-3.27261306532663
"FALSE POSITIVE",9777290,"K04316.01",0.07213,0,0,0.0004723,4.34772622875517,2.56275657463519,-2.63157894736842
"CANDIDATE",9286088,"K04318.01",0.1398,43.58,0,-8.306e-05,17.4946203504457,4.63299377475948,1.97659574468085
"FALSE POSITIVE",6289344,"K04319.01",44.86,27640,0,-0.01487,17.5865800865801,5,12.515923566879
"CANDIDATE",5095082,"K04320.01",0.08098,84.24,0,2.976e-05,8.2909632571996,2.5511145272867,-0.183418107833164
"FALSE POSITIVE",12418891,"K04321.01",1.006e-17,5.457,0,0.0003923,2.06195869420386,3.31977364799691,-2.21023622047244
"CANDIDATE",5385410,"K04323.01",1.706,25.06,0,-0.0002003,3.36311508201093,2.20449806374739,1.75862068965517
"FALSE POSITIVE",5385410,"K04323.02",2.01,211,0,-2.689e-05,33.8128359152703,2.20442901999669,0.432518337408313
"FALSE POSITIVE",9910942,"K04324.01",1.02,15.57,0,0.0001407,8.07420956362686,1.85948571308425,-2.8758064516129
"CANDIDATE",7749002,"K04325.01",0.0004021,0,2,1.635e-05,2.90852575488455,2.34555516795987,-0.130629921259843
"FALSE POSITIVE",10924340,"K04326.01",0.008194,7.323,0,-0.0001213,9.43835616438356,2.31547829949708,2.24838012958963
"CANDIDATE",5371777,"K04327.01",0.2902,1.359,0,6.661e-05,5.16250588789449,4.33968867579309,-0.829299363057325
"CANDIDATE",12456063,"K04329.01",5.798,150.3,0,2.946e-05,11.8858195211786,4.39515455304929,-0.684035476718403
"CANDIDATE",5096053,"K04331.01",0.01809,2.957,0,2.669e-06,16.4726175075464,2.13012982912472,0.00475762439807384
"FALSE POSITIVE",8953414,"K04332.01",0.7478,13.69,2,-0.0003561,6.8998328404269,5.0565557374068,2.38535031847134
"CANDIDATE",10140274,"K04334.01",0.1687,22.17,0,-0.0001304,8.4590028842192,6.00429281518301,0.5048
"CANDIDATE",10730070,"K04335.01",0.1338,67.7,4,-1.875e-06,6.76874536005939,2.4018209123334,0.23302752293578
"CANDIDATE",8573193,"K04337.01",0.9966,78.79,0,-4.093e-05,5.93716433941998,2.81299286518964,0.376339285714286
"FALSE POSITIVE",9240664,"K04338.01",0.1854,11.25,0,4.865e-06,4.27538328030084,0.733012232167514,0.170897832817337
"FALSE POSITIVE",7281411,"K04339.01",0.03493,11.34,0,-1.925e-05,6.40474552957359,5.19090295846584,-0.0990650406504065
"FALSE POSITIVE",6528141,"K04340.01",0.1462,0.6724,0,-0.0003779,12.1092373521269,2.44020611943809,3.09331919406151
"CANDIDATE",6792908,"K04341.01",0.0047,45.16,0,7.289e-05,9.6053352822949,2.70975717439294,-1.4258389261745
"FALSE POSITIVE",7211879,"K04342.01",0.02703,3.909,0,0.0009526,13.4890965732087,2.57961157531758,-10.3159117305459
"CANDIDATE",8087812,"K04343.01",0.6062,96.52,0,-5.033e-05,13.0063445583211,3.04042750929368,0.614518317503392
"CANDIDATE",10534155,"K04345.01",0.2884,8.597,2,4.892e-05,4.00270910938029,1.16276314942381,-0.52367816091954
"CANDIDATE",9509343,"K04346.01",0.0008367,39.96,2,-0.0004326,2.58774538964902,5.08028698325931,1.51038961038961
"CANDIDATE",3244792,"K04347.01",0.1648,10.95,0,0.000161,5.21919513207025,2.80329539663666,-0.991176470588235
"FALSE POSITIVE",11872139,"K04350.01",0.05107,0.8125,0,2.12e-05,17.6861397479954,1.167212340886,-0.838756476683938
"FALSE POSITIVE",2708221,"K04352.01",0.00687,2.481,0,-0.0004125,11.1127694859038,5.02360540223136,0.67158273381295
"CANDIDATE",4571844,"K04353.01",0.05537,85.47,0,-0.001226,7.47572815533981,2.42905519810362,1.13201663201663
"FALSE POSITIVE",5040223,"K04354.01",0.0369,2.558,0,-0.0006137,4.46550969811871,2.42192440309674,10.0307692307692
"CANDIDATE",8459663,"K04356.01",0.7272,22700,0,-0.002347,4.6648389307745,5.6,1.51791530944625
"CANDIDATE",3550372,"K04357.01",1.272e-06,0.1634,0,0.0001263,7.99308418672696,3.44849367491776,-0.7439
"CANDIDATE",7191646,"K04358.01",1.439,1223,0,-0.0006186,6.85243055555556,2.41949152542373,0.8
