"koi_disposition","kepid","kepoi_name","boot_mesthresh","tce_fwm_prao","tce_ror_sn","tce_dicco_mdec_sn"
"FALSE POSITIVE",8949247,"K01387.01",7.276,-0.002156,50.4201497575301,-0.156831091180867
"FALSE POSITIVE",9346253,"K01388.01",7.2608,0.001893,1136.78147913557,0.0412152466367713
"FALSE POSITIVE",9002237,"K01389.01",7.3323,0.0002377,36.3758419483987,0.144414670658683
"FALSE POSITIVE",9288786,"K01390.01",7.0479,-0.0005417,58.4437969954098,-0.623516320474777
"FALSE POSITIVE",8958035,"K01391.01",7.3938,0.0006212,12.1171581836907,0.132916083916084
"FALSE POSITIVE",9040849,"K01392.01",7.0503,0.004597,50.6234222560809,10.3072727272727
"CANDIDATE",9202151,"K01393.01",7.1199,-0.000729,20.0707868383745,3.66941747572816
"FALSE POSITIVE",8937021,"K01394.01",7.2451,0.005098,1.58771990833313,70.1089655172414
"CANDIDATE",8935810,"K01395.01",7.1029,-0.0001709,5.04497435082229,-1.28659259259259
"CANDIDATE",9455556,"K01396.01",7.2573,-0.0005119,5.23084841447689,-1.09582608695652
"CANDIDATE",9455556,"K01396.02",7.2058,-0.0005432,2.8637134823351,-0.752624020887728
"CANDIDATE",9427402,"K01397.01",7.1994,-0.001138,15.9862594177644,1.45880829015544
"CANDIDATE",9269281,"K01398.01",7.1953,0.000333,11.5740508485472,-5.9078431372549
"CANDIDATE",9100484,"K01399.01",7.2762,0.0001231,12.2113659182301,24.4754901960784
"FALSE POSITIVE",9157908,"K01400.01",7.1523,-0.004546,38.1029223347483,60.8431105047749
"CANDIDATE",9034103,"K01402.01",7.1502,0.0003526,9.48632290936547,-0.347972762645914
"CANDIDATE",9214942,"K01403.01",7.2077,-0.0001974,3.75617650384098,-0.867974683544304
"CANDIDATE",8874090,"K01404.01",7.2056,0.0001236,7.66555373626271,0.753090128755365
"CANDIDATE",8874090,"K01404.02",7.2655,3.743e-06,10.7025007419885,-2.07942446043165
"CANDIDATE",9264949,"K01405.01",7.2077,0.0004558,10.036261368732,0.986796116504854
"CANDIDATE",9271752,"K01406.01",7.1976,0.0001025,12.7990949516914,0.53479674796748
"CANDIDATE",9150827,"K01408.01",7.3984,2.645e-06,4.40283799464222,0.730933333333333
"CANDIDATE",9391208,"K01409.01",7.1478,-0.0002542,22.8792721249071,-0.752896551724138
"CANDIDATE",9391506,"K01410.01",7.1251,0.0002231,7.30746688225068,-1.41429752066116
"CANDIDATE",9425139,"K01411.01",8.5567,0.0002981,60.1220793973752,-0.224173913043478
"CANDIDATE",8950853,"K01412.01",7.2754,-0.00016,31.0012657120578,1.45978021978022
"CANDIDATE",9006449,"K01413.01",7.3027,-0.0001675,20.4358861823018,0.828134328358209
"CANDIDATE",9006449,"K01413.02",7.286,-0.0001109,3.41348731184379,0.930148698884758
"CANDIDATE",9006449,"K01413.03",7.3515,0.0001592,4.96061378523432,0.377703180212014
"FALSE POSITIVE",8916492,"K01414.01",7.406,0.0006166,9.42589734307592,38.6325
"CANDIDATE",11517719,"K01416.01",-1,0.0008228,1180.04110209687,-0.251332335329341
"FALSE POSITIVE",11599264,"K01417.01",7.1874,0.01191,6.41579435426488,1.89317585301837
"FALSE POSITIVE",11100657,"K01418.01",7.2088,-0.007874,12.385726388726,3.91521739130435
"FALSE POSITIVE",11125936,"K01419.01",7.3154,-0.001369,26.1539066788797,7.56374845869297
"CANDIDATE",11026304,"K01420.01",7.2845,-1.799e-05,18.5330040225388,7.30118577075099
"CANDIDATE",11497958,"K01422.01",7.1782,-0.0001627,5.3801939706316,1.22674418604651
"CANDIDATE",11497958,"K01422.02",7.2165,-0.001162,3.00729760688971,1.07660714285714
"CANDIDATE",11497958,"K01422.03",7.2899,-6.503e-05,10.9940635281658,-0.501098901098901
"CANDIDATE",11497958,"K01422.04",7.1993,0.0006752,6.72039279409648,-0.161416015625
"CANDIDATE",11497958,"K01422.05",7.2324,-0.000154,1.52681190749064,0.683015463917526
"CANDIDATE",11177707,"K01423.01",7.2548,-0.0008647,4.6232606828736,0.239224489795918
"CANDIDATE",11611600,"K01424.01",7.0557,6.24e-05,5.95121602263122,-0.803951923076923
"CANDIDATE",11254382,"K01425.01",7.1082,-7.106e-05,11.4223722786496,-5.51919191919192
"CANDIDATE",11122894,"K01426.01",7.199,-0.0005252,11.8987975080676,-0.395505617977528
"CANDIDATE",11122894,"K01426.02",7.2943,0.0002431,57.0193319131396,0.645111695137976
"CANDIDATE",11122894,"K01426.03",7.1992,0.0002814,59.6701352516836,0.135018867924528
"CANDIDATE",11129738,"K01427.01",7.1689,0.0001409,2.33033060934776,-0.701630901287554
"CANDIDATE",11129738,"K01427.02",7.2382,-0.0002709,0.856793324292292,2.30789473684211
"CANDIDATE",11401182,"K01428.01",7.1259,6.485e-05,4.73375682667952,-0.303668224299065
"CANDIDATE",11030711,"K01429.01",8.0068,-0.0002625,20.4700461567244,0.459240924092409
"CANDIDATE",11176127,"K01430.01",7.1628,0.0006065,2.89559681701339,-0.483642045454545
"CANDIDATE",11176127,"K01430.02",7.2686,-0.0001758,2.74230743256923,0.521480769230769
"CANDIDATE",11176127,"K01430.03",7.1586,0.000386,3.2463242874621,0.0285717344753747
"CANDIDATE",11075279,"K01431.01",8.4434,-6.925e-05,159.428456996174,-0.183599419448476
"CANDIDATE",11014932,"K01432.01",7.081,-0.0001307,21.190537582348,-1.02381215469613
"CANDIDATE",11014932,"K01432.02",7.0717,-0.0003206,2.07207664746014,-1.47395881006865
"CANDIDATE",11014932,"K01432.03",6.8013,0.0005305,1.66952338687187,-0.00159325779036827
"CANDIDATE",11014932,"K01432.04",7.2034,-0.0002028,1.96435845094986,0.412674094707521
"CANDIDATE",11288505,"K01433.01",7.1228,-0.000272,2.5131879303314,0.463634812286689
"CANDIDATE",11493431,"K01434.01",7.3026,0.0002318,2.64628576425415,-0.102622093023256
"CANDIDATE",11037335,"K01435.01",7.3667,3.503e-05,29.4500026121626,0.835567567567568
"CANDIDATE",11037335,"K01435.02",7.2025,-0.0001998,26.7606686234145,0.0198305309734513
"CANDIDATE",11389771,"K01436.01",7.3911,-0.0001437,4.71548916045792,-1.05880478087649
"CANDIDATE",11389771,"K01436.02",7.3916,-0.0001226,2.65902860265284,-0.631362903225806
"CANDIDATE",11389771,"K01436.03",7.3986,6.244e-05,2.85749290205252,0.0985823714585519
"CANDIDATE",11599038,"K01437.01",7.226,-0.0001709,2.84110576351921,0.198063492063492
"FALSE POSITIVE",11599038,"K01437.02",7.2911,0.0005903,1.11190375242996,0.475981651376147
"FALSE POSITIVE",11599038,"K01437.03",7.2766,7.794e-05,1.56627245081186,0.961849315068493
"CANDIDATE",11193263,"K01438.01",7.2403,1.992e-05,12.5379737315389,-2.62440789473684
"CANDIDATE",11027624,"K01439.01",7.435,0.0001214,70.2040282948577,-0.00919259259259259
"CANDIDATE",11032227,"K01440.01",7.1994,-0.0001835,1.89648621751089,1.77035856573705
"CANDIDATE",11356260,"K01441.01",7.1663,-0.0001996,3.79420189091286,-1.30625322997416
"CANDIDATE",11600889,"K01442.01",7.4445,-1.618e-05,4.93176897300958,0.893483870967742
"FALSE POSITIVE",11197126,"K01443.01",7.3704,0.0003754,4.32173375169951,16.1388044579534
"CANDIDATE",11043167,"K01444.01",7.1912,-0.0001833,4.28583063574571,-0.368905109489051
"CANDIDATE",11336883,"K01445.01",7.2368,-3.925e-05,8.67198484997163,-0.704318181818182
"FALSE POSITIVE",12506351,"K01446.01",7.5891,-0.0003892,112.226805727319,0.032119940029985
"FALSE POSITIVE",7622486,"K01447.01",-1,-0.1379,2.21027239021134,0.372244318181818
"FALSE POSITIVE",7622486,"K01447.02",-1,-0.00109,954.412189337974,-0.979745222929936
"CANDIDATE",9705459,"K01448.01",8.3026,-0.001772,1134.66535252493,-0.132464872944694
"FALSE POSITIVE",7802136,"K01449.01",7.6333,0,2349.1734467148,-0.491597014925373
"CANDIDATE",7532973,"K01450.01",-1,-0.0006926,2060.67393837935,1.73967065868263
"FALSE POSITIVE",9632895,"K01451.01",7.6615,-0.001538,3454.04030060685,0.0372683658170915
"FALSE POSITIVE",7449844,"K01452.01",5.0211,-4.603e-05,16.2674868064811,-0.0407456140350877
"FALSE POSITIVE",7842610,"K01453.01",7.0934,0.02664,131.137671106366,28.7483266398929
"FALSE POSITIVE",7830637,"K01454.01",7.5234,-0.003199,1566.91325071273,-0.382481315396114
"FALSE POSITIVE",4760746,"K01455.01",7.1086,0.01305,26.1499347123655,-1.45310245310245
"CANDIDATE",7832356,"K01456.01",7.6164,0.001348,102.623040022391,-0.398338278931751
"CANDIDATE",9643874,"K01457.01",7.2056,1.654e-05,136.117717720789,0.834956647398844
"CANDIDATE",12120943,"K01458.01",7.2269,-0.001895,23.8911871339061,1.49120734908136
"FALSE POSITIVE",9761199,"K01459.01",7.7754,-0.001811,14.7469045613553,0.827018284106892
"FALSE POSITIVE",7751571,"K01460.01",7.3492,0.05989,95.193359134363,3.6051968503937
"FALSE POSITIVE",9579499,"K01461.01",7.3804,-0.001824,3.67022276166293,3.79566360052562
"FALSE POSITIVE",11913013,"K01462.01",6.791,-0.00409,1.52336537243581,10.9100310237849
"FALSE POSITIVE",7672940,"K01463.01",7.2111,-4.533e-05,201.517527987828,-0.521205164992826
"FALSE POSITIVE",7838655,"K01464.01",6.9569,0.02393,19.9059854169302,0
"FALSE POSITIVE",11702948,"K01465.01",7.2845,0.0005051,9.73254583621745,0.0287302259887006
"CANDIDATE",9512981,"K01466.01",7.4674,0.0005232,78.2766182308569,0.0569715568862275
"FALSE POSITIVE",7770450,"K01467.01",7.0099,0,4.26550675765381,-15.4398753894081
"FALSE POSITIVE",9851226,"K01468.01",7.0167,0.001989,78.8116881763026,-0.109921370967742
"FALSE POSITIVE",7543649,"K01469.01",7.1224,0,13.2987848041372,0
"CANDIDATE",9480310,"K01470.01",7.2258,-0.0001557,10.2550079444952,-3.36167400881057
"FALSE POSITIVE",11858748,"K01471.01",7.0857,0.02289,30.8758888954707,1.04701030927835
"CANDIDATE",7761545,"K01472.01",7.3005,0.001423,19.3997644351461,-0.667792022792023
"CANDIDATE",7499398,"K01473.01",7.0997,-0.003455,47.553560589534,4.53206412825651
"CANDIDATE",12365184,"K01474.01",7.4648,6.843e-05,28.9493711529375,0.118238620689655
"CANDIDATE",4770365,"K01475.01",7.0045,0,2.26387874042921,0.524538043478261
"CANDIDATE",4770365,"K01475.02",7.0716,0,5.21331311360275,2.23879518072289
"CANDIDATE",4770365,"K01475.03",7.0895,0,4.40786936764152,0.184951923076923
"CANDIDATE",12406749,"K01476.01",7.5016,0.0007996,34.9344722689957,1.20198198198198
"CANDIDATE",7811397,"K01477.01",7.8598,-0.002135,29.6038558053682,-0.345788079470199
"CANDIDATE",12403119,"K01478.01",7.2896,0.0003563,113.929272224092,1.68248663101604
"FALSE POSITIVE",9842890,"K01479.01",7.3889,0.001465,39.3707758032023,-46.2121495327103
"CANDIDATE",7512982,"K01480.01",7.3425,0.001185,10.2089505932795,0.352572421784473
"CANDIDATE",7512982,"K01480.02",7.4431,4.681e-05,1.24851427860723,0.0389555214723926
"CANDIDATE",9597806,"K01481.01",7.1515,0.0001292,7.41608903636698,0.298037735849057
"FALSE POSITIVE",7812167,"K01482.01",7.1034,-0.01046,1.18498973787956,-105.025260029718
"FALSE POSITIVE",11909686,"K01483.01",7.2251,-0.0005722,3.51573993112563,-0.632529976019185
"FALSE POSITIVE",11760959,"K01484.01",7.1969,0.0001986,14.0626684483831,2.64238095238095
"FALSE POSITIVE",9692345,"K01485.01",6.7997,0.003828,2.76935635373786,-29.5252918287938
"CANDIDATE",7898352,"K01486.01",7.506,0.002955,119.000781976009,-0.360011990407674
"CANDIDATE",7898352,"K01486.02",7.2742,0.0003757,8.13804436534612,0.435618834080717
"FALSE POSITIVE",12062667,"K01487.01",7.458,0.005615,2.90576217019361,-110.877840909091
"CANDIDATE",9589323,"K01488.01",7.19,-0.0001005,8.0762333554916,1.35784482758621
"CANDIDATE",9823487,"K01489.01",7.2115,0.0006011,3.53665448946026,-0.102608695652174
"FALSE POSITIVE",9602514,"K01490.01",7.4127,-0.0002321,1.36382122493353,-7.58498659517426
"CANDIDATE",9726659,"K01491.01",7.203,0.0003374,4.18479522712696,1.3203821656051
"FALSE POSITIVE",12108312,"K01492.01",6.7903,-0.01041,3.20145562523112,0
"FALSE POSITIVE",9842906,"K01493.01",7.4829,-0.001517,36.1987422257116,-21.8629139072848
"CANDIDATE",11821363,"K01494.01",7.0395,0.0002737,2.76313686274174,-0.0785796847635727
"CANDIDATE",7629518,"K01495.01",7.1529,-0.0003268,5.07086072572609,2.14574358974359
"FALSE POSITIVE",4828341,"K01496.01",7.4555,0.0009495,2.37000076309929,-0.423983739837398
"FALSE POSITIVE",11774387,"K01497.01",6.868,0.001298,1.52664943754973,-17.3977272727273
"CANDIDATE",9636135,"K01498.01",7.0444,-0.0003088,7.45257117920146,-0.811878453038674
"CANDIDATE",9636135,"K01498.02",6.9762,0.0003441,1.97188813533961,0.713993174061433
"CANDIDATE",7841925,"K01499.01",7.0966,-9.779e-05,10.5465272800038,-0.329241666666667
"CANDIDATE",7841925,"K01499.02",7.0034,-2.928e-05,1.3717779838491,-1.17316239316239
"CANDIDATE",7841925,"K01499.03",6.6146,1.358e-05,0.380086823986092,-0.175812865497076
"FALSE POSITIVE",9719634,"K01500.01",7.2545,-0.008204,4.26634740330721,-110.624324324324
"CANDIDATE",7439316,"K01501.01",7.1063,6.457e-05,5.12687398401869,0.671538461538462
"FALSE POSITIVE",12061238,"K01502.01",7.0049,-0.0008781,4.6783454564215,4.98838709677419
"CANDIDATE",12400538,"K01503.01",7.3141,2.205e-05,15.5740752001394,-0.664881355932203
"FALSE POSITIVE",9641018,"K01504.01",7.1459,-8.55e-05,7.27909647631138,-7.44839743589744
"CANDIDATE",9813499,"K01505.01",7.2477,-0.000245,24.7814729234317,-0.588966666666667
"CANDIDATE",12254792,"K01506.01",7.1991,0.0002267,28.0506252431842,0.706459627329193
"CANDIDATE",12020218,"K01507.01",6.9655,0.0002227,5.88621324507469,0.145982456140351
"CANDIDATE",7690844,"K01508.01",7.346,-0.0004384,19.9834100910369,0.982635658914729
"FALSE POSITIVE",9535080,"K01509.01",7.3054,3.458e-05,4.1210448364077,0.975949367088608
"CANDIDATE",11870545,"K01510.01",6.9867,-0.0001799,2.80212747091564,-8.10255720053836
"CANDIDATE",7901948,"K01511.01",7.0757,4.34e-05,6.37778133684658,1.83007042253521
"FALSE POSITIVE",11955499,"K01512.01",7.2982,-0.0009802,1.95925864898263,8.45528455284553
"FALSE POSITIVE",9784222,"K01513.01",6.6808,0,2.90457571990346,107.590163934426
"FALSE POSITIVE",9520668,"K01514.01",7.0458,-0.0004811,1.91617133065906,-53.8446428571429
"CANDIDATE",7871954,"K01515.01",7.1568,-1.424e-05,6.68454890169081,0.653711111111111
"CANDIDATE",7871954,"K01515.02",7.2335,-0.0001137,4.29914634142989,0.492269230769231
"CANDIDATE",12418724,"K01516.01",7.2513,6.627e-05,12.570027114399,0.79527950310559
"CANDIDATE",7456001,"K01517.01",7.2294,8.175e-05,18.5993894426324,0.0343544715447155
"CANDIDATE",7549209,"K01518.01",7.1222,0.0001586,26.1757616628932,-0.489394594594595
"CANDIDATE",7663405,"K01519.01",7.3138,0.000454,2.68414362811068,-0.861608832807571
"CANDIDATE",7663405,"K01519.02",7.2747,-0.0001733,0.767194476438232,0.308345454545454
"CANDIDATE",9765975,"K01520.01",7.1321,0.0005646,8.41958671319463,0.0414829545454546
"CANDIDATE",9818462,"K01521.01",7.1988,0.0001013,17.7226722349513,-0.477689393939394
"CANDIDATE",12266636,"K01522.01",7.268,-0.0001253,3.77265007881552,1.42747967479675
"CANDIDATE",12266636,"K01522.02",7.0952,-0.0002624,1.5959098987844,-0.318428390367554
"FALSE POSITIVE",9850893,"K01523.01",7.2021,0.0001466,7.83588467580285,-0.840201923076923
"FALSE POSITIVE",4826110,"K01524.01",7.2073,-0.002844,1.14147165644498,-23.778093883357
"CANDIDATE",7869917,"K01525.01",7.5986,1.724e-05,26.5396234019766,0.806881720430108
"CANDIDATE",7869917,"K01525.02",7.6212,7.092e-05,9.03972716457232,0.781942148760331
"CANDIDATE",9824805,"K01526.01",7.0861,-0.0001169,3.27767413234347,0.470771812080537
"CANDIDATE",7768451,"K01527.01",6.9076,-0.0001157,8.15793924782213,-2.06679012345679
"CANDIDATE",7691260,"K01528.01",7.1835,0.000167,2.61020406460093,0.270859030837004
"CANDIDATE",9821454,"K01529.01",7.2481,-8.387e-05,0.785243382305818,1.41016233766234
"CANDIDATE",9821454,"K01529.02",7.2483,-0.0002005,3.5578465058998,-0.939672578444748
"CANDIDATE",11954842,"K01530.01",7.2076,5.884e-05,10.5165866728697,0.368663101604278
"CANDIDATE",11764462,"K01531.01",7.2084,4.932e-05,5.41273861436453,0.428355263157895
"CANDIDATE",11656246,"K01532.01",7.142,-4.668e-05,17.1635425308273,1.71508620689655
"CANDIDATE",7808587,"K01533.01",7.2514,2.783e-05,4.187386068701,1.69757731958763
"CANDIDATE",4741126,"K01534.01",7.2984,1.103e-05,17.8459495371675,-0.712238805970149
"CANDIDATE",4741126,"K01534.02",7.2223,2.786e-05,2.91007369040061,-0.597659574468085
"CANDIDATE",11669125,"K01535.01",7.4824,-0.0001317,20.6496870336265,1.52953488372093
"CANDIDATE",12159249,"K01536.01",7.2212,-9.189e-05,3.78936827440232,0.26505462184874
"CANDIDATE",9872292,"K01537.01",7.2999,5.239e-06,5.90015693197064,-0.640467032967033
"FALSE POSITIVE",9963461,"K01538.01",7.4348,0,6612.00274307674,-0.2023988005997
"CANDIDATE",8081482,"K01539.01",-1,-0.001246,2503.9015511041,0.503823088455772
"FALSE POSITIVE",5649956,"K01540.01",7.7918,-0.0003614,64.4535306706167,-0.117113235294118
"CANDIDATE",4840513,"K01541.01",7.4702,-0.009301,1712.77864240916,1.07409288824383
"FALSE POSITIVE",8113154,"K01542.01",-1,-0.0006208,173.01286658164,0.453877245508982
"FALSE POSITIVE",5270698,"K01543.01",7.5954,0.001724,1112.53238886165,0.167010463378176
"FALSE POSITIVE",5024450,"K01544.01",7.0017,0,51.6797222434341,1.00059322033898
"CANDIDATE",5282049,"K01545.01",7.5514,0.0008572,357.155892554014,-31.2891774891775
"FALSE POSITIVE",5282049,"K01545.02",7.4198,-4.278e-05,5.00130126648834,-13.7488695652174
"CANDIDATE",5475431,"K01546.01",7.4075,-0.0005526,7.15558340322176,0.906910688140556
"CANDIDATE",5283458,"K01547.01",7.197,0.004118,92.1398696063011,-1.64307004470939
"FALSE POSITIVE",9940565,"K01548.01",7.4345,0.004089,15.091267279018,-17.5651685393258
"FALSE POSITIVE",8053552,"K01549.01",7.1936,-0.002252,10.3893535021618,-0.550650636492221
"FALSE POSITIVE",8111381,"K01550.01",6.967,-0.006438,10.1919863017715,35.2020648967552
"FALSE POSITIVE",5444549,"K01551.01",7.0672,0.02078,38.7003814459395,15.9340813464236
"CANDIDATE",7984047,"K01552.01",6.9941,0.005428,29.8798201686554,0.0305107991360691
"CANDIDATE",7951018,"K01553.01",7.2216,-9.923e-05,74.0342666405457,0.0644302631578947
"FALSE POSITIVE",9899355,"K01554.01",7.0703,-0.0002101,1.2819052224538,10.1775757575758
"FALSE POSITIVE",12644774,"K01555.01",7.3285,0.05107,16.1048637707186,0
"FALSE POSITIVE",9902856,"K01556.01",7.1135,-0.04471,3.71819668775503,42.5481171548117
"CANDIDATE",5371776,"K01557.01",6.9951,-6.917e-06,32.1318951618234,0.20764175257732
"CANDIDATE",5371776,"K01557.02",7.2129,3.781e-05,12.6499592967235,0.22
"CANDIDATE",5371776,"K01557.03",7.0824,-0.0009419,5.02504661404311,0.0855714285714286
"CANDIDATE",5371776,"K01557.04",6.8358,-8.558e-05,2.45719737767242,0.596869158878505
"FALSE POSITIVE",10019763,"K01558.01",7.4074,-0.005001,6.62502131071161,-4.84829268292683
"FALSE POSITIVE",9899280,"K01559.01",7.3963,-0.0005381,3.74478189565191,-3.10397727272727
"FALSE POSITIVE",8046659,"K01560.01",7.2019,0.001488,4.27305732016373,8.45753138075314
"FALSE POSITIVE",4940438,"K01561.01",7.2185,0.0008327,1.57041745308704,-0.550576576576577
"FALSE POSITIVE",5308663,"K01562.01",6.9294,0.001093,1.90274445213791,0
"CANDIDATE",5308663,"K01562.02",7.1947,0.0003452,3.00426780338301,-0.253971962616822
"CANDIDATE",5219234,"K01563.01",6.992,0.0006657,6.344359073509,0.408671532846715
"CANDIDATE",5219234,"K01563.02",7.1073,0.0003453,19.5429994049189,1.03351694915254
"CANDIDATE",5219234,"K01563.03",6.9634,0.000306,1.38550164462702,0.341901408450704
"CANDIDATE",5219234,"K01563.04",7.0771,0.0002916,5.30307993781216,-0.583890909090909
"CANDIDATE",5184584,"K01564.01",7.1382,0.001515,20.5714377423854,0.0149447174447174
"FALSE POSITIVE",5636648,"K01565.01",6.9316,0.01056,2.7694275832339,0.978757467144564
"FALSE POSITIVE",5564247,"K01566.01",7.3028,0.002988,2.19138279191269,0
"CANDIDATE",5438099,"K01567.01",7.0544,1.868e-06,12.4948241792946,-0.46368345323741
"CANDIDATE",5438099,"K01567.02",7.0997,0.000596,3.35785567524108,0.43412955465587
"CANDIDATE",5438099,"K01567.03",7.0199,2.112e-05,4.16218739019822,0.117628664495114
"CANDIDATE",5438099,"K01567.04",7.0832,0.0006303,11.8338294941184,-0.413076530612245
"FALSE POSITIVE",5210475,"K01568.01",7.1518,0.0006532,3.96590203860226,17.9341772151899
"CANDIDATE",8009350,"K01569.01",7.1491,0.0001229,11.1154953092914,-0.545423728813559
"CANDIDATE",8082001,"K01570.01",7.0364,0.0006397,23.8720720375782,0.527709090909091
"FALSE POSITIVE",5557821,"K01571.01",7.1276,-0.01319,1.36164914032892,-10.5128057553957
"CANDIDATE",10004519,"K01572.01",7.1766,0.0001708,9.52650795148642,-0.222537931034483
"CANDIDATE",5031857,"K01573.01",7.189,-0.0001894,64.2256519475641,-0.617974358974359
"CANDIDATE",5031857,"K01573.02",7.2545,0.0002155,2.50399883675798,1.06938110749186
"CANDIDATE",10028792,"K01574.01",7.1329,0.001482,113.237021003412,0.440393184796854
"CANDIDATE",10028792,"K01574.02",7.0565,-3.921e-05,0.648748470607452,-0.248978328173375
"CANDIDATE",10028792,"K01574.03",7.1881,6.371e-05,1.5860338546291,-1.91284722222222
"CANDIDATE",10028792,"K01574.04",7.2026,3.937e-05,1.83200799775299,0.543344651952462
"FALSE POSITIVE",5553652,"K01575.01",7.0656,0.01009,6.63787621399128,26.9952038369305
"CANDIDATE",5299459,"K01576.01",7.243,-7.306e-06,20.0693092649978,0.477642857142857
"CANDIDATE",5299459,"K01576.02",7.1861,0.0001411,43.3527338674044,-2.23637931034483
"CANDIDATE",12506770,"K01577.01",7.2598,0.0005349,2.34229302063679,-0.182585964912281
"FALSE POSITIVE",5629985,"K01578.01",7.0172,-0.006424,1.27371030748178,106.984700973574
"FALSE POSITIVE",9898364,"K01579.01",7.3985,-0.001091,4.58190377874126,-25.0801576872536
"FALSE POSITIVE",5193400,"K01580.01",6.9436,0.004479,5.11720072633864,19.8594142259414
"CANDIDATE",7939330,"K01581.01",7.2511,0,30.1842211996987,0.2028125
"CANDIDATE",7939330,"K01581.02",6.9592,0,9.77744101125707,0.828577878103837
"CANDIDATE",4918309,"K01582.01",7.3545,0.0008746,3.08670176150673,-1.60936170212766
"CANDIDATE",12602568,"K01583.01",7.0524,-9.039e-05,23.7351471419999,0.956387096774194
"CANDIDATE",9941066,"K01584.01",7.1786,-0.000428,3.59309355051303,1.8804979253112
"CANDIDATE",5470739,"K01585.01",7.2794,-0.0001313,8.53609156370307,1.45803370786517
"CANDIDATE",10022908,"K01586.01",7.2553,0.0002825,5.59299164068608,-0.326127071823204
"FALSE POSITIVE",9932970,"K01587.01",7.1967,-0.0006414,2.24878063115147,0.103601092896175
"CANDIDATE",5617854,"K01588.01",7.2395,-2.568e-05,9.16462096951474,1.00235294117647
"CANDIDATE",5301750,"K01589.01",7.2045,0.0001722,24.8600793401368,-1.48873913043478
"CANDIDATE",5301750,"K01589.02",7.3815,0.0002769,8.12060313835287,0.797656765676568
"CANDIDATE",5301750,"K01589.03",7.68,-9.561e-05,5.4932995964483,0.245691326530612
"CANDIDATE",5301750,"K01589.04",7.1182,-2.489e-05,2.36081157800507,0.359064748201439
"CANDIDATE",5301750,"K01589.05",7.1903,0.0002908,1.60463193477787,0.301953290870488
"CANDIDATE",5542466,"K01590.01",7.1021,-6.785e-05,5.73404044049699,-3.197542997543
"CANDIDATE",5542466,"K01590.02",7.0025,5.239e-05,1.52883897001034,-1.42332805071315
"CANDIDATE",5542466,"K01590.03",7.0583,0.0003452,1.11091219600291,-2.26702127659574
"CANDIDATE",10028140,"K01591.01",7.2317,0.000899,18.5008205210367,0.345660660660661
"FALSE POSITIVE",5217586,"K01592.01",7.1472,0.002126,2.24980278854343,-7.60580110497238
"CANDIDATE",5289854,"K01593.01",7.1838,-0.0006449,3.19873560997105,1.45743859649123
"CANDIDATE",5289854,"K01593.02",7.0678,0.0001903,5.71907316632139,-0.367799352750809
"FALSE POSITIVE",9895709,"K01594.01",7.2038,-0.0001425,6.74702703558902,-33.7349260523322
"CANDIDATE",10006581,"K01595.01",7.216,-3.941e-05,11.2240028097612,-0.357646739130435
"CANDIDATE",10027323,"K01596.01",7.1698,9.949e-05,4.45260503389625,0.558662551440329
"CANDIDATE",10027323,"K01596.02",8.0563,-0.001204,2.47816929916935,1.36967980295566
"CANDIDATE",5039228,"K01597.01",7.3446,-0.0001539,23.5381194726537,6.65810810810811
"CANDIDATE",10004738,"K01598.01",7.4215,-7.984e-05,39.8957537341998,1.44952380952381
"CANDIDATE",10004738,"K01598.02",7.4709,-0.0001437,29.0954295461581,0.938634146341463
"CANDIDATE",10004738,"K01598.03",7.3181,0.0001063,2.72244836032989,-1.35631399317406
"CANDIDATE",5474613,"K01599.01",7.1747,2.847e-05,6.73460631116478,1.86960698689956
"CANDIDATE",5474613,"K01599.02",7.1675,0.0001085,0.652778864285287,0.881142857142857
"FALSE POSITIVE",4860932,"K01600.01",7.2686,-0.002514,0.881196620894845,45.6150442477876
"CANDIDATE",5438757,"K01601.01",7.1388,-4.304e-05,11.4909055150364,-1.69205882352941
"CANDIDATE",5438757,"K01601.02",7.125,0.0001526,20.3358882458783,-1.57278931750742
"CANDIDATE",4860678,"K01602.01",7.056,6.79e-05,2.33193729029466,-1.00150190114068
"CANDIDATE",4860678,"K01602.02",6.7344,-0.0002324,1.60827972669415,0.172290748898678
"CANDIDATE",5177104,"K01603.01",7.1452,7.856e-05,5.69799386801118,-0.30405
"FALSE POSITIVE",10033279,"K01604.01",7.1525,0.005397,3.57041570149504,-8.20873362445415
"FALSE POSITIVE",5009189,"K01605.01",7.2414,9.922e-05,3.88701674407823,-1.69899253731343
"CANDIDATE",9886661,"K01606.01",7.2963,-8.256e-05,4.78795589068301,-0.857840909090909
"FALSE POSITIVE",5477805,"K01607.01",7.1467,0.001337,1.07307687618664,27.4597349643221
"CANDIDATE",10055126,"K01608.01",7.1868,-7.814e-05,20.9721295720945,0.627558685446009
"CANDIDATE",10055126,"K01608.02",7.2338,0.0001441,3.30876636897846,0.216440071556351
"CANDIDATE",10055126,"K01608.03",7.554,0.000347,2.6032779223454,-0.99875
"CANDIDATE",5009743,"K01609.01",7.35,-0.0001712,17.8803006427288,-0.32031884057971
"FALSE POSITIVE",5474733,"K01610.01",6.9689,0.000542,3.63953872837948,22.6480392156863
"FALSE POSITIVE",12644769,"K01611.01",-1,0.01095,6961.1179132652,-0.119381736526946
