"koi_disposition","kepid","kepoi_name","boot_mesthresh","tce_fwm_prao","tce_ror_sn","tce_dicco_mdec_sn"
"CANDIDATE",4770174,"K02971.02",7.2633,-6.083e-05,3.61843562279831,2.27272237196766
"CANDIDATE",8949925,"K02972.01",7.3752,-0.0001051,3.65456343295335,-2.6515111695138
"FALSE POSITIVE",8949925,"K02972.02",7.3028,-0.0001987,2.52107309705429,-5.97093206951027
"FALSE POSITIVE",5091016,"K02973.01",7.2106,-0.01078,3.3880777264843,0
"FALSE POSITIVE",6948480,"K02975.01",7.306,0.0006775,0.679443758176242,-0.960602006688963
"CANDIDATE",6438099,"K02976.01",7.331,-0.001193,1.02768173591537,1.28792682926829
"CANDIDATE",11090556,"K02977.01",7.1781,3.744e-05,3.62425764030505,-0.244453924914676
"CANDIDATE",11090556,"K02977.02",7.0945,3.626e-05,2.46798104167188,0.889503722084367
"FALSE POSITIVE",10686814,"K02978.01",7.1052,-0.0002248,16.2223307505116,4.78115079365079
"FALSE POSITIVE",2720514,"K02979.01",7.2459,-0.0007771,2.47521849631626,-8.41436984687868
"CANDIDATE",9468551,"K02980.01",7.0864,0.0002029,1.94367285301347,0.480093676814988
"CANDIDATE",9076971,"K02981.01",7.1751,-0.0007531,3.41199323991963,4.3705223880597
"CANDIDATE",8360640,"K02982.01",7.2355,-0.0001352,2.37208055464152,-0.215274285714286
"FALSE POSITIVE",5695904,"K02983.01",6.6701,0.001313,1.93839665275482,-94.7093908629442
"CANDIDATE",7918652,"K02984.01",7.3462,0.0001259,2.38111811826923,1.93765342960289
"FALSE POSITIVE",8847111,"K02985.01",7.1752,-0.0006398,2.66730356245845,-119.144444444444
"FALSE POSITIVE",4568298,"K02986.01",6.767,4.57e-05,1.4709516801365,0.302490272373541
"FALSE POSITIVE",4374339,"K02987.01",7.203,0.0007126,6.24538607559335,-1.6854381443299
"CANDIDATE",6636320,"K02989.01",7.2357,0.0002649,10.4112251015819,-0.977090239410681
"CANDIDATE",5520547,"K02990.01",7.2252,-0.0001042,5.31497900440361,0.38881390593047
"FALSE POSITIVE",4848424,"K02991.01",6.9124,-0.0003459,0.923975679103548,-4.2277539341917
"CANDIDATE",8509442,"K02992.01",7.5406,-0.0008268,1.82213228449053,0.757239583333333
"FALSE POSITIVE",11304987,"K02993.01",7.3731,0.003531,4.82978046326173,-0.338830548926014
"CANDIDATE",11244137,"K02994.01",7.2436,1.689e-06,2.04499436066499,0.31840354767184
"CANDIDATE",3848275,"K02995.01",7.0721,0.0003614,2.30214417876653,1.83702127659574
"CANDIDATE",12021625,"K02996.01",7.1937,-0.0006592,2.39852347781533,0.368842105263158
"FALSE POSITIVE",9777256,"K02997.01",6.6093,-0.0003196,2.89962475774028,-4.16436974789916
"CANDIDATE",4175630,"K02998.01",7.2244,-0.0005242,3.0422227886306,-0.851341463414634
"FALSE POSITIVE",7433585,"K02999.01",7.3631,0.0007992,1.0190477452589,0
"FALSE POSITIVE",5702939,"K03000.01",7.2756,0.001225,15.5626070828758,10.8491228070175
"FALSE POSITIVE",11709423,"K03001.01",6.6788,0.003453,3.67949734586541,19.4083798882682
"CANDIDATE",3852655,"K03002.01",7.158,1.09e-05,1.79609482517014,-1.26037037037037
"FALSE POSITIVE",11255231,"K03003.01",7.1089,0.0005418,3.20736850069488,18.1024875621891
"CANDIDATE",6103377,"K03004.01",7.4827,-0.0001942,5.11737625571434,0.397526501766785
"CANDIDATE",6103377,"K03004.02",7.2627,-0.0001434,1.4363657901392,0.0926637931034483
"FALSE POSITIVE",3747262,"K03005.01",7.2918,0.0002687,3.51590961224743,-54.0020833333333
"CANDIDATE",8758136,"K03006.01",6.7785,-0.0003437,1.62613142713214,-1.98051470588235
"CANDIDATE",10190075,"K03007.01",7.1479,-0.0001395,1.4347120039801,0.934852459016393
"CANDIDATE",9070666,"K03008.01",7.0695,2.057e-07,2.86359350634764,-0.231814569536424
"CANDIDATE",12405333,"K03009.01",7.3716,-8.589e-05,1.47215692309842,0.234758620689655
"CANDIDATE",3642335,"K03010.01",7.6288,-0.000963,2.7559682190282,-0.77172602739726
"FALSE POSITIVE",3328052,"K03011.01",6.8273,0.0005658,5.06840070021425,-2.22387543252595
"FALSE POSITIVE",7109851,"K03012.01",7.2975,-0.0002221,4.82447708109714,2.82840909090909
"CANDIDATE",11565544,"K03013.01",7.2005,-0.0002284,1.90015873999499,0.0544384236453202
"CANDIDATE",7347246,"K03014.01",7.0327,-0.0004359,2.13510060828249,0.142148148148148
"CANDIDATE",11403530,"K03015.01",7.1293,-7.189e-05,2.73227159817174,1.7398003992016
"FALSE POSITIVE",10617638,"K03016.01",6.5658,0.001161,1.75900772431277,-68.5039281705948
"CANDIDATE",12072872,"K03017.01",7.1595,5.669e-05,2.07167218452466,0.577532786885246
"FALSE POSITIVE",7906671,"K03018.01",7.1225,-0.001191,15.2622009353611,-39.738679245283
"CANDIDATE",8709688,"K03019.01",7.1141,-0.000147,1.46963375359125,-0.0642157598499062
"CANDIDATE",8709688,"K03019.02",7.0856,1.283e-05,1.67636803795712,0.257133928571429
"CANDIDATE",8241079,"K03020.01",7.258,-0.000155,3.32363815159376,-0.497190860215054
"FALSE POSITIVE",3348285,"K03021.01",7.2627,-0.00059,2.98907994525784,45.3223684210526
"CANDIDATE",11618601,"K03022.01",7.1168,-7.994e-05,2.07928366748207,-1.95584656084656
"CANDIDATE",11618601,"K03022.02",7.0986,-0.0001045,9.72779990416359,-0.311849593495935
"FALSE POSITIVE",7732285,"K03023.01",7.1858,-0.0001137,6.10415412801813,-3.48532608695652
"CANDIDATE",9716391,"K03025.01",7.0919,-0.0005586,2.23498180855691,-1.67610344827586
"CANDIDATE",6929841,"K03026.01",7.203,-0.0004535,1.41262486981711,0.572161172161172
"CANDIDATE",11137180,"K03027.01",7.324,0.0001855,1.67082025946997,-0.0365728744939271
"FALSE POSITIVE",9838804,"K03028.01",7.0729,-1.503e-05,1.35140673585496,2.3813880126183
"CANDIDATE",5903749,"K03029.01",7.2969,-0.0005862,7.48561093741334,0.165676646706587
"CANDIDATE",5903749,"K03029.02",7.3789,0.0001093,1.60202872102844,-0.333518518518519
"FALSE POSITIVE",5524881,"K03030.01",7.2019,0.0001253,1.4140834921015,-6.93209302325581
"CANDIDATE",6949898,"K03031.01",7.1192,-0.0002932,1.47523504659062,-0.92094616639478
"CANDIDATE",10585738,"K03032.01",6.86,0.0001234,1.65311901020736,-0.784869888475836
"FALSE POSITIVE",7186665,"K03033.01",7.1275,0.0003604,12.9394363346997,1.12727272727273
"CANDIDATE",2973386,"K03034.01",7.2173,-0.0003211,1.08276007832773,0.75560794044665
"FALSE POSITIVE",6388770,"K03035.01",7.487,4.863e-05,0.870652013061608,-3.2397137745975
"FALSE POSITIVE",5217891,"K03036.01",-1,-0.001302,20.4925993085448,6.02850971922246
"CANDIDATE",6593150,"K03037.01",7.1732,0.0001384,12.3319465265545,0.202955182072829
"CANDIDATE",8051946,"K03038.01",6.8948,-2.159e-05,2.170875585,-0.627363515312916
"CANDIDATE",5445681,"K03039.01",7.0566,4.869e-06,2.29573456260833,1.99644194756554
"CANDIDATE",6357290,"K03040.01",7.3317,-0.0001708,2.39422385179097,-1.41909959072306
"CANDIDATE",4072955,"K03041.01",7.1901,-3.338e-05,1.76986405074177,0.435812720848057
"CANDIDATE",8695311,"K03042.01",7.0889,0.0002818,3.05635940022718,0.322495726495726
"CANDIDATE",9834731,"K03043.01",7.0215,6.983e-05,1.76652243720596,-0.485504291845494
"FALSE POSITIVE",9153554,"K03044.01",6.4191,-0.001768,2.74406114152175,58.9737532808399
"CANDIDATE",5092266,"K03045.01",7.2466,0.0005104,2.47931643951177,0.146375262054507
"FALSE POSITIVE",9301506,"K03047.01",5.4427,-0.0004891,2.47419882781759,17.4591160220994
"CANDIDATE",9714550,"K03048.01",7.1467,5.117e-05,1.59350483447223,-0.567422680412371
"CANDIDATE",6263593,"K03049.01",7.185,-1.537e-05,9.2921321602955,-0.533422222222222
"CANDIDATE",5475042,"K03050.01",6.9925,-5.881e-05,1.41432874587837,-0.563114241001565
"CANDIDATE",8827575,"K03052.01",7.2041,3.406e-05,1.69853274325462,-3.77037837837838
"CANDIDATE",8827575,"K03052.02",7.2062,-0.0001814,2.61078486235355,0.315317991631799
"CANDIDATE",2716801,"K03053.01",7.1681,0.0005187,1.38648151357982,0.134915760869565
"CANDIDATE",2716801,"K03053.02",7.2071,-0.0004789,6.80090788938365,3.0422131147541
"FALSE POSITIVE",6461850,"K03054.01",6.9044,0.001767,1.01228970339973,-0.0575606469002695
"FALSE POSITIVE",7281454,"K03055.01",15.24,-5.314e-05,0.196824984470437,-0.92396878483835
"CANDIDATE",7216284,"K03056.01",7.0802,-0.0002745,1.89397137108769,-0.435610766045549
"CANDIDATE",3234843,"K03057.01",7.3012,0.002132,16.0901514508477,0.413803418803419
"CANDIDATE",3234843,"K03057.02",7.1703,-0.0001893,6.86857655198377,0.161708978328173
"FALSE POSITIVE",8192911,"K03058.01",7.2714,-0.0004881,10.8772695103108,6.47990196078431
"FALSE POSITIVE",10554967,"K03059.01",7.0868,0.001451,1.5999209217703,18.3819047619048
"CANDIDATE",11019987,"K03060.01",7.2953,-9.593e-06,3.6030577094293,3.71296296296296
"CANDIDATE",4857058,"K03061.01",7.258,-0.0002875,1.42468182394604,-1.23263427109974
"FALSE POSITIVE",4857058,"K03061.02",7.5192,0.000276,1.25260787362707,1.25827160493827
"FALSE POSITIVE",7613246,"K03062.01",6.8837,0.0003805,4.42580032498202,25.3033333333333
"CANDIDATE",10924562,"K03063.01",7.2377,0.0005388,2.46891353805614,0.938698060941828
"FALSE POSITIVE",9899505,"K03064.01",7.1088,0.0009121,1.49050135293451,2.52743362831858
"CANDIDATE",5040077,"K03065.01",6.8011,0.0001647,1.98714269743405,-0.268539622641509
"CANDIDATE",4067925,"K03066.01",7.1342,0.0002641,5.23823825009611,-1.26471428571429
"FALSE POSITIVE",4847782,"K03067.01",7.1279,-0.001138,1.64549772804669,0.178603448275862
"CANDIDATE",3230805,"K03068.01",7.2048,0.0003363,1.19982126711463,0.162444230769231
"CANDIDATE",3230805,"K03068.02",7.2566,0.000163,0.974962062648946,-0.492436882546652
"CANDIDATE",4676964,"K03069.01",7.0972,0.0001661,1.27714787140016,-0.408521739130435
"FALSE POSITIVE",6072593,"K03070.01",7.133,-0.002811,2.65542349179219,10.0579894179894
"CANDIDATE",5865654,"K03071.01",7.2984,-0.0002993,1.31546945913851,1.30797183098592
"FALSE POSITIVE",3219643,"K03072.01",7.1331,8.123e-05,0.308871291707822,-0.98609375
"CANDIDATE",8546542,"K03073.01",7.1982,0.0003517,1.2282544651735,-0.706065573770492
"FALSE POSITIVE",8197560,"K03074.01",6.9071,0.002164,9.950090015166,3.18609195402299
"CANDIDATE",3328080,"K03075.01",7.1628,4.926e-05,13.7931591309722,0.445733333333333
"CANDIDATE",2715695,"K03077.01",7.1641,-0.0007769,0.975841012618086,-0.292255384615385
"CANDIDATE",2715695,"K03077.02",7.0804,0.00131,1.45668051708154,1.62342541436464
"CANDIDATE",8430964,"K03078.01",7.0619,-4.383e-05,2.85257991235082,-0.375776470588235
"FALSE POSITIVE",3654719,"K03081.01",7.2828,0.00558,3.12444892802212,56.71
"FALSE POSITIVE",10619142,"K03082.01",7.2828,-0.0001273,4.95888756300124,-1.28049065420561
"CANDIDATE",7106173,"K03083.01",7.36,0.0001045,1.89874645101888,-0.353541666666667
"CANDIDATE",7106173,"K03083.02",7.2862,-7.952e-05,3.95363341696035,-1.19392857142857
"CANDIDATE",7106173,"K03083.03",7.2385,-9.081e-05,1.47924020514195,0.0175628272251309
"FALSE POSITIVE",3324986,"K03084.01",7.0273,4.101e-05,1.74526139645306,-3.55565610859729
"FALSE POSITIVE",11912932,"K03085.01",6.9034,-0.0001001,2.6135072566551,-0.383804511278195
"CANDIDATE",10749059,"K03086.01",7.8756,-0.0007383,12.1033840678358,0.401452658884565
"FALSE POSITIVE",9119568,"K03087.01",-1,0.001246,3.29965665290398,71.9301886792453
"FALSE POSITIVE",9119568,"K03087.02",-1,-0.0004981,0.218902166937627,-3.052
"CANDIDATE",9020114,"K03088.01",7.0503,-0.0001598,1.30760037982879,1.36408026755853
"CANDIDATE",7668416,"K03089.01",6.9068,-0.0004119,2.75943512900077,-0.363247344461305
"CANDIDATE",6609270,"K03090.01",7.1338,-0.0001711,1.34022254303615,0
"FALSE POSITIVE",6609270,"K03090.02",7.2119,-0.0002321,2.04251140269231,0
"CANDIDATE",12406807,"K03091.01",7.1602,-0.0002251,3.60531714346703,2.99420289855072
"CANDIDATE",12406807,"K03091.02",7.1759,-4.843e-05,1.62405505372729,-0.169111111111111
"FALSE POSITIVE",8046689,"K03092.01",7.1911,0.03287,10.8981298060632,0
"CANDIDATE",5096590,"K03093.01",7.2491,0.0001261,12.5537295582109,0.946433734939759
"CANDIDATE",12352520,"K03094.01",7.2458,-0.001467,1.91596912954964,-2.29692015209125
"CANDIDATE",9650989,"K03095.01",7.2116,0.0002244,1.8314322451872,0.644623655913979
"CANDIDATE",7455981,"K03096.01",7.0928,7.253e-05,17.054644887308,1.71170068027211
"CANDIDATE",7582689,"K03097.01",7.3907,3.224e-05,3.31757654245111,-0.0417054794520548
"CANDIDATE",7582689,"K03097.02",7.4006,-5.104e-05,2.7995514994769,0.900691244239631
"CANDIDATE",7582689,"K03097.03",7.3227,-4.614e-05,2.56981013312165,1.93051519154557
"FALSE POSITIVE",9959589,"K03098.01",6.1669,-0.0009051,4.47455927439807,-0.899474605954466
"FALSE POSITIVE",5124254,"K03099.01",7.2737,-0.0003052,1.22287848311141,-19.0475694444444
"FALSE POSITIVE",7107561,"K03100.01",7.405,-0.000641,3.84768929855111,76.3826923076923
"CANDIDATE",11508644,"K03101.01",7.2029,-7.646e-05,3.7490387375995,-0.267183844011142
"CANDIDATE",11518201,"K03104.01",7.0648,-0.0001188,1.97024189526083,-0.18495145631068
"CANDIDATE",12168993,"K03105.01",7.0891,0.0002825,1.37138108167087,1.40384466019417
"CANDIDATE",8895758,"K03106.01",6.8774,7.976e-05,1.50313751115514,-1.26610544217687
"FALSE POSITIVE",10031500,"K03107.01",7.178,-0.0005927,1.66137835123121,0
"CANDIDATE",3756264,"K03108.01",7.1546,-0.0004958,1.86411307877128,0.285382716049383
"CANDIDATE",11572193,"K03109.01",7.0807,1.236e-05,5.00531924759633,1.17295165394402
"CANDIDATE",11285870,"K03110.01",7.1075,-4.027e-05,1.42352745901573,0.62962486602358
"CANDIDATE",8581240,"K03111.01",7.1731,5.707e-05,2.3679920868254,-0.107234979973298
"CANDIDATE",8581240,"K03111.02",7.1819,5.892e-05,2.08481207786507,0.980934466019417
"CANDIDATE",7022573,"K03112.01",7.1529,-4.369e-05,1.2281770159,-6.58298755186722
"CANDIDATE",7676423,"K03113.01",7.3387,0.0001903,4.24366572943654,1.58842741935484
"CANDIDATE",9288237,"K03114.01",7.394,8.568e-07,4.64630325252286,1.0008734939759
"CANDIDATE",11714231,"K03115.01",7.1817,5.168e-05,3.48406607133506,-0.241073878627968
"CANDIDATE",11720424,"K03116.01",7.0941,0.0002472,4.40676880558382,0.500783216783217
"CANDIDATE",6523351,"K03117.01",7.21,-2.257e-05,2.01784599022827,-0.155331230283912
"CANDIDATE",5551672,"K03119.01",7.04,0.0001184,3.96779761731397,2.00338541666667
"CANDIDATE",11499192,"K03120.01",7.0852,0.0002278,1.97376558912311,0.89635593220339
"FALSE POSITIVE",10934313,"K03121.01",7.2193,-0.000803,1.81515464312926,6.37233333333333
"CANDIDATE",12416661,"K03122.01",7.2981,2.033e-06,3.29371605217414,-1.14508116883117
"CANDIDATE",8197793,"K03123.01",7.1945,-1.866e-05,2.99452721040957,-0.052079766536965
"FALSE POSITIVE",4076976,"K03124.01",7.4296,0.002633,0.460272445334356,4.61638733705773
"CANDIDATE",8751796,"K03125.01",7.2592,2.695e-05,3.89341361634466,2.15255192878338
"FALSE POSITIVE",7097534,"K03126.01",7.243,6.121e-05,4.15061114329584,-0.702894168466523
"CANDIDATE",9907129,"K03127.01",7.1842,-0.0001309,5.30349036497645,0.414413461538462
"CANDIDATE",7609674,"K03128.01",7.1993,-6.947e-05,3.32876506919391,-0.180963636363636
"FALSE POSITIVE",6964159,"K03129.01",7.2899,0.0003893,3.02048956905711,-11.039852398524
"CANDIDATE",10252275,"K03130.01",7.2125,-1.56e-06,1.78614936558602,-1.71040462427746
"CANDIDATE",10252275,"K03130.02",7.3357,-0.0001317,1.31340645137915,-0.46615866388309
"CANDIDATE",11455181,"K03131.01",7.0753,-1.142e-05,3.14914568874725,-0.000396094527363184
"FALSE POSITIVE",9541295,"K03132.01",6.2368,1.657e-05,1.28151929505257,-1.05604026845638
"FALSE POSITIVE",6115516,"K03134.01",6.7992,0.0003222,3.12567003500461,6.7900390625
"FALSE POSITIVE",9899352,"K03135.01",6.9024,-0.0005505,3.69884897162348,1.23498591549296
"CANDIDATE",6945786,"K03136.01",7.1575,-0.0003001,1.29707020879209,0.107413978494624
"CANDIDATE",9758032,"K03137.01",7.1371,1.334e-05,0.433407798890264,1.21067226890756
"CANDIDATE",6444896,"K03138.01",7.2226,-0.001399,0.829347825624455,-0.19313125
"FALSE POSITIVE",6444896,"K03138.02",7.2239,-0.001512,0.495772780120981,0.540243309002433
"CANDIDATE",5978170,"K03140.01",7.1691,-0.0001288,2.34071789614767,1.1028
"CANDIDATE",5440317,"K03141.01",7.1899,5.157e-05,1.29437114984899,-2.40369230769231
"CANDIDATE",3752110,"K03142.01",7.074,-0.001039,3.41174268717848,-1.34352078239609
"CANDIDATE",5688790,"K03144.01",7.2877,0.001515,7.35001506892463,-1.04741758241758
"CANDIDATE",1717722,"K03145.01",7.4446,0.005408,1.54025163825242,-21.7697368421053
"CANDIDATE",1717722,"K03145.02",7.0966,1.815e-05,1.73947559837314,-6.02715517241379
"CANDIDATE",10908248,"K03146.01",7.7655,-8.818e-05,3.40700125799488,2.14642313546423
"CANDIDATE",7534267,"K03147.01",7.3168,-0.0003381,3.42010195894566,0.761489028213166
"FALSE POSITIVE",10611420,"K03148.01",7.1438,-0.001324,1.18877144870629,1.12981060606061
"FALSE POSITIVE",6504534,"K03152.01",7.6682,0.0006254,34.9090347011833,-0.0215813609467456
"FALSE POSITIVE",6307062,"K03153.01",-1,0.8138,-0.5,-0.0168275862068966
"FALSE POSITIVE",5217733,"K03155.01",12.402,0.05474,462.520378678226,1.00448362720403
"CANDIDATE",4150611,"K03156.01",-1,0,9.00518206190885,-5.25612903225806
"FALSE POSITIVE",4150611,"K03156.02",-1,0,8.95457920302076,-5.34163398692811
"FALSE POSITIVE",4150611,"K03156.03",-1,0,337.063771808297,-5.36681034482759
"FALSE POSITIVE",4150611,"K03156.04",-1,0,23.6151550450754,-0.266209090909091
"FALSE POSITIVE",8738244,"K03157.01",5.2856,-0.0001182,0.832620030165451,-3.77122699386503
"CANDIDATE",6278762,"K03158.01",-1,-0.0001227,5.451711571382,-0.232577181208054
"CANDIDATE",6278762,"K03158.02",-1,-1.926e-05,5.97992285178088,-4.32107382550336
"CANDIDATE",6278762,"K03158.03",-1,-1.088e-05,5.54613912629276,-1.81246835443038
"CANDIDATE",6278762,"K03158.04",-1,3.62e-05,5.30750315778296,1.18081447963801
"CANDIDATE",6278762,"K03158.05",-1,1.629e-05,-0.0097638012,-2.90012875536481
"FALSE POSITIVE",5200084,"K03159.01",8.2063,2.39e-05,8.93921270705736,0.47371875
"FALSE POSITIVE",2696703,"K03161.01",4.1595,0.001521,10.5298537442387,-3.39145299145299
"FALSE POSITIVE",9752973,"K03162.01",-1,-0.000616,20.5142845764028,-15.2441988950276
"CANDIDATE",9579208,"K03165.01",7.4798,3.385e-07,7.35880321198135,-0.739582463465553
"FALSE POSITIVE",12255382,"K03167.01",8.1394,7.412e-05,5.39821692825086,38.4794326241135
"CANDIDATE",4450844,"K03168.01",7.6779,5.912e-05,3.33610796486931,-3.81847328244275
"FALSE POSITIVE",3337061,"K03172.01",7.309,-0.0005202,2.1347316936365,14.9164473684211
"FALSE POSITIVE",7115661,"K03174.01",6.5192,0,0.00340292535325074,0.110779507133593
"FALSE POSITIVE",4909707,"K03175.01",-1,0,40.9024690379064,4.01761194029851
"CANDIDATE",6153407,"K03179.01",7.4064,-0.0001748,3.29399735131418,0.446374100719425
"CANDIDATE",4735826,"K03184.01",7.5425,-9.684e-06,4.36276648188997,-0.497741666666667
"FALSE POSITIVE",3240406,"K03185.01",7.5024,8.421e-06,10.3223646583458,-2.89515859766277
"FALSE POSITIVE",4663658,"K03187.01",11.574,0,1.42462412618917,-2.76620825147348
"FALSE POSITIVE",7457278,"K03188.01",6.9961,5.168e-05,7.89066038406198,-2.143
"CANDIDATE",5985713,"K03190.01",7.2268,-9.919e-05,2.46242862905171,-1.7596062992126
"CANDIDATE",10467815,"K03191.02",9.8788,-7.582e-05,3.1141739368755,-0.044378021978022
"FALSE POSITIVE",7430876,"K03193.01",7.131,0.00455,0.653205527703761,2.40692307692308
"CANDIDATE",12004971,"K03194.01",7.3685,-1.006e-05,5.49798643018448,0.18118533604888
"CANDIDATE",9002538,"K03196.01",7.3545,2.576e-05,3.59533019963599,0.481146095717884
"CANDIDATE",9002538,"K03196.02",7.3335,-6.882e-06,2.96734056285902,0.0489312714776632
"CANDIDATE",8443527,"K03197.01",7.8427,-2.558e-05,4.59676771740207,1.80356132075472
"FALSE POSITIVE",5482603,"K03199.01",7.4738,-0.001181,2.11341471113554,145.118421052632
"CANDIDATE",4262040,"K03202.01",7.439,9.633e-05,2.40696329015212,-3.32750511247444
"CANDIDATE",3122872,"K03203.01",7.5571,-0.0001093,9.6133656088088,1.37240061162079
"FALSE POSITIVE",9959494,"K03205.01",8.0018,-3.024e-05,5.49993917064072,-0.392896935933148
"CANDIDATE",5612697,"K03206.01",7.1835,-0.0002886,4.9713157946411,-0.465442708333333
"FALSE POSITIVE",9518710,"K03207.01",9.5333,-6.663e-06,2.59392844975487,1.33065088757396
"CANDIDATE",10155029,"K03208.01",7.4031,-6.428e-05,4.32810163060711,0.617794759825327
"CANDIDATE",7017274,"K03209.01",7.7057,2.942e-05,11.5958698089497,1.52117166212534
"CANDIDATE",7017274,"K03209.02",7.767,6.731e-06,6.72831784377728,2.25879765395894
"FALSE POSITIVE",7293937,"K03211.01",7.4373,0,7.38096021647,204.943502824859
"FALSE POSITIVE",4927734,"K03212.01",-1,0,0.71532367733719,-16.1874163319946
"FALSE POSITIVE",5398002,"K03213.01",6.9866,-1.073e-05,2.62097340509063,1.0459011627907
"CANDIDATE",7983117,"K03214.01",7.3772,1.181e-05,6.67934495229907,0.166973180076628
"CANDIDATE",7983117,"K03214.02",7.3631,-0.0001307,5.07343229573293,-0.234792079207921
"FALSE POSITIVE",3342952,"K03215.01",7.5178,0.0001021,3.09658089555802,30.5979452054795
"FALSE POSITIVE",10338279,"K03216.01",8.639,2.423e-06,13.9140436382229,0.0786893939393939
"FALSE POSITIVE",2573108,"K03217.01",-1,-1.428e-05,5.14588052544828,-0.353
"FALSE POSITIVE",10191036,"K03218.01",7.9737,5.733e-05,4.97823739622764,-1.17609756097561
"FALSE POSITIVE",7985733,"K03219.01",7.4802,0.0002686,3.80802775835762,106.074074074074
"CANDIDATE",11189311,"K03220.01",7.3672,-3.079e-05,21.6069899584678,1.39579766536965
"FALSE POSITIVE",6956136,"K03221.01",7.3216,-4.854e-05,1.6357126516934,0.802505353319058
"FALSE POSITIVE",5556726,"K03223.01",8.6457,-4.93e-06,2.71444027326516,-6.85084745762712
"CANDIDATE",10384298,"K03224.01",7.3427,6.912e-06,3.26236212037341,-0.216888888888889
"CANDIDATE",3109550,"K03225.01",7.2658,4.914e-05,3.65378709439959,-1.35509049773756
"CANDIDATE",5544450,"K03226.01",7.4955,7.557e-05,7.97736196805579,0.892051835853132
"CANDIDATE",5544450,"K03226.02",7.5901,3.034e-05,5.97405086769278,-0.485982658959538
"FALSE POSITIVE",8975368,"K03227.01",7.3202,1.504e-05,2.91745437719153,12.2304582210243
"FALSE POSITIVE",5307990,"K03228.01",7.0725,0.0003331,8.64293776922069,-119.368821292776
"FALSE POSITIVE",9291039,"K03230.01",7.8172,0,3.19364600434298,2.68799227799228
"FALSE POSITIVE",9291039,"K03230.02",7.8078,0,0.296529182958892,2.21421052631579
"FALSE POSITIVE",10489539,"K03231.01",7.2059,0.0007919,13.0802863550235,6.38361904761905
"CANDIDATE",9569711,"K03232.01",7.3396,-5.829e-05,4.96967285032716,0.555277777777778
"CANDIDATE",10057494,"K03234.01",7.1321,2.698e-05,4.45191290963699,1.84707070707071
"CANDIDATE",7902003,"K03236.01",7.1398,2.066e-06,3.13012628434796,2.04434180138568
"CANDIDATE",6587796,"K03237.01",8.7323,3.545e-05,18.7603537093359,-0.141302521008403
"FALSE POSITIVE",9489953,"K03238.01",7.3005,9.696e-05,2.90370288384774,-0.137619718309859
"FALSE POSITIVE",5305240,"K03239.01",7.404,0.0005006,4.32981264074,13.3320413436693
"FALSE POSITIVE",6206559,"K03240.01",7.419,0,3.88757104283984,-4.00392857142857
"FALSE POSITIVE",9532117,"K03241.01",7.2763,-0.001693,2.56777505477121,-18.4327217125382
"FALSE POSITIVE",6928906,"K03242.01",-1,-2.525e-06,1.36845139263093,0
"FALSE POSITIVE",9821151,"K03243.01",7.3438,0,4.20647241086531,3.1815834767642
"FALSE POSITIVE",6850665,"K03244.01",7.8913,-1.169e-05,2.60723694102051,1.72833333333333
"CANDIDATE",8073705,"K03245.01",7.4832,3.45e-05,3.48352172549681,1.25355400696864
"CANDIDATE",9885417,"K03246.01",7.4766,1.175e-07,5.52210291289501,-0.706344827586207
"FALSE POSITIVE",3336476,"K03247.01",7.1168,-1.98e-05,8.12251446768451,-3.09335727109515
"CANDIDATE",10917433,"K03248.01",7.2559,-4.293e-06,2.60399812461741,-3.35074468085106
"FALSE POSITIVE",9083564,"K03249.01",7.4625,8.642e-05,2.49317199931014,0.288701298701299
"FALSE POSITIVE",7335713,"K03250.01",7.9302,0.0001408,1.87188309410802,-17.3610208816705
"FALSE POSITIVE",2707985,"K03253.01",7.3939,-1.155e-05,5.60581809857948,0.799498432601881
"FALSE POSITIVE",9899141,"K03254.01",7.4836,-4.635e-05,5.33027546116906,0.628353846153846
"CANDIDATE",8183288,"K03255.01",8.1007,-7.726e-05,5.63925429371947,-0.524922535211268
"FALSE POSITIVE",10420301,"K03257.01",7.6493,0.1311,1.60131907669822,0
"CANDIDATE",4366323,"K03258.01",7.1574,-0.0003314,1.49351554482092,-1.60098360655738
"CANDIDATE",2853029,"K03259.01",7.2094,0.0006102,1.32863032067266,1.06728782287823
"CANDIDATE",12156174,"K03260.01",7.089,-0.0001274,3.96433733871678,-0.266685121107266
"CANDIDATE",12055539,"K03261.01",7.2616,-0.0002291,6.00766173985491,-4.02233502538071
"CANDIDATE",12056139,"K03262.01",7.2819,0.0003536,4.58615796260305,-1.58674242424242
"CANDIDATE",11853130,"K03263.01",7.2653,0.001496,56.0752719708761,-0.146739427012278
"CANDIDATE",9345933,"K03264.01",7.1693,-0.0002817,2.0516203350169,0.237399267399267
"FALSE POSITIVE",10030778,"K03265.01",7.0506,-0.01027,2.89511562985959,23.8981612446959
"CANDIDATE",8826007,"K03266.01",7.1461,0.0001949,5.96102476724417,-0.0550857142857143
"CANDIDATE",8620402,"K03267.01",7.2998,-0.0003466,3.2141756922613,2.2602088772846
"CANDIDATE",8379021,"K03268.01",7.2443,-0.0003888,0.472445251957818,-0.846
"FALSE POSITIVE",8104030,"K03269.01",7.194,0.004665,4.68276297156711,-1.12954264524104
"FALSE POSITIVE",6612327,"K03270.01",7.4077,0.04346,1.34052546337917,0
