"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_prao"
"CANDIDATE",3425851,"K00268.01",227.7,102.3,1043,473,0,0.000119
"CANDIDATE",7670943,"K00269.01",197.9,119.6,1023,901,4.434,0
"CANDIDATE",6528464,"K00270.01",253.3,168.6,1337,918,1.562,-3.269e-05
"CANDIDATE",6528464,"K00270.02",135.1,108.7,806,661,-2.157,-6.429e-05
"CANDIDATE",9451706,"K00271.01",300.9,184.2,1272,698,4.411,-0.0002136
"CANDIDATE",9451706,"K00271.02",185.5,83.34,603.7,590,4.594,-0.000242
"CANDIDATE",9451706,"K00271.03",133.5,124,803.7,884,3.336,-7.829e-05
"FALSE POSITIVE",5716763,"K00272.01",2190,3216,19510,2790,13.84,2.496e-06
"CANDIDATE",3102384,"K00273.01",621,420.8,812.8,845,6.193,9.328e-05
"CANDIDATE",8077137,"K00274.01",107.6,107.2,959.5,968,5.311,7.527e-07
"CANDIDATE",8077137,"K00274.02",64.42,85.12,627.3,844,4.352,-1.107e-05
"CANDIDATE",10586004,"K00275.01",269.4,85.8,1070,910,4.515,-1.299e-05
"CANDIDATE",10586004,"K00275.02",51.69,61.54,372.7,525,5.309,-3.616e-05
"CANDIDATE",11133306,"K00276.01",724.7,90.32,500.6,585,4.014,0.0002025
"CANDIDATE",11401755,"K00277.01",978.7,372.4,7285,927,14.6,-8.509e-06
"CANDIDATE",11401755,"K00277.02",109.9,159.6,1536,977,-1.02,-2.489e-05
"CANDIDATE",12314973,"K00279.01",2086,407,3055,769,20.84,3.175e-05
"CANDIDATE",12314973,"K00279.02",198.6,166.2,1102,944,4.379,-3.356e-05
"CANDIDATE",12314973,"K00279.03",169.3,151.9,1814,1200,3.278,-7.683e-06
"CANDIDATE",4141376,"K00280.01",1240,534.6,1387,864,13.27,5.744e-06
"CANDIDATE",4143755,"K00281.01",687,176.8,1228,797,4.563,1.187e-05
"CANDIDATE",5088536,"K00282.01",1483,352.5,1241,663,10.38,2.016e-05
"CANDIDATE",5088536,"K00282.02",208,167,1178,983,0.01501,-2.189e-05
"CANDIDATE",5088536,"K00282.03",24.51,23.68,71.36,451,-0.07395,-2.686e-05
"CANDIDATE",5695396,"K00283.01",766,445.9,1248,718,8.034,4.58e-05
"CANDIDATE",5695396,"K00283.02",55.36,59.03,491.9,616,-0.69,1.704e-05
"CANDIDATE",6021275,"K00284.01",301.9,238.1,1546,1070,2.732,-0.0001089
"CANDIDATE",6021275,"K00284.02",164.5,149.8,935.2,758,0.746,-1.598e-05
"CANDIDATE",6021275,"K00284.03",259.2,186.9,1320,1080,5.29,6.599e-05
"CANDIDATE",6021275,"K00284.04",15.85,2.875,60.93,414,1.461,-5.894e-05
"CANDIDATE",6196457,"K00285.01",1075,330.7,1406,975,8.736,-4.106e-07
"CANDIDATE",6196457,"K00285.02",170.6,109.9,990.8,782,1.465,-5.984e-05
"CANDIDATE",6196457,"K00285.03",53.66,18.03,574.7,637,-0.6502,-1.481e-05
"FALSE POSITIVE",8258171,"K00286.01",221.9,207.5,1044,1360,46.07,0.001145
"FALSE POSITIVE",8703887,"K00287.01",68930,43940,61010,1290,274,-0.001949
"CANDIDATE",9592705,"K00288.01",457.3,275.5,1565,1210,2.145,4.905e-05
"CANDIDATE",10386922,"K00289.01",1564,520.8,765.9,332,11.98,-0.0002362
"CANDIDATE",10386922,"K00289.02",501.1,76.51,787.5,743,9.293,-1.643e-05
"FALSE POSITIVE",10488450,"K00290.01",555.1,1008,2558,1860,67.07,0.002038
"CANDIDATE",10933561,"K00291.01",216.6,32.41,513.9,663,3.942,-0.0001865
"CANDIDATE",10933561,"K00291.02",164.4,133,621.2,1040,2.397,-5.756e-05
"CANDIDATE",11075737,"K00292.01",744.5,555.7,2428,1330,3.272,5.944e-05
"FALSE POSITIVE",11200415,"K00293.01",331.9,406.2,2040,1590,71.74,0.002338
"CANDIDATE",11259686,"K00294.01",193.5,40.54,519.7,652,3.059,0.0001423
"CANDIDATE",11547513,"K00295.01",632.5,416.3,1684,1110,5.364,7.602e-06
"CANDIDATE",11547513,"K00295.02",128.4,89.65,502,892,3.551,0.0001061
"CANDIDATE",11802615,"K00296.01",290.1,67.76,524.8,623,2.976,-0.0001265
"CANDIDATE",11905011,"K00297.01",298.7,213.3,1328,1250,4.419,1.076e-05
"CANDIDATE",12785320,"K00298.01",149.4,118.2,475.7,564,0.9316,-0.0001458
"CANDIDATE",12785320,"K00298.02",46.93,29.4,201.7,397,2.975,-1.679e-05
"CANDIDATE",2692377,"K00299.01",1082,1389,6610,1590,12.12,5.064e-05
"FALSE POSITIVE",3438975,"K00300.01",632.9,706.8,5251,1740,40.07,-0.0004526
"CANDIDATE",3642289,"K00301.01",526.5,303,1926,1210,5.136,-3.939e-05
"CANDIDATE",3642289,"K00301.02",131.5,118.7,1093,975,4.904,-0.0001436
"CANDIDATE",3662838,"K00302.01",405.1,107.1,1175,1100,16.12,0.0001101
"CANDIDATE",5966322,"K00303.01",498.9,56.01,390.2,467,5.726,-0.0001004
"CANDIDATE",6029239,"K00304.01",1157,434.4,1150,839,18.05,6.307e-05
"CANDIDATE",6029239,"K00304.02",230.1,224.9,1177,970,-1.359,-2.715e-05
"CANDIDATE",6063220,"K00305.01",892,422.4,2000,810,11.35,0.0001683
"CANDIDATE",6071903,"K00306.01",374.2,144.3,477,532,7.308,4.88e-05
"CANDIDATE",6289257,"K00307.01",159.1,96.03,588.3,711,3.865,-3.859e-05
"CANDIDATE",6289257,"K00307.02",326.7,274.6,1947,1110,6.18,-0.0001391
"CANDIDATE",6291837,"K00308.01",338,113.8,1219,646,8.177,0.0001206
"FALSE POSITIVE",7024222,"K00309.01",839.9,1281,3908,1080,58.69,-0.001019
"CANDIDATE",7050989,"K00312.01",376.5,158.2,862.4,951,7.776,-5.483e-07
"CANDIDATE",7050989,"K00312.02",245.6,186,782.4,847,10.53,-7.669e-05
"CANDIDATE",7419318,"K00313.01",477.2,166.9,721.2,569,10.61,3.233e-05
"CANDIDATE",7419318,"K00313.02",515.1,240.8,1257,742,12.3,3.494e-05
"CANDIDATE",7603200,"K00314.01",1016,269.4,973.2,402,9.247,-8.085e-05
"CANDIDATE",7603200,"K00314.02",320.9,125.4,957,338,6.366,3.272e-05
"CANDIDATE",7603200,"K00314.03",136.6,117.1,556.9,443,2.964,5.394e-05
"CANDIDATE",7700622,"K00315.01",445.6,387.6,4583,408,3.241,4.738e-05
"CANDIDATE",8008067,"K00316.01",719.9,280.5,1310,752,8.079,-2.066e-05
"CANDIDATE",8008067,"K00316.02",96.25,39.03,175.7,350,3.309,-0.0004604
"CANDIDATE",8008067,"K00316.03",290.2,261.3,795.1,972,0.6009,-7.572e-05
"CANDIDATE",8121310,"K00317.01",288.1,174,1003,803,9.946,-5.759e-05
"CANDIDATE",8121310,"K00317.02",115,122.5,1494,1000,0.153,1.465e-05
"CANDIDATE",8156120,"K00318.01",253.4,155.6,2289,761,12.9,0
"CANDIDATE",8684730,"K00319.01",3823,822.1,1899,703,9.598,-0.0001425
"FALSE POSITIVE",8700558,"K00320.01",484.7,397.2,1574,1250,12.45,0.0002491
"CANDIDATE",8753657,"K00321.01",1006,747.5,3513,1300,6.068,-2.435e-05
"CANDIDATE",8753657,"K00321.02",282.2,323.7,2177,1050,2.434,-2.082e-05
"FALSE POSITIVE",8948424,"K00322.01",4509,2209,4407,1010,17.64,-0.03629
"CANDIDATE",9139084,"K00323.01",870.6,418.2,1272,884,9.421,-8.512e-05
"FALSE POSITIVE",9641041,"K00324.01",824.4,1229,3750,1870,80.16,-6.577e-06
"FALSE POSITIVE",9724984,"K00325.01",635.4,1377,2047,1200,302.1,-0.02528
"CANDIDATE",9880467,"K00326.01",287.7,198.5,943.3,2260,2.563,-0.002696
"CANDIDATE",9880467,"K00326.02",20.83,5.117,173.4,986,-0.1047,-0.002291
"CANDIDATE",9881662,"K00327.01",607,533.2,3424,1300,0.8966,-4.876e-05
"CANDIDATE",9881662,"K00327.02",31.34,14.42,245.4,428,-1.992,-0.000157
"FALSE POSITIVE",9895004,"K00328.01",1785,1292,4941,1490,33.95,0.0004848
"FALSE POSITIVE",10031885,"K00329.01",230.4,295.6,1818,882,56.82,-0.0001957
"CANDIDATE",11361646,"K00330.01",320.5,213.1,1963,974,3.988,7.85e-05
"CANDIDATE",11361646,"K00330.02",646.7,658.4,4633,1570,2.998,-4.707e-05
"CANDIDATE",10285631,"K00331.01",185.9,126.4,793.4,832,2.631,-3.893e-05
"CANDIDATE",10285631,"K00331.02",97.4,94.28,315.1,1010,-0.5748,-6.326e-05
"CANDIDATE",10290666,"K00332.01",490.4,305.9,1667,1100,7.621,2.787e-05
"CANDIDATE",10290666,"K00332.02",144.5,159.8,1440,1020,1.57,-2.311e-05
"CANDIDATE",10337258,"K00333.01",210.6,185.8,1289,1160,6.548,-2.066e-05
"FALSE POSITIVE",10383687,"K00334.01",210.1,2131,2971,970,110.8,-0.009879
"FALSE POSITIVE",10470206,"K00335.01",609.6,93.82,612.9,708,6.361,-0.0006504
"FALSE POSITIVE",10518725,"K00336.01",87.14,279,810.8,1200,48.87,-0.003453
"CANDIDATE",10545066,"K00337.01",132.7,109.8,613.3,708,3.352,0.0001394
"CANDIDATE",10552611,"K00338.01",300.6,162.1,986.2,739,6.114,0.0001924
"CANDIDATE",10552611,"K00338.02",336.5,350.7,1906,969,5.937,1.059e-05
"CANDIDATE",10587105,"K00339.01",812.1,636,3416,1660,1.173,-2.879e-05
"CANDIDATE",10587105,"K00339.02",145.6,86.06,592.1,892,1.505,-3.223e-05
"CANDIDATE",10587105,"K00339.03",48.83,26.27,325.7,633,3.162,0.0003192
"FALSE POSITIVE",10616571,"K00340.01",22240,38190,55510,676,-6.433,0.0007737
"CANDIDATE",10878263,"K00341.01",913.3,324.5,1433,890,9.501,-6.802e-05
"CANDIDATE",10878263,"K00341.02",349.8,292.6,1082,1020,1.572,2.113e-05
"CANDIDATE",10982872,"K00343.01",1103,549.3,2457,1200,9.678,0.0001001
"CANDIDATE",10982872,"K00343.02",970.9,692.6,3710,1600,8.783,1.018e-05
"CANDIDATE",10982872,"K00343.03",38.19,18.46,263.9,582,2.626,-1.067e-05
"CANDIDATE",11015108,"K00344.01",716.5,288.9,933,489,10.31,0.000245
"CANDIDATE",11074541,"K00345.01",870.6,258.1,1037,453,8.355,-0.0001581
"CANDIDATE",11100383,"K00346.01",498.8,187.5,690,620,7.047,8.93e-05
"CANDIDATE",11189127,"K00347.01",185800,51660,220600,1460,110.7,-0.001346
"CANDIDATE",11194032,"K00348.01",1371,216.6,1072,423,16.51,0.0001175
"CANDIDATE",11394027,"K00349.01",345.4,181.7,587.3,776,3.63,0.0002986
"CANDIDATE",11395587,"K00350.01",158.4,130.6,856.2,791,4.791,1.289e-05
"CANDIDATE",11442793,"K00351.01",4617,16.25,1654,294,22.03,-9.382e-05
"CANDIDATE",11442793,"K00351.02",704.4,4002,5555,342,6.836,0.000318
"CANDIDATE",11442793,"K00351.03",84.58,16.79,273.9,520,6.414,0.0001073
"CANDIDATE",11442793,"K00351.04",58.98,17.27,238.8,450,2.104,0.0003952
"CANDIDATE",11442793,"K00351.05",34.12,10.39,135.4,407,2.485,-0.0003696
"CANDIDATE",11442793,"K00351.06",172.5,160.7,1569,1060,3.906,-1.482e-05
"CANDIDATE",11442793,"K00351.07",121.2,152.1,1050,988,1.148,7.217e-05
"CANDIDATE",11521793,"K00352.01",172.4,82.85,615.9,703,2.357,9.955e-05
"CANDIDATE",11521793,"K00352.02",94.98,79.34,430,838,4.263,1.667e-05
"CANDIDATE",11566064,"K00353.01",405.9,3.307,334.1,458,21.77,5.828e-05
"CANDIDATE",11566064,"K00353.02",56.31,41.77,513.4,781,5.995,-7.813e-05
"CANDIDATE",11566064,"K00353.03",116,119,1162,1090,2.781,4.612e-05
"CANDIDATE",11568987,"K00354.01",328,191.3,1272,721,8.447,0.0003316
"CANDIDATE",11568987,"K00354.02",201.3,207.5,1463,933,2.586,0.0001345
"CANDIDATE",11621223,"K00355.01",751.5,457.9,2080,1250,13,2.227e-05
"CANDIDATE",11624249,"K00356.01",6280,2221,6558,1880,26.91,-0.0002533
"FALSE POSITIVE",12017140,"K00358.01",859300,128100,502900,762,173,0.01172
"FALSE POSITIVE",12106929,"K00359.01",398.7,289.6,1757,894,54.46,0.000141
"FALSE POSITIVE",12107021,"K00360.01",197,197.7,990.8,1060,32.84,0.0004892
"CANDIDATE",12404954,"K00361.01",544.9,487.6,3099,1180,3.797,-5.572e-06
"FALSE POSITIVE",1571511,"K00362.01",435000,32450,109800,810,338.7,-0.0001189
"FALSE POSITIVE",2438070,"K00363.01",1638,11240,15490,1590,107.6,0.001051
"CANDIDATE",11623629,"K00365.01",537.4,346.3,792.6,385,5.686,-4.573e-05
"CANDIDATE",3545478,"K00366.01",3921,2563,5552,777,50.53,3.21e-05
"CANDIDATE",4815520,"K00367.01",6180,178.6,1591,570,20.54,-0.0001202
"FALSE POSITIVE",6603043,"K00368.01",217300,93.6,19890,761,35.73,8.958e-05
"CANDIDATE",7175184,"K00369.01",320.2,297.4,1246,1250,2.666,-5.281e-05
"CANDIDATE",7175184,"K00369.02",190.3,131.5,796.6,1050,2.325,-4.505e-05
"CANDIDATE",8494142,"K00370.01",403.2,120.9,821,709,3.128,2.041e-05
"CANDIDATE",8494142,"K00370.02",108.7,54.23,582.2,873,0.9801,5.998e-05
"FALSE POSITIVE",5652983,"K00371.01",149,3.538,72.73,339,6.867,-0.0006377
"CANDIDATE",6471021,"K00372.01",657.9,2652,3083,388,23.47,-0.0004787
"CANDIDATE",7364176,"K00373.01",306,63.86,266.4,345,0.2327,-8.884e-05
"CANDIDATE",8686097,"K00374.01",512.9,12.52,322.3,355,1.785,0.0002383
"FALSE POSITIVE",12643589,"K00376.01",682.5,2763,3487,624,106.7,0.05866
"FALSE POSITIVE",12643589,"K00376.02",1036,1356,4305,1970,33.24,-0.001228
"CANDIDATE",3323887,"K00377.01",2193,32020,53850,662,38.72,-0.0001787
"FALSE POSITIVE",2449074,"K00378.01",341.7,977.6,2928,1420,105.7,-0.0108
"FALSE POSITIVE",2446113,"K00379.01",351.5,270.1,1345,1260,4.85,-0.0002371
"CANDIDATE",2446113,"K00379.02",61.48,43.24,324.4,837,6.791,-0.0002301
"FALSE POSITIVE",2452450,"K00380.01",857.6,5787,7583,1200,120.2,0.008287
"FALSE POSITIVE",3230578,"K00381.01",3194,1395,4459,1350,23.91,-4.711e-05
"FALSE POSITIVE",3231137,"K00382.01",750.8,4203,6038,1250,208.1,0.02247
"CANDIDATE",3353050,"K00384.01",361.1,245.4,2449,1670,5.957,2.317e-05
"CANDIDATE",3446746,"K00385.01",202.1,117.7,712,698,4.889,0.0001276
"CANDIDATE",3656121,"K00386.01",351.7,51.33,503.5,639,10.07,-0.0004808
"CANDIDATE",3656121,"K00386.02",74.15,33.64,284.8,473,3.635,0.0001593
"CANDIDATE",3733628,"K00387.01",1040,245.1,1226,521,11.26,6.863e-05
"CANDIDATE",3831053,"K00388.01",638.3,383.6,2734,1290,8.624,-1.115e-05
"FALSE POSITIVE",3847708,"K00389.01",741.9,1772,3597,951,83.99,-0.005687
"FALSE POSITIVE",3849155,"K00390.01",1389,1830,5475,1580,12.79,0.0003865
"FALSE POSITIVE",3858804,"K00391.01",172.4,335.3,1304,865,59.03,-0.001462
"CANDIDATE",3942670,"K00392.01",83.25,34.65,591.9,689,2.768,-0.0001494
"CANDIDATE",3942670,"K00392.02",109.8,110.6,1075,953,2.023,-5.556e-05
"CANDIDATE",3964109,"K00393.01",148.8,78.32,886.1,749,-0.4394,-8.685e-05
"FALSE POSITIVE",4159347,"K00394.01",291.6,257.1,797.8,1340,15.9,0.0009346
"FALSE POSITIVE",4165960,"K00395.01",284.4,422.9,1189,1220,15.42,0.0001225
"CANDIDATE",4252322,"K00396.01",656.5,269.7,3040,879,4.908,-3.883e-05
"FALSE POSITIVE",4376644,"K00397.01",19360,3841,8712,618,38.84,-0.01474
"CANDIDATE",9946525,"K00398.01",2747,1410,2914,413,28.32,-0.0006393
"CANDIDATE",9946525,"K00398.02",1259,588.2,2645,957,17.02,-2.028e-05
"CANDIDATE",9946525,"K00398.03",830.6,807.3,2789,1280,-0.2981,-6.412e-05
"FALSE POSITIVE",7289157,"K00399.01",4432000,6760000,10310000,1160,252.1,0.01616
"FALSE POSITIVE",2695110,"K00400.01",1698,2598,3202,538,116.4,-0.01254
"CANDIDATE",3217264,"K00401.01",1865,928.1,1594,540,19.05,-9.87e-05
"CANDIDATE",3217264,"K00401.02",181.5,5.803,86.03,306,5.743,0.0004003
"CANDIDATE",3217264,"K00401.03",44.52,54.08,238.4,436,-0.5611,0.0001604
"FALSE POSITIVE",3342592,"K00402.01",168600,19760,60870,721,119.2,0
"FALSE POSITIVE",4247092,"K00403.01",249.1,109,887.7,732,3.807,0.0003154
"FALSE POSITIVE",4949751,"K00404.01",2988,3624,5829,553,186.7,-0.01306
"FALSE POSITIVE",5003117,"K00405.01",338700,50520,521900,509,139.8,0.001759
"FALSE POSITIVE",5035972,"K00406.01",8484,2462,4393,538,30.79,-0.0005093
"FALSE POSITIVE",5218441,"K00407.01",20120,6167,13000,1180,39.31,-0.001944
"CANDIDATE",5351250,"K00408.01",792.6,441.1,1602,876,10.18,0.0003998
"CANDIDATE",5351250,"K00408.02",269.5,121.9,795.6,734,6.904,0.0001396
"CANDIDATE",5351250,"K00408.03",90.27,51.27,431.1,544,4.697,-0.0004347
"CANDIDATE",5351250,"K00408.04",355.3,324.5,1986,1130,3.819,0.0001184
"FALSE POSITIVE",5351250,"K00408.05",14.33,17.22,66.26,375,3.496,-0.001278
"CANDIDATE",5444548,"K00409.01",575.1,208.3,1070,806,7.488,0.0001208
"FALSE POSITIVE",5449777,"K00410.01",7576,2598,7432,1050,29.89,0.0002147
"FALSE POSITIVE",5478055,"K00411.01",180.5,479.1,1066,775,32.83,0.0001772
"CANDIDATE",5683743,"K00412.01",13210,3296,8775,1260,45.86,0.002926
"CANDIDATE",5791986,"K00413.01",379.2,191.6,704.8,639,7.803,0.0001157
"CANDIDATE",5791986,"K00413.02",114.4,98.19,415.4,544,1.248,-9.197e-05
"FALSE POSITIVE",5872150,"K00414.01",170400,47330,75130,720,120.2,-0.001247
"FALSE POSITIVE",5872150,"K00414.02",338.2,671.1,1964,1090,43.44,0.0005063
"CANDIDATE",6289650,"K00415.01",2743,1083,2490,334,9.93,0.0001874
"CANDIDATE",6508221,"K00416.01",1880,411.3,998.5,552,12.62,0.0006177
"CANDIDATE",6508221,"K00416.02",245.5,21.62,193.8,326,5.224,0.0003282
"CANDIDATE",6508221,"K00416.03",136.8,121.6,866.8,679,3.25,0.0001337
"FALSE POSITIVE",6879865,"K00417.01",4984,2880,3955,656,25.31,-0.0003233
"FALSE POSITIVE",7975727,"K00418.01",60020,13400,28810,564,54.09,0.0001918
"FALSE POSITIVE",8219673,"K00419.01",12350,4053,11060,670,30.8,-0.002391
"CANDIDATE",8352537,"K00420.01",6109,2513,4396,769,16.71,-0.0004383
"CANDIDATE",9115800,"K00421.01",83990,21970,39130,1020,158,0.0005788
"FALSE POSITIVE",9214713,"K00422.01",1866,28900,29900,272,1.014,0.009159
"CANDIDATE",9478990,"K00423.01",7518,895.9,11820,873,66.45,-0.0003755
"FALSE POSITIVE",9597411,"K00424.01",536200,112800,254800,1580,321.4,-0.0003813
"FALSE POSITIVE",9967884,"K00425.01",41360,10150,34240,1030,77.86,0.001212
"CANDIDATE",10016874,"K00426.01",308,191.1,619.7,805,2.468,0.0003235
"CANDIDATE",10189546,"K00427.01",276.2,85.01,380.3,586,7.402,-0.0009233
"CANDIDATE",10189546,"K00427.02",95.06,25.81,328.9,487,5.781,-0.0004543
"CANDIDATE",10189546,"K00427.03",23.22,18.6,192.9,349,5.598,-0.0002628
"CANDIDATE",10418224,"K00428.01",15870,5996,12700,1480,34.84,9.451e-05
"CANDIDATE",10616679,"K00429.01",3082,787.1,2650,760,21.63,0.0001491
"CANDIDATE",10717241,"K00430.01",535.6,176.6,631.4,483,6.332,0.0003427
"CANDIDATE",10717241,"K00430.02",117.8,117.1,685,531,0.06065,0.0003884
"CANDIDATE",10843590,"K00431.01",381,79.13,469.9,621,8.591,0.0002604
"CANDIDATE",10843590,"K00431.02",108.5,63.48,311,459,4.933,0.0006085
"CANDIDATE",10858832,"K00432.01",1192,442.8,1468,1100,12.88,-0.0001959
"CANDIDATE",10937029,"K00433.01",4022,81.49,1688,224,20.99,-0.002255
"CANDIDATE",10937029,"K00433.02",4011,1641,3304,971,17.8,-0.0003935
"FALSE POSITIVE",11656302,"K00434.01",85520,4893,46570,586,110.3,-0.01257
"CANDIDATE",11709124,"K00435.01",767.4,330.3,1166,657,15.38,0.0005762
"CANDIDATE",11709124,"K00435.03",230.4,3693,4015,304,2.408,-0.0005819
"CANDIDATE",11709124,"K00435.04",372.6,384.2,2256,1140,5.639,0.000134
"CANDIDATE",11709124,"K00435.05",71.65,29.81,315.2,561,1.665,0.0005879
"CANDIDATE",11709124,"K00435.06",131.6,110.6,1055,838,5.156,0.000177
"CANDIDATE",11805075,"K00436.01",31110,52.45,7605,276,80.75,0.0004935
"FALSE POSITIVE",11824222,"K00437.01",41420,28210,65230,575,58.92,-0.03243
"CANDIDATE",12302530,"K00438.01",812,368.8,1520,562,10.79,-0.0001528
"CANDIDATE",12302530,"K00438.02",105,73.59,211,271,3.948,0.0004441
"CANDIDATE",12470954,"K00439.01",9956,3632,7842,1350,34.09,0.0001357
"CANDIDATE",2438264,"K00440.01",364.1,220.6,996.9,589,13.32,0.0001718
"CANDIDATE",2438264,"K00440.02",549.4,457.5,1164,867,8.009,-0.0002755
"FALSE POSITIVE",3340312,"K00441.01",173.5,794.3,1147,670,30.59,-0.0002789
"CANDIDATE",3745690,"K00442.01",261.9,150.2,1038,779,8.937,-0.0001432
"CANDIDATE",3745690,"K00442.02",825.3,889.5,4650,1550,5.984,-0.0001235
"CANDIDATE",3745690,"K00442.03",162,132.9,816.3,970,5.564,-0.0001159
"CANDIDATE",3833007,"K00443.01",569.7,246.6,1215,664,7.819,0.000137
"CANDIDATE",3847138,"K00444.01",313,148.1,1145,766,5.904,-5.332e-05
"CANDIDATE",4633570,"K00446.01",163.2,127.6,422,500,3.948,0.0003789
"CANDIDATE",4633570,"K00446.02",101.8,54.92,416,418,2.298,0.0002377
"FALSE POSITIVE",5021176,"K00447.01",524.4,557.3,2054,1130,68.06,-0.001877
"CANDIDATE",5640085,"K00448.01",359.5,210,865.1,447,9.844,0.0003474
"CANDIDATE",5640085,"K00448.02",102.5,607.5,1075,275,4.463,0.0001772
"FALSE POSITIVE",5779852,"K00449.01",1407,88.97,806.9,318,5.968,0.0008011
"FALSE POSITIVE",6042214,"K00450.01",258,274.7,526.3,636,27.46,-0.003422
"FALSE POSITIVE",6200715,"K00451.01",539.1,1095,3400,1400,218.1,0.02596
"CANDIDATE",6291033,"K00452.01",629.4,556,4078,1280,4.686,9.375e-05
"FALSE POSITIVE",6758917,"K00453.01",58130,33530,137900,1260,160.5,0
"CANDIDATE",7098355,"K00454.01",154.4,69.66,380.9,499,1.304,4.622e-05
"FALSE POSITIVE",7101828,"K00455.01",110.1,239.2,426.1,317,62.38,0.0028
"CANDIDATE",7269974,"K00456.01",932.9,281.9,1665,771,8.125,-3.273e-06
"CANDIDATE",7269974,"K00456.02",369.4,325.4,1996,1130,3.786,-9.978e-05
"CANDIDATE",7440748,"K00457.01",674.2,379.3,1588,868,11.1,-1.059e-05
"CANDIDATE",7440748,"K00457.02",348.2,257.7,905.7,770,8.104,-9.405e-05
"CANDIDATE",7504328,"K00458.01",753.9,382.8,587.4,1550,11.1,0.0009709
"CANDIDATE",7977197,"K00459.01",529.2,239.8,889.9,681,8.399,8.451e-05
"CANDIDATE",7977197,"K00459.02",227.7,173.2,1463,961,4.118,-8.131e-05
"CANDIDATE",8043638,"K00460.01",905.2,359.4,1246,706,4.026,-0.0002067
"FALSE POSITIVE",8621348,"K00461.01",357.4,1085,2037,703,132.3,-0.02727
"FALSE POSITIVE",8773869,"K00462.01",946.7,1153,5415,1800,62.9,0.004726
"CANDIDATE",8845205,"K00463.01",571.6,242,684.2,268,14.64,-0.0003651
"CANDIDATE",8890783,"K00464.01",2965,21.24,935,446,26.58,0.0003778
"CANDIDATE",8890783,"K00464.02",682.3,493.3,1921,989,8.266,0.000248
"FALSE POSITIVE",9008220,"K00466.01",2205,528.4,1623,1070,14.29,-0.0003803
"CANDIDATE",9583881,"K00467.01",4369,1081,2299,658,24.61,-0.001402
"CANDIDATE",9589524,"K00468.01",622.4,73.24,582.6,547,7.241,-0.0002644
"CANDIDATE",9703198,"K00469.01",1040,510.5,2078,908,9.79,5.015e-05
"CANDIDATE",9844088,"K00470.01",3446,1355,3775,1130,22.02,0.0001752
"CANDIDATE",10019643,"K00471.01",216.7,122.1,581.8,648,0.374,-2.62e-05
"CANDIDATE",10019643,"K00471.02",180.4,185.6,1156,906,2.195,0.0001141
"CANDIDATE",10123064,"K00472.01",1378,699.4,3475,1060,18.94,0.0004709
"CANDIDATE",10155434,"K00473.01",224.2,137.6,967.3,697,2.543,-0.0006139
"CANDIDATE",10460984,"K00474.01",306.8,155.7,872,881,8.111,0.0003243
"CANDIDATE",10460984,"K00474.02",100.8,55.22,386.8,637,2.282,-0.0003193
"CANDIDATE",10460984,"K00474.03",46.07,106,460.1,429,0.2346,-3.678e-06
"CANDIDATE",10460984,"K00474.04",263.7,324,970.1,1140,-0.4834,-0.0001197
"CANDIDATE",10577994,"K00475.01",313.3,219,960.9,716,5.956,0.0001121
"CANDIDATE",10577994,"K00475.02",214.5,121.5,639.5,581,2.316,-0.0009909
"CANDIDATE",10599206,"K00476.01",163.5,99.07,572.5,526,3.318,0.0004856
"CANDIDATE",10934674,"K00477.01",146.4,79.74,553.8,611,4.412,1.301e-05
"CANDIDATE",10990886,"K00478.01",613.6,137.7,631.5,430,10.55,0.0001413
"CANDIDATE",11015323,"K00479.01",531.1,148.4,709,526,11.72,-0.0003393
"CANDIDATE",11134879,"K00480.01",959.8,431.9,1644,1010,9.025,7.443e-07
"CANDIDATE",11192998,"K00481.01",622.8,310.7,1294,772,11.05,-0.0002698
"CANDIDATE",11192998,"K00481.02",1125,1101,4583,1310,6.811,-0.0001734
"CANDIDATE",11192998,"K00481.03",203.4,44.6,337.5,468,8.897,2.662e-05
"FALSE POSITIVE",11255761,"K00482.01",393.8,469.3,1979,1050,35.5,-0.001816
"CANDIDATE",11497977,"K00483.01",789.4,354.7,1839,978,14.54,0.0002281
"CANDIDATE",12061222,"K00484.01",424.7,185.2,800.5,553,9.691,0.0001205
"FALSE POSITIVE",12316431,"K00485.01",546,837.5,1557,731,89.45,-0.02393
"CANDIDATE",12404305,"K00486.01",408.3,99.74,731.1,646,7.213,-1.728e-05
"CANDIDATE",12834874,"K00487.01",394.2,212.6,1268,858,4.775,-0.000326
"CANDIDATE",2557816,"K00488.01",263,162.2,1140,803,7.11,3.853e-05
"FALSE POSITIVE",2576197,"K00489.01",747.6,2010,4699,1700,67.78,-0.003306
"CANDIDATE",3239945,"K00490.01",5910,34620,38270,163,22.46,0.003338
"CANDIDATE",3239945,"K00490.02",540.8,431.1,1986,807,8.938,0.0002468
"CANDIDATE",3239945,"K00490.03",310.9,217.3,1382,678,7.117,-5.262e-05
"CANDIDATE",3239945,"K00490.04",69.64,53.32,375.8,473,0.927,-4.347e-05
"FALSE POSITIVE",3541800,"K00491.01",354.2,677.5,2411,1170,43.04,-0.001621
"CANDIDATE",3559935,"K00492.01",127.7,110.1,499.8,541,6.266,0.001266
