"koi_disposition","kepid","kepoi_name","tce_impact","tcet_model_chisq","boot_mesmean","tce_fwm_sra","tce_fwm_prao","tce_slogg_sn","tce_albedo_sn"
"FALSE POSITIVE",7031742,"K07575.01",0.3097,68780,-0.15688,19.412822,3.831e-05,21.3333333333333,0
"FALSE POSITIVE",7032568,"K07576.01",0.5484,68060,-1,19.430691,-2.384e-06,10.3076923076923,0
"FALSE POSITIVE",7032687,"K07577.01",0.3331,58320,-1.6407,19.433091,-8.169e-05,20.6363636363636,0
"FALSE POSITIVE",7116282,"K07579.01",0.5,68260,4.0325,19.422191,-0.000182,26.1176470588235,0
"FALSE POSITIVE",7116859,"K07580.01",0.9002,65450,-0.43854,19.43311,3.923e-05,23.3157894736842,0
"FALSE POSITIVE",7133286,"K07581.01",1,276500,-1,19.73724,0.00296,77.1666666666667,0.778325123152709
"FALSE POSITIVE",7214090,"K07583.01",0.9064,57880,-3.0006,19.713612,-0.002468,22.5,0.815017667844523
"FALSE POSITIVE",7281694,"K07584.01",0.903,87440,-0.69462,19.445458,-2.865e-05,6.58333333333333,0.646268656716418
"FALSE POSITIVE",7362450,"K07585.01",0.3705,70220,-0.60838,19.445449,2.393e-05,9.3953488372093,0.0298047722342733
"CANDIDATE",8096395,"K07587.01",0.7754,83540,-3.5264,19.423938,-0.0001034,22.3,1.95003316382932
"FALSE POSITIVE",8649876,"K07595.01",0.9108,74480,0.020587,19.969139,3.53e-05,13.9642857142857,1.54984894259819
"FALSE POSITIVE",8868686,"K07598.01",0.8613,68130,0.026886,18.96102,7.53e-05,22.9473684210526,1.62577160493827
"FALSE POSITIVE",9246715,"K07601.01",0.7955,181600000,-1.5075,20.063425,0.01005,5.62790697674419,1.36198684508959
"FALSE POSITIVE",10253638,"K07608.01",0.7774,70280,-0.28601,18.775961,-4.592e-05,13.5,1.424013434089
"FALSE POSITIVE",10341777,"K07610.01",0.8827,71330,-0.70499,19.514399,7.675e-05,26.7058823529412,0.581825037707391
"FALSE POSITIVE",10407271,"K07611.01",0.6995,68590,-1.424,19.524036,1.396e-05,37.75,0.554146970348088
"FALSE POSITIVE",10471167,"K07612.01",0.0002598,70210,-1.7845,19.479305,0.0003179,91.6,0
"FALSE POSITIVE",10471174,"K07613.01",0.06642,59730,-0.86829,19.479737,-3.712e-05,25.3333333333333,0
"FALSE POSITIVE",10471345,"K07614.01",0.9044,70170,-1.3153,19.484351,-0.0003152,32.9285714285714,0.401085141903172
"FALSE POSITIVE",11463950,"K07616.01",0.9251,72600,-1,19.730249,4.254e-05,21.6111111111111,2.38371182458888
"FALSE POSITIVE",11621897,"K07618.01",0.8105,68600,-0.012167,19.788317,-2.735e-05,20.2272727272727,1.93803116147309
"FALSE POSITIVE",1025986,"K07621.01",0.8494,83790,-14.746,19.402247,2.306e-05,20.1428571428571,0
"FALSE POSITIVE",1293046,"K07622.01",0.7065,67030,-0.051722,19.402407,-0.01561,92.8,0.329659991936568
"FALSE POSITIVE",1434395,"K07623.01",0.9015,33630,-0.060571,19.457826,-0.006847,78.3333333333333,0
"CANDIDATE",1723078,"K07624.01",0.7966,66970,-0.33675,19.457894,-0.0003089,10.5294117647059,0.992461658435144
"FALSE POSITIVE",1868404,"K07625.01",0.9701,66660,0.0095232,19.432326,-7.801e-05,11.5277777777778,0.817593790426908
"FALSE POSITIVE",1995712,"K07626.01",0.7426,67710,-0.88061,19.08068,0.0001095,24.5,0.713084603258014
"FALSE POSITIVE",2140389,"K07627.01",0.9203,71160,-0.48122,19.060949,0.03182,66,0.702090843547224
"CANDIDATE",2299738,"K07628.01",0.9,238900,0.091271,19.381145,1.074e-05,66,1.45227858985383
"FALSE POSITIVE",2302758,"K07629.01",0.9025,68180,-0.7816,19.426955,-0.0002614,37.3333333333333,0.560741249142073
"CANDIDATE",2302997,"K07630.01",0.8957,76300,-0.025174,19.43029,0.0002854,158,0.596153846153846
"FALSE POSITIVE",2308411,"K07631.01",0.898,69160,-0.44545,19.508979,0.0006536,23.1052631578947,0.71541650961176
"FALSE POSITIVE",2446134,"K07632.01",0.8971,67690,0.011302,19.470714,5.78e-05,20,0.637110726643599
"FALSE POSITIVE",2449053,"K07633.01",0.9,74100,-1.3863,0,0,27.75,0.493016344725111
"FALSE POSITIVE",2569995,"K07634.01",0.06974,13810,-0.10513,19.348621,-0.01231,11,1.27390180878553
"CANDIDATE",2577353,"K07635.01",0.8523,67980,-0.13626,19.451882,0.001167,25.2941176470588,1.03153988868275
"CANDIDATE",2696205,"K07636.01",0.01908,92220,-0.26413,19.126494,0.0001675,45.1,0.202625298329356
"FALSE POSITIVE",2711131,"K07637.01",0.5016,82820,0.011164,19.40072,0.001163,76.6666666666667,0.670652770159078
"CANDIDATE",2834805,"K07638.01",0.8181,79830,-0.31076,19.113431,-3.878e-06,17.6086956521739,1.08853503184713
"FALSE POSITIVE",2854839,"K07639.01",0.8473,105400,-0.40575,19.463843,0,76,0.795069337442219
"FALSE POSITIVE",2859299,"K07640.01",0.901,68240,-0.30508,19.525703,-0.0004477,21.8,1.74311023622047
"CANDIDATE",2984990,"K07641.01",0.8831,68150,-0.17082,19.354903,8.165e-05,7.46296296296296,0.425085910652921
"FALSE POSITIVE",3003019,"K07642.01",0.9058,54100,-0.92408,19.619611,-0.0002306,20.8571428571429,0.567061923583663
"FALSE POSITIVE",3102309,"K07643.01",0.9994,67410,-0.21172,19.163728,-5.665e-05,21.7,0.130729769981797
"CANDIDATE",3110177,"K07644.01",0.8713,67600,-0.18928,19.322784,0.0002286,24.6666666666667,0.52755905511811
"CANDIDATE",3129238,"K07645.01",0.1,126600,-0.00090727,19.620243,-1.261e-05,37.75,0
"FALSE POSITIVE",3218844,"K07646.01",0.772,65360,-0.049579,19.097817,-0.0001769,20.4090909090909,0.359295876537256
"FALSE POSITIVE",3230095,"K07647.01",0.7117,67150,-0.062807,19.338865,3.02e-05,38.25,0.387691670120182
"CANDIDATE",3232249,"K07648.01",0.9007,67750,-0.28805,19.379162,-0.0002893,91.8,0.352699320700751
"FALSE POSITIVE",3235282,"K07649.01",0.9685,66730,0.23459,19.434342,-0.004984,24.4444444444444,0.271282158544238
"FALSE POSITIVE",3241647,"K07650.01",0.8784,68340,-0.81215,19.540122,-3.747e-05,23.1052631578947,0.414606095457159
"FALSE POSITIVE",3248696,"K07651.01",0.8853,53530,-0.071027,19.649557,-0.002179,35.5384615384615,2.33726201269266
"FALSE POSITIVE",3345973,"K07652.01",0.913,68630,-0.025728,19.492091,0.00104,19.65,1.60924181247196
"FALSE POSITIVE",3347807,"K07653.01",0.7674,66430,0.14187,19.523935,3.666e-05,11.96875,1.00110071546505
"FALSE POSITIVE",3353454,"K07654.01",0.9049,1739,0.9058,19.616698,0.0004934,0,2.83706189410887
"FALSE POSITIVE",3439126,"K07655.01",0.659,96510,-1,19.343818,-0.0002852,92.2,1.30887327608639
"FALSE POSITIVE",3448456,"K07656.01",0.9033,56810,-0.40729,19.511684,-0.0008042,22.75,0.520661157024793
"FALSE POSITIVE",3531231,"K07657.01",0.9319,57540,-0.7841,19.149804,-0.002046,32.7142857142857,3.0301431801055
"FALSE POSITIVE",3542542,"K07658.01",0.8329,67790,-0.20313,19.390086,-0.0006291,46.3,0.563454089769879
"FALSE POSITIVE",3644631,"K07659.01",0.7076,66630,-0.13333,19.413038,-9.457e-05,22.65,1.45734908136483
"FALSE POSITIVE",3644738,"K07660.01",0.928,67210,-1.8458,19.415197,-0.0009072,25,2.44368840919756
"FALSE POSITIVE",3645282,"K07661.01",0.8966,67710,-0.26933,19.423527,0.0008241,24.7222222222222,0.87023498694517
"CANDIDATE",3660581,"K07662.01",0.9599,60050,-1.8241,19.676286,-0.0001645,9.18421052631579,1.15935067086301
"FALSE POSITIVE",3663141,"K07663.01",0.9002,36450,-0.16445,19.710616,0,0,1.0522759601707
"FALSE POSITIVE",3732972,"K07664.01",0.9,74060,-0.014469,19.13174,0.0002299,79,0
"FALSE POSITIVE",3750350,"K07665.01",0.868,66960,-0.69695,19.489273,-9.699e-05,20.2727272727273,0.641248391248391
"FALSE POSITIVE",3751231,"K07666.01",0.3266,68770,-0.36665,19.50572,0.0005524,20,0.447742818057456
"CANDIDATE",3762750,"K07668.01",0.8972,52320,-0.016451,19.691412,0.0004572,22.1,0.671401515151515
"FALSE POSITIVE",3839294,"K07669.01",0.8949,66660,-0.4022,19.203541,-0.0003501,98.3333333333333,1.91555632462364
"CANDIDATE",3848083,"K07670.01",0.7839,57860,-0.11446,19.387718,3.518e-05,22.6,0.456786703601108
"FALSE POSITIVE",3851194,"K07671.01",0.905,74020,-0.78749,19.447409,-4.067e-05,15.7916666666667,0.708220415537489
"FALSE POSITIVE",3852476,"K07672.01",0.8518,65720,-0.078708,19.469029,-0.0001402,16.7,0.689501987374328
"CANDIDATE",3852872,"K07673.01",0.9262,78850,-0.74024,19.475883,0.0001885,6.6,0.44582593250444
"FALSE POSITIVE",3858943,"K07674.01",0.8427,55330,0.007554,19.5806,-0.000327,20.0454545454545,1.77097203728362
"FALSE POSITIVE",3859042,"K07675.01",0.9925,43010,-0.22122,19.582489,-0.001179,46.1,0.210243659870711
"CANDIDATE",3934657,"K07676.01",0.8218,68360,-0.0012449,18.982347,-6.015e-05,22.7,0.850005961607249
"FALSE POSITIVE",3967501,"K07677.01",0.9976,117700,-0.20418,19.659038,3.997e-06,6.95238095238095,0.664950865699579
"CANDIDATE",4048898,"K07678.01",0.8989,67870,-0.086165,19.283256,1.864e-06,26.5,0.901098901098901
"CANDIDATE",4054784,"K07679.01",0.9,68030,0.00095605,19.392265,0.0001482,30.4666666666667,0.790636507101525
"CANDIDATE",4072271,"K07680.01",0.7186,53910,-1.8898,19.68767,3.562e-05,22.8888888888889,1.36053882725832
"CANDIDATE",4073017,"K07681.01",0.8927,54630,-0.038457,19.698274,-6.495e-05,35.2307692307692,0.658798283261803
"FALSE POSITIVE",4073089,"K07682.01",0.8749,6616000,-1,19.69934,0,22.0526315789474,0.296011856642414
"FALSE POSITIVE",4136659,"K07683.01",0.5001,69100,-0.19747,18.993921,0.0003435,22,1.11501527717154
"FALSE POSITIVE",4141587,"K07684.01",0.8963,75650,-0.096684,19.1181,4.365e-05,80.3333333333333,0.800056441371525
"CANDIDATE",4141593,"K07685.01",0.9065,66720,-0.24429,19.118231,-9.032e-05,19.3636363636364,1.63528525701375
"CANDIDATE",4141593,"K07685.02",0.9649,64400,-0.12087,19.118241,-9.931e-05,19.3636363636364,1.42884615384615
"FALSE POSITIVE",4144873,"K07686.01",0.6607,19190,-0.097953,19.20247,1.17e-05,65.25,0.805266805266805
"CANDIDATE",4252671,"K07687.01",0.867,67770,-0.057083,19.257908,6.545e-05,15.7272727272727,1.15819613457409
"FALSE POSITIVE",4281068,"K07689.01",0.9147,41050,-1,0,0,35.25,4.54331864904552
"FALSE POSITIVE",4284980,"K07690.01",0.9066,52070,-0.20533,19.775567,-1.559e-05,21.5714285714286,0.665687714145864
"FALSE POSITIVE",4355503,"K07691.01",0.6314,96850,-4.4419,19.257936,-0.001498,97.4,0.98613251155624
"FALSE POSITIVE",4373195,"K07692.01",0.8994,57430,0.35939,0,0,10.1052631578947,1.38794507796137
"CANDIDATE",4384909,"K07693.01",0.8628,43720,-0.030442,19.748104,9.035e-07,26.4117647058824,0.361337317893164
"FALSE POSITIVE",4386607,"K07694.01",0.8984,43820,0.028123,19.768397,0.0002982,23.8947368421053,0.831196083003031
"FALSE POSITIVE",4390912,"K07695.01",0.8996,67190,-0.18514,19.822264,-8.444e-05,86.6666666666667,0
"FALSE POSITIVE",4472143,"K07696.01",0.7447,54260,-2.0963,19.58162,0.0007089,72.6666666666667,0.254146999325691
"FALSE POSITIVE",4574319,"K07697.01",0.8582,43410,-0.90985,19.666543,-0.0005041,26.7058823529412,0.36513470681458
"FALSE POSITIVE",4651399,"K07698.01",0.7606,63890,-0.35021,19.380031,0.000444,81.6666666666667,0.37184621545855
"FALSE POSITIVE",4670267,"K07699.01",0.1,723500,-1,0,0,26.5882352941176,0
"CANDIDATE",4670361,"K07700.01",0.5811,53260,-0.56515,19.715803,0.0004474,21.0952380952381,1.49750208159867
"FALSE POSITIVE",4730442,"K07702.01",0.4965,67280,-0.074586,19.073948,0.0002567,8.14285714285714,0.821811936453413
"CANDIDATE",4742188,"K07703.01",0.6899,68480,-0.59391,19.359147,4.541e-05,21.1904761904762,0.497899398205973
"CANDIDATE",4742452,"K07704.01",0.8763,57570,-0.055,19.364037,2.142e-05,20.1363636363636,0.655160142348754
"CANDIDATE",4762283,"K07706.01",0.7499,66940,-1.3401,19.719537,-0.0009282,59.5,0.446762066456464
"FALSE POSITIVE",4774646,"K07707.01",0.7002,68820,-0.54558,19.884799,0.0004894,22.4736842105263,1.72602739726027
"CANDIDATE",4813793,"K07708.01",0.9161,52100,-0.08036,18.913277,-5.782e-05,21.9411764705882,0.603228699551569
"FALSE POSITIVE",4840156,"K07709.01",0.7384,54600,-0.1009,19.539944,-0.0008173,23.7777777777778,0.566955814583898
"FALSE POSITIVE",4851283,"K07710.01",0.6263,22840,-1.2558,19.72342,-0.0002909,0,0
"CANDIDATE",4940203,"K07711.01",0.7658,53720,-1.1957,19.732236,0.000413,26.8823529411765,1.36903602726388
"FALSE POSITIVE",5009688,"K07713.01",0.8996,67100,-0.24936,19.425754,-5.327e-06,20.8571428571429,0.739811282874925
"FALSE POSITIVE",5024429,"K07714.01",0.9549,43870,-0.11629,19.687841,-0.0003212,22.25,1.05223156532988
"CANDIDATE",5091479,"K07715.01",0.854,68290,-0.0727,19.296199,9.275e-05,21.5238095238095,0.957681824702338
"CANDIDATE",5097856,"K07716.01",0.8569,67730,-1.2242,19.424672,0.0006008,35.6153846153846,1.55801636976408
"FALSE POSITIVE",5120225,"K07717.01",0.9848,229500,-1,19.794436,-0.01169,23,0.90951932139491
"FALSE POSITIVE",5126932,"K07718.01",0.9002,79680,-0.12785,19.89758,-1.021e-05,0,0.799092284417549
"FALSE POSITIVE",5168498,"K07719.01",0.8172,50940,0.12534,19.019129,-0.00062,3.6,0.593262119967132
"FALSE POSITIVE",5185765,"K07720.01",0.8754,66530,-0.14936,19.4291,-0.0002335,17.8260869565217,0.456491712707182
"FALSE POSITIVE",5201593,"K07721.01",0.6293,78130,-1,19.711135,-0.0001252,48.8888888888889,0
"FALSE POSITIVE",5273713,"K07722.01",0.8984,66720,-0.32214,19.425827,0.002525,21.3684210526316,0.915501806188158
"FALSE POSITIVE",5276332,"K07723.01",0.8462,67290,-2.5936,19.480346,-0.0002151,30.3571428571429,1.04631217838765
"FALSE POSITIVE",5301093,"K07724.01",0.7278,57830,-1.7445,19.874849,-0.0007941,46,0.930287159111432
"FALSE POSITIVE",5305399,"K07725.01",0.8977,67820,-0.64779,19.92877,-0.001503,20.5909090909091,2.25123762376238
"FALSE POSITIVE",5389632,"K07726.01",0.91,58120,-0.77037,19.899048,-0.0009771,22.7,0.667515274949083
"FALSE POSITIVE",5444491,"K07727.01",0.7259,67870,-1.2209,19.370001,0.0001374,26.3529411764706,0
"FALSE POSITIVE",5456319,"K07728.01",0.8671,55270,-0.68651,19.607529,0.00035,35.2307692307692,0.809315157416423
"FALSE POSITIVE",5460434,"K07729.01",0.6199,59480,0.17488,19.679634,1.479e-05,26.8,1.23728813559322
"FALSE POSITIVE",5512513,"K07730.01",0.7367,117600,-0.37715,18.91325,5.802e-05,93.4,0.973656480505796
"FALSE POSITIVE",5513861,"K07731.01",0.1,74660,-1,0,0,43.7,0
"FALSE POSITIVE",5529552,"K07732.01",0.3725,68830,-0.89224,19.365901,1.739e-05,32.6428571428571,0
"FALSE POSITIVE",5617259,"K07733.01",0.5187,62900,-0.099047,19.397396,-6.132e-05,7.51020408163265,0.252044252044252
"FALSE POSITIVE",5653795,"K07734.01",0.6112,72100,-0.0087788,19.989113,-1.559e-05,8.56410256410256,0.983880253310305
"CANDIDATE",5687986,"K07735.01",0.6927,52000,-0.41721,19.024692,-0.0003043,11.65625,0.560957083175085
"FALSE POSITIVE",5709103,"K07736.01",0.9003,99100,-0.16339,19.528904,-3.047e-05,36.1666666666667,2.05356108859294
"FALSE POSITIVE",5716508,"K07737.01",0.7047,22480,-0.65227,19.668706,0,1.47058823529412,0
"FALSE POSITIVE",5730380,"K07738.01",0.9051,93240,-0.29508,19.87056,3.982e-07,14.6785714285714,1.75780242455507
"FALSE POSITIVE",5736801,"K07739.01",0.8445,57460,-0.014329,19.956213,-0.001558,25.3888888888889,0.366210780370072
"FALSE POSITIVE",5774375,"K07740.01",0.1,217300,-1,19.061725,-0.01934,4.84615384615385,0
"FALSE POSITIVE",5806800,"K07741.01",0.876,66780,-0.17182,19.744799,0.003756,34.4615384615385,0.799643281807372
"FALSE POSITIVE",5817957,"K07742.01",0.8948,68070,-0.31744,19.903373,0.0006538,22.55,2.47818791946309
"FALSE POSITIVE",5823557,"K07743.01",0.9,69800,-0.25193,19.975352,1.254e-05,21.4,0.937865272223931
"CANDIDATE",5877292,"K07744.01",0.8931,56950,0.0059898,19.475359,1.207e-05,20.1363636363636,0.504299065420561
"FALSE POSITIVE",5879448,"K07745.01",0.7607,68190,-1.1599,19.521872,-1.159e-05,12.28125,1.40010015022534
"CANDIDATE",5881307,"K07746.01",0.4206,57310,0.28011,19.558711,0.00011,22.35,0.572221388930554
"FALSE POSITIVE",5887316,"K07747.01",0.9,43300,-0.19054,19.669757,-9.128e-05,44,1.43475126171593
"FALSE POSITIVE",5887393,"K07748.01",0.9,69470,-0.023967,19.670934,-5.634e-05,9.71794871794872,1.2535953978907
"CANDIDATE",5888187,"K07749.01",0.9339,59940,-1.054,19.684891,-7.984e-05,44.3,0.895705521472393
"CANDIDATE",5894182,"K07750.01",0.7755,68420,0.08494,19.778346,0.0002113,13,0.794440921581061
"FALSE POSITIVE",5895083,"K07751.01",0.9,66470,-0.0084099,19.791897,0.0004551,21.6842105263158,1.27188655980271
"FALSE POSITIVE",5952448,"K07753.01",0.8707,67550,-0.15468,19.286484,-2.966e-05,22.6,0.765168996877969
"FALSE POSITIVE",5962509,"K07754.01",0.9057,69130,-0.86959,19.502712,-0.0004375,37.75,0.179349470499244
"FALSE POSITIVE",5991070,"K07756.01",0.991,142100,0.98107,19.958117,6.455e-05,11.4545454545455,0.174905465795806
"FALSE POSITIVE",6032920,"K07757.01",0.8148,74700,0.11708,19.243843,-0.0001852,25.4444444444444,0.938240798502807
"CANDIDATE",6043538,"K07759.01",0.8787,69080,-0.037027,19.478692,7.499e-05,20.1,0.952441077441077
"FALSE POSITIVE",6069674,"K07761.01",0.8793,67580,0.21768,19.925659,-0.0002853,8.31914893617021,0.775878314712613
"CANDIDATE",6106046,"K07762.01",0.8985,42230,-0.051862,19.015899,-0.0008202,20.3636363636364,0.611135276207047
"FALSE POSITIVE",6113752,"K07763.01",0.7655,67160,-2.5052,19.241541,-0.0001338,20.7619047619048,1.3956043956044
"CANDIDATE",6124137,"K07764.01",0.6626,66710,0.30807,19.467344,0.0001381,17.3181818181818,1.17538975501114
"FALSE POSITIVE",6147851,"K07766.01",0.9098,67640,-0.073557,19.875972,1.959e-05,22.15,0.763499245852187
"FALSE POSITIVE",6187888,"K07768.01",0.5,61550,-0.036532,19.034474,-6.041e-05,56.5,0.542592592592593
"FALSE POSITIVE",6190535,"K07769.01",0.887,56750,-0.11548,19.115774,-0.0001449,44.9,0.415111310996177
"FALSE POSITIVE",6198256,"K07770.01",0.9011,69710,-0.082165,19.314104,-2.428e-05,14.8518518518518,1.36780988387794
"FALSE POSITIVE",6199716,"K07771.01",0.9041,57570,-0.23608,19.341693,0.0007923,22.15,0
"FALSE POSITIVE",6205566,"K07772.01",0.912,68670,-0.42225,19.467726,0.000179,23.7368421052632,1.34364879453041
"CANDIDATE",6231721,"K07773.01",0.9014,68350,-0.079178,19.912386,0.0001514,34.6923076923077,0.466094565034494
"CANDIDATE",6277410,"K07774.01",0.8917,66710,0.004315,19.289104,-0.0005709,24.0526315789474,0.49747219413549
"CANDIDATE",6278670,"K07775.01",0.8016,82840,-5.1913,19.315206,-0.0003056,4.83544303797468,0.496613190730838
"CANDIDATE",6356400,"K07776.01",0.9492,69380,-2.781,19.285894,-0.002749,92.8,2.83408476104599
"FALSE POSITIVE",6369845,"K07777.01",0.9754,68410,-0.049966,19.576454,0.0004812,10.4242424242424,1.47935222672065
"FALSE POSITIVE",6442602,"K07778.01",0.1754,63600,-1,19.448235,2.011e-05,76,0.432413673433975
"FALSE POSITIVE",6445531,"K07779.01",0.921,57440,-0.4251,19.513858,-0.0003396,23.1052631578947,0.580252190639025
"CANDIDATE",6451368,"K07780.01",0.9003,70820,0.034229,19.63226,1.235e-05,14.5185185185185,1.18069489914458
"FALSE POSITIVE",6469946,"K07781.01",0.9042,66490,-0.38711,19.927206,-0.001934,51.1111111111111,2.18084859726409
"FALSE POSITIVE",6519865,"K07782.01",0.8741,79810,0.14024,19.400758,-6.707e-06,20.4090909090909,0.698591549295775
"FALSE POSITIVE",6527016,"K07783.01",0.9002,67720,-0.52532,19.551177,0.0006668,6.82758620689655,0.160277646316454
"FALSE POSITIVE",6531143,"K07784.01",0.7696,56640,-0.068922,19.633655,-0.0004432,22.1,0.563484916704187
"CANDIDATE",6531617,"K07785.01",0.8337,66720,-0.57461,19.64178,0.0007116,26.5882352941176,0.0693460925039872
"FALSE POSITIVE",6547322,"K07786.01",0.8522,67640,-0.089443,19.886868,0.0002746,6.51724137931035,0
"FALSE POSITIVE",6590307,"K07787.01",0.8929,67490,-0.45288,19.095439,-3.392e-05,28.5625,0.561681681681682
"FALSE POSITIVE",6679504,"K07788.01",0.9016,65050,-0.50211,19.200577,0.0003074,50.6666666666667,0.962441314553991
"FALSE POSITIVE",6780367,"K07789.01",0.8906,66050,-0.079637,19.514806,0.0001702,4.13186813186813,0.585679806918745
"FALSE POSITIVE",6783732,"K07790.01",0.8973,67540,-0.75176,19.577476,0.0003581,21.3809523809524,1.17258629314657
"CANDIDATE",6790592,"K07791.01",0.4041,21500,-3.7765,19.695941,0.0002903,0.523809523809524,0
"FALSE POSITIVE",6795089,"K07792.01",0.9434,28410,-0.92814,19.76297,-0.000594,89,2.07244862417276
"CANDIDATE",6863158,"K07793.01",0.8528,88460,-0.64986,19.456791,2.784e-05,118.5,0.644762166620841
"FALSE POSITIVE",6863187,"K07794.01",0.8429,58540,-1.0871,19.457325,0.00023,25,0.683136412459721
"CANDIDATE",6887030,"K07795.01",0.9047,77470,-0.043792,19.858189,-2.013e-05,35.3076923076923,0.658685868586859
"CANDIDATE",6891124,"K07796.01",0.8974,70250,-0.090437,19.915194,5.561e-05,21,0.959214501510574
"FALSE POSITIVE",6936966,"K07797.01",0.8651,68100,-0.069265,19.198219,-0.004846,30.2,0.825959933222037
"CANDIDATE",6952971,"K07798.01",0.6557,67070,-0.88727,19.544895,-0.0009392,20.9047619047619,1.03205791106515
"FALSE POSITIVE",6962901,"K07799.01",0.893,87180,-0.13106,19.717863,-0.002097,10.2352941176471,1.28104575163399
"FALSE POSITIVE",6974867,"K07800.01",0.9004,67050,-0.63517,19.889066,6.61e-05,11.78125,1.24226804123711
"FALSE POSITIVE",7013923,"K07801.01",0.8384,52710,-0.26194,18.95417,0.0006069,56.25,0.550703541969918
"FALSE POSITIVE",7017437,"K07802.01",0.9596,68650,-1.0073,19.066356,-3.256e-05,88,2.36919213059858
"FALSE POSITIVE",7031066,"K07803.01",0.8817,132700,-1.6381,19.397453,9.113e-05,11.1,0.00195473684210526
"FALSE POSITIVE",7031340,"K07804.01",0.8918,285800,-0.28151,19.40385,-0.0001044,7.27272727272727,0.711197916666667
"FALSE POSITIVE",7031638,"K07805.01",0.8973,99380,-0.46189,19.410514,2.69e-05,29.0666666666667,1.41155270797878
"FALSE POSITIVE",7031726,"K07806.01",0.8135,68710,-1.0382,19.412423,0.0001308,1.03846153846154,0
"FALSE POSITIVE",7031898,"K07807.01",0.7875,95330,-0.38764,19.416449,-6.068e-06,30.8571428571429,1.52627409559018
"FALSE POSITIVE",7045605,"K07808.01",0.2476,66980,0.10284,19.682021,-1.081e-05,23.8823529411765,0.416825548141087
"FALSE POSITIVE",7090867,"K07810.01",0.8566,61260,0.25152,18.732763,0.0001809,96.6666666666667,2.0752741774676
"FALSE POSITIVE",7115550,"K07811.01",0.6038,70710,-1.8148,19.405939,-1.873e-05,26.6470588235294,0.797957695113056
"FALSE POSITIVE",7116024,"K07812.01",0.9,127600,-0.21616,19.416215,-2.545e-06,16.56,1.4015608371763
"FALSE POSITIVE",7116519,"K07813.01",0.1,58330,-1.1732,19.426495,-3.636e-05,20.3636363636364,0
"FALSE POSITIVE",7117126,"K07814.01",0.8892,68800,-0.54574,19.4389,2.296e-05,24.6666666666667,0
"FALSE POSITIVE",7117147,"K07815.01",0.2894,69450,0.64791,19.439326,2.532e-05,13.6896551724138,0.57345971563981
"FALSE POSITIVE",7117485,"K07816.01",0.1,70010,-1.6237,19.447094,8.264e-05,28.625,0
"FALSE POSITIVE",7117710,"K07817.01",0.9052,73280,-0.51458,19.451382,3.222e-05,41.2727272727273,0.866213821618429
"CANDIDATE",7134626,"K07818.01",0.9036,75090,-0.014113,19.760116,-3.615e-05,12.8333333333333,1.17255520504732
"FALSE POSITIVE",7177766,"K07819.01",0.9006,79620,-0.054267,18.874108,-2.236e-05,16.5909090909091,1.34500148323939
"FALSE POSITIVE",7199644,"K07821.01",0.9,67780,-0.69594,19.437924,5.81e-05,23.4210526315789,0.688517915309446
"FALSE POSITIVE",7199724,"K07822.01",0.9092,69490,-1.0095,19.439602,-2.17e-05,22.35,0
"FALSE POSITIVE",7199756,"K07823.01",0.7911,65050,-2.1986,19.440411,-3.084e-05,79.8333333333333,0.488299787268859
"FALSE POSITIVE",7199883,"K07824.01",0.9084,68890,-1.579,19.442948,9.095e-06,21.1904761904762,0
"FALSE POSITIVE",7200485,"K07825.01",0.7652,79970,-0.59168,19.455345,-7.266e-05,22.75,0.0312468577174459
"FALSE POSITIVE",7203326,"K07826.01",0.775,5559,0.0094591,19.515714,0.0004238,22.6315789473684,0.34733893557423
"FALSE POSITIVE",7210749,"K07828.01",0.8608,68520,-0.047336,19.656979,-0.0001428,0,0.705751226036558
"FALSE POSITIVE",7281668,"K07829.01",0.8967,106600,0.032512,19.444754,-1.493e-05,37.9166666666667,1.14329037149356
"FALSE POSITIVE",7282154,"K07830.01",0.1,58000,-1.1525,19.455013,-4.618e-05,45,0
"FALSE POSITIVE",7282168,"K07831.01",0.9,69180,-0.67926,19.45533,3.251e-05,42.0909090909091,0.3006192312186
"CANDIDATE",7287028,"K07832.01",0.945,90200,-0.19895,19.557219,-5.665e-06,21.4761904761905,1.05571705426357
"CANDIDATE",7300182,"K07833.01",0.835,69730,-1.5468,19.785704,2.186e-05,22.5,1.45824893090254
"CANDIDATE",7366501,"K07834.01",0.8989,66980,0.006497,19.529891,-0.000221,22.55,0.565632653061225
"CANDIDATE",7367164,"K07835.01",0.8876,77870,-0.075887,19.542496,0.0001953,25.2222222222222,0.637457262251488
"FALSE POSITIVE",7377200,"K07836.01",0.9697,66930,-0.0081751,19.725174,-0.0002429,11.1944444444444,1.45139854736517
"FALSE POSITIVE",7386391,"K07837.01",0.7908,68590,-0.10512,19.859895,0.01946,20.3636363636364,1.00612745098039
"FALSE POSITIVE",7431709,"K07838.01",0.9203,95700,-1.0007,19.159638,-3.252e-05,65.4285714285714,0
"FALSE POSITIVE",7448023,"K07839.01",0.8938,66950,-0.68939,19.517083,7.439e-05,91.6,0.539037633401985
"FALSE POSITIVE",7470491,"K07840.01",0.9038,167600,0.10396,19.876327,7.879e-05,26.6666666666667,0
"FALSE POSITIVE",7538434,"K07841.01",0.3361,67840,-1.8445,19.653444,0.0001718,25.2222222222222,0.628750269803583
