"koi_disposition","kepid","kepoi_name","tce_model_dof","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_cap_stat","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_prao","tce_dicco_msky","tce_dikco_mdec","tce_period_sn","tce_dor_sn","tce_fwm_sdec_sn"
"FALSE POSITIVE",3241248,"K04141.01",20070,1,0.9533,550.9,4.421,-3.418,0,-4.582,-0.0002881,7.2823,-6.5439,126895.650662093,0.541396218227038,277668.239130435
"FALSE POSITIVE",9716302,"K04142.01",18730,1,0.7741,348.7,3.379,2.116,0,2.6,0.001465,4.7579,4.7003,156343.968698121,2.04393216984342,210971.690909091
"FALSE POSITIVE",10294509,"K04143.01",16860,1,1.766,436.2,3.999,4.467,0,-1.111,0.0002742,0.27443,0.029477,198955.890336299,1.12678726970713,206854.15720524
"CANDIDATE",3112129,"K04144.01",20030,1,0.003628,92.72,4.231,9.513,0,1.124,-6.89e-06,0.75841,-0.44167,170961.550259867,0.19780227193446,196934.649484536
"CANDIDATE",3103212,"K04145.01",21340,1,2.132,80.75,3.909,4.603,0,0.277,4.363e-05,0.14934,0.085278,136651.017477261,0.761293823861769,127181.485049834
"CANDIDATE",10000941,"K04146.01",7186,2,0.5173,80.33,4.795,0.5548,0,0.645,-2.905e-05,0.24998,0.5261,317416.111941312,0.60608483747736,263549.825842697
"CANDIDATE",10000941,"K04146.02",8911,2,0.0005244,38.53,4.608,2.157,0,1.549,7.362e-06,0.84332,-0.55249,164754.040646503,0.394433913367099,152312.077922078
"FALSE POSITIVE",8029197,"K04147.01",16610,1,1.402,43.56,4.162,13.92,1,-0.639,-6.523e-05,0.39166,-0.22148,210798.875953432,1.09490753199535,197664.333333333
"FALSE POSITIVE",12257886,"K04148.01",31220,1,2.125,166.8,3.426,-0.9239,0,1.695,0.0001029,5.4289,4.1482,129564.231089274,2.17818432367421,192887.352272727
"CANDIDATE",10875007,"K04149.01",5286,2,0.5963,124.5,3.375,6.704,0,-0.122,3.396e-05,0.21231,0.094864,128158.148375855,1.08395552772957,197771.950819672
"CANDIDATE",10875007,"K04149.02",3219,2,0.8699,127.4,3.717,8.5,0,-0.09686,-0.0001039,0.87812,0.71232,97540.4019973872,0.769021598927516,155665.687096774
"CANDIDATE",11465651,"K04150.01",2488,1,3.933,340.8,3.821,5.533,0,0.5147,9.836e-05,0.18603,0.2764,102930.394507769,1.46754577148857,245542.502487562
"FALSE POSITIVE",5217574,"K04151.01",36280,1,1.845,216.6,3.351,2.943,0,-8.263,-0.001338,6.6916,-3.7658,122025.630955693,0.818699386857936,153236.863117871
"CANDIDATE",7199060,"K04152.01",1383,1,0.9411,444.7,5.902,13.06,0,-0.04476,-0.0001225,0.053718,-0.064423,317114.825042856,2.06128649015614,801296.772983114
"CANDIDATE",8439323,"K04153.01",4318,1,0.2781,349.5,3.73,11.43,2,-0.547,6.779e-05,0.41529,0.025837,651172.971405567,0.51444825502326,155332.685314685
"FALSE POSITIVE",5551228,"K04154.02",317.1,2,2.878,872.6,7.641,-3.735,0,12.95,0.02231,7.6125,4.8241,19253.2754056072,2.01195494025407,88436.4989154013
"FALSE POSITIVE",5471271,"K04155.01",22620,1,6.669,122.5,3.94,6.108,0,0.9507,-0.00024,1.5687,-1.4481,40680.2689907608,29.1120286962012,344548.677966102
"CANDIDATE",5881120,"K04156.01",11930,1,1.528,60.59,3.658,9.733,0,-0.1855,6.622e-05,0.8267,0.29405,146950.214509053,0.834413657431393,196730.229665072
"CANDIDATE",4548098,"K04157.01",7924,2,0.8693,47.75,4.303,9.911,0,0.4851,-4.164e-05,0.5378,0.15056,254148.773515921,0.640659515804435,215537.038043478
"CANDIDATE",4548098,"K04157.02",3531,2,0.5543,47.86,3.312,5.28,0,-1.074,9.889e-05,0.9538,0.44446,233099.299686714,0.462974457357463,136283.099656357
"FALSE POSITIVE",5306383,"K04158.01",29210,1,1.234,89.36,6.439,-4.567,0,5.085,3.447e-05,9.5256,8.831,99634.6047840868,0.687606175767785,162612.381526104
"CANDIDATE",6607644,"K04159.01",21820,1,0.005606,71.34,4.27,7.537,0,0.861,-3.058e-05,0.52548,0.93005,158403.238766101,0.780980199888976,209316.910447761
"CANDIDATE",7610663,"K04160.01",7803,1,0.5116,81.21,3.485,1.338,0,0.324,-5.681e-05,0.71953,0.78551,322203.53086076,0.616869206611125,260337.771084337
"FALSE POSITIVE",5565707,"K04161.01",16680,1,0.9365,56.39,3.289,0.3611,0,-10.2,-0.0004681,6.4507,-5.076,167429.800920936,0.568737012707941,195843.971153846
"FALSE POSITIVE",1293031,"K04162.01",18160,1,6.638e-05,7.513,4.847,4.246,0,-0.8593,0,0.26067,0.18573,62939.4947196453,0.31869071104373,68978.338317757
"FALSE POSITIVE",6463499,"K04163.01",756.9,1,2.422,418.4,5.812,5.645,0,-3.085,-0.001368,3.0802,-2.763,76544.2064399005,4.80827088710452,232398.572222222
"FALSE POSITIVE",8254882,"K04164.01",23220,1,0.01267,27.87,3.541,-9.414,0,-8.735,0.0003083,9.7962,-6.0156,131039.969648323,0.807524365432024,187074.300847458
"FALSE POSITIVE",6042031,"K04165.01",36400,1,0.6187,88.01,3.825,8.93,0,0.6113,-0.0001159,1.8825,0.1427,67539.73972539,1.52490433483053,271927.960526316
"CANDIDATE",4078311,"K04166.01",1649,1,0.01759,561.2,3.662,9.371,0,-1.185,0.0003416,0.12099,-0.31325,327414.799660696,0.246405232457824,198847.670050761
"FALSE POSITIVE",5475735,"K04167.01",27090,1,4.13,126.5,3.352,-11.11,0,-11.78,0.0006985,7.6966,-7.2808,89701.8702068081,7.40936655427914,166713.803278689
"FALSE POSITIVE",9402583,"K04168.01",57160,1,2.024,200.9,3.544,2.005,0,5.04,0.0003586,3.1295,3.4212,62751.2029436739,0.653517375354352,160569.545454545
"CANDIDATE",7838675,"K04169.01",19430,1,0.5732,97.82,3.537,0.1112,0,0.01935,8.903e-05,0.23553,0.23325,170658.001514364,0.707603759273342,238068.169398907
"FALSE POSITIVE",8700537,"K04170.01",5105,1,9.43,262.6,7.123,-5.442,0,4.566,0.0016,11.031,4.6847,32842.6057156569,2.19868645662278,254765.045454545
"FALSE POSITIVE",10858785,"K04171.01",31650,1,1.605,349.6,3.439,-2.236,0,-3.944,0.0002442,3.3435,-2.3527,114065.877995992,0.522158194530769,161776.22147651
"FALSE POSITIVE",9640907,"K04172.01",13440,1,0.9343,236.5,3.954,4.622,0,1.101,-0.0003011,1.8513,1.5168,232781.054591273,0.66626572971437,205009.14159292
"FALSE POSITIVE",9490653,"K04173.01",20120,1,1.091,187.1,3.83,-3.075,0,7.314,0.001827,6.373,3.6348,157522.12162339,0.394213728562246,184188.928
"FALSE POSITIVE",3328027,"K04174.01",23940,1,1.659,162.5,3.652,-1.678,0,-2.537,0.0004574,3.7261,-3.8782,100217.921690314,12.765864244972,129807.820945946
"FALSE POSITIVE",9640931,"K04175.01",15200,1,1.229,271.9,3.722,-1.316,0,-4.575,-0.0007547,2.5136,-2.3955,211112.295733421,0.569660493818838,176719.041984733
"FALSE POSITIVE",9640962,"K04177.01",36640,1,1.441,163.3,4.058,-1.953,0,-2.054,-0.0006395,2.8188,-2.07,158411.722694393,1.02305859545393,200639.956709957
"CANDIDATE",5197233,"K04178.01",5463,1,0.05709,161.4,4.227,6.353,0,3.732,0.000203,4.0379,2.8502,184453.073446714,0.790382827487223,194797.90821256
"FALSE POSITIVE",10936786,"K04179.01",30590,1,0.9459,51.69,4.202,-3.298,2,-4.624,-0.0002101,9.5063,0.50556,81095.5785579625,0.911112053452949,207384.403433476
"CANDIDATE",6938264,"K04180.01",17420,1,0.652,67.73,3.397,3.437,0,2.98,-0.000114,2.3086,2.4979,154647.845767159,0.50104788984282,187037.832599119
"FALSE POSITIVE",9899315,"K04181.01",48760,2,2.914,117.7,3.57,-0.6699,0,1.097,-0.0003733,3.1542,-0.22963,116849.212960933,1.25848457716432,165716.436170213
"FALSE POSITIVE",9541089,"K04182.01",46800,1,1.399,231.7,3.349,0,0,0,0,9.9286,-3.0631,0.990036225201231,0.00333885969557484,0
"FALSE POSITIVE",10858737,"K04183.01",29590,1,1.289,42.48,3.518,-2.899,0,-1.601,0.0001048,7.71,-3.5842,130949.244734592,34.5586450530923,252492.748691099
"CANDIDATE",6752002,"K04184.01",3192,1,0.1414,163,3.651,9.673,0,-0.508,2.199e-05,0.66841,0.016284,426400.168314749,0.532627621201253,227342.629032258
"CANDIDATE",7257966,"K04185.01",6419,1,0.2173,703.5,3.161,15.87,0,-0.5845,0,0.10113,-0.32668,504437.44203903,0.630834455706092,253522.355029586
"FALSE POSITIVE",9406892,"K04186.01",19980,1,2.007,124.7,4.16,-8.797,0,-0.8551,0.001076,8.444,-0.027016,146611.1968626,0.502359798269523,154563.441077441
"FALSE POSITIVE",3124598,"K04187.01",5572,1,1.513,139.1,5.236,-2.235,0,-5.899,-0.000913,9.6604,-6.9603,141565.354563999,2.95329128717358,146962.157692308
"CANDIDATE",6879171,"K04188.01",6339,1,0.4894,66.19,3.905,4.084,0,-1.353,1.409e-06,0.73925,-0.52536,210529.132201422,0.631965248940129,259768.190184049
"CANDIDATE",9897364,"K04189.01",600.4,1,2.758,1166,9.941,10.92,0,0.1441,0.0002453,0.51401,0.41549,70087.6957670054,6.76405923596074,286770.564417178
"CANDIDATE",12505503,"K04190.01",16210,1,0.7453,58.8,3.768,8.698,0,0.4181,-4.538e-06,1.3376,1.3703,160946.518071894,0.478556223121236,241656.647887324
"FALSE POSITIVE",3548639,"K04191.01",2790,1,1.563,114.2,4.084,10.25,0,0.6999,0.0001289,3.3854,2.4068,200207.066880289,0.539955749851564,184967.052631579
"CANDIDATE",9828127,"K04192.01",3235,2,0.045,246.3,6.732,10.79,0,-0.4219,6.017e-05,0.11983,0.0012004,144514.88445437,0.882308390871225,235568.550505051
"CANDIDATE",9828127,"K04192.02",1973,2,0.001772,149.5,2.782,4.92,0,-1.041,0.0003188,0.64537,0.60761,67011.1311043227,0.317427548357575,120212.37371134
"CANDIDATE",9092496,"K04193.01",857.7,1,2.265,1071,6.821,7.212,0,-0.3426,-0.00044,0.099717,0.092471,94846.5683065613,9.36323338202566,334222.830882353
"CANDIDATE",5644412,"K04194.01",11890,1,0.0026,272.6,5.759,5.817,0,-1.234,-0.0001098,1.16,0.039124,242327.808935661,0.538685629328477,392369.875
"FALSE POSITIVE",9959545,"K04195.01",37610,1,2.669,71.89,3.85,-1.932,0,-1.444,-8.764e-06,0.36669,-0.54856,151211.336140814,0.969684394750247,210916.572072072
"FALSE POSITIVE",8179190,"K04196.01",48320,1,6.69,240,3.393,8.499,0,0.5528,2.394e-05,0.14349,-0.007109,74820.4439809627,20.6554204358509,453000.452209661
"FALSE POSITIVE",9777724,"K04197.01",25820,1,1.526,139.8,3.746,5.779,0,-5.008,9.158e-05,3.0217,-3.1436,124114.710429745,0.457826583108722,138195.071216617
"FALSE POSITIVE",9072639,"K04198.01",32960,1,0.1096,20.51,5.007,6.198,0,-0.6205,7.667e-06,1.3942,0.92713,143795.81565543,1.7179826176402,262919.578034682
"CANDIDATE",5340878,"K04199.01",27960,1,0.0225,88.13,5.755,9.323,1,1.082,-1.172e-05,0.22611,-0.18147,73601.786354509,0.526533564722624,187848.291666667
"CANDIDATE",5084171,"K04202.01",812,1,1.733,781.9,6.108,10.56,0,0.5459,0.0004059,1.2976,0.35328,80410.669897437,0.578968440562415,167883.175
"FALSE POSITIVE",3834317,"K04203.01",58960,1,6.204,86.11,3.369,0,1,-0.6791,1.331e-05,3.9143,-2.8895,50032.2158300105,77.9072641528559,226625.936046512
"CANDIDATE",10593535,"K04204.01",4073,1,0.8778,97.04,4.408,10.91,0,-0.3938,-0.0001241,1.0255,0.8973,95247.1119445785,0.504309820559124,170367.512455516
"CANDIDATE",3450040,"K04205.01",24060,1,0.0007064,84.79,4.23,9.574,0,-1.447,-1.699e-05,0.080623,0.18269,156669.759024337,0.501077095870033,155408.822580645
"FALSE POSITIVE",8487805,"K04206.01",31160,1,0.6463,94.91,4.127,-1.262,1,1.824,0.0002827,2.0834,0.67967,140199.464503557,0.656476894966122,131936.174556213
"CANDIDATE",9456281,"K04207.01",27860,1,0.4055,241.4,4.102,10.95,0,1.341,1.829e-06,0.16155,0.0021116,126822.636246034,0.685219897377098,254152.116022099
"CANDIDATE",5129453,"K04208.01",7910,1,1.217,377.6,3.525,11.3,0,0.09377,0.0004659,0.3834,-0.17564,225200.32995522,0.329214330239547,174042.147186147
"CANDIDATE",7918478,"K04209.01",2915,1,0.4264,771.8,3.43,11.25,0,-1.142,-0.0001188,0.14018,-0.27983,239052.921834328,1.14092645863857,243682.418994413
"FALSE POSITIVE",5078025,"K04211.01",31860,2,0.6899,85.47,3.974,0.2888,1,-1.953,0.0001982,5.5455,0.41196,87103.4002219195,0.558732005712076,133677.797342193
"FALSE POSITIVE",5078025,"K04211.02",26920,2,1.219,105.7,3.763,1.236,3,1.547,9.327e-05,5.7519,0.19527,77078.4787987137,0.584897614728169,122303.920972644
"CANDIDATE",1724719,"K04212.01",7682,2,0.04152,100.6,4.083,8.447,0,-2.12,-0.0001584,0.92788,0.74375,191893.8977278,0.582508674175503,147117.118577075
"CANDIDATE",1724719,"K04212.02",3839,2,0.03424,91.74,2.641,7.642,0,-0.3426,-0.0001195,0.95604,-0.80796,114190.442914955,0.264017122798424,89689.4578313253
"FALSE POSITIVE",5632701,"K04213.01",21230,1,2.773,54.6,3.66,-0.9242,0,0.7796,-5.296e-05,4.8056,2.1798,111475.370055812,0.978537021999293,157087.988461538
"FALSE POSITIVE",10549924,"K04214.01",21780,1,0.0001322,37.63,4.906,4.411,0,11.46,0.0003443,7.1158,6.3273,76912.3651523617,0.843482991233812,149691.012539185
"CANDIDATE",9366617,"K04215.01",3984,1,0.006358,133.5,3.849,6.263,0,-0.6458,-9.12e-05,1.6409,1.4229,78978.0874242163,0.638511148549611,176258.35
"CANDIDATE",6187341,"K04216.01",12310,1,0.5126,1211,3.67,22.26,0,0.7027,-0.0002074,0.16223,0.01829,271377.7383328,0.908482660373521,282964.523809524
"FALSE POSITIVE",4678919,"K04219.01",25550,1,1.604,131.3,4.241,0.8839,0,-3.76,0.0005887,10.061,-8.0715,231810.352910985,19.8054356204755,301364.363636364
"FALSE POSITIVE",5563080,"K04220.01",24890,1,0.9111,380.1,3.593,-17.56,0,-6.189,0,8.7243,-4.793,144691.860625766,0.544474567611239,217902.786096257
"FALSE POSITIVE",6364067,"K04221.01",30080,1,8.378,188.8,3.554,2.459,0,-0.197,-0.0001054,1.6426,-0.55627,47986.4924225785,4.86303508889335,161041.872586873
"CANDIDATE",9183378,"K04222.01",7418,1,0.4846,118.7,3.345,7.384,0,-0.7043,-0.0002238,1.0075,-0.89902,294521.191453824,0.402487321019724,211094.185185185
"FALSE POSITIVE",1724513,"K04224.01",10740,1,0.7775,83.33,3.07,6.447,0,-2.996,-0.0002626,3.725,-2.359,205517.351887518,0.4275143115803,133124.671428571
"FALSE POSITIVE",9535876,"K04225.01",28790,1,1.385,139.8,4.986,-9.459,0,60.45,-0.0006242,0,0,111654.269455448,0.525363610830659,62417.6094594595
"CANDIDATE",9491832,"K04226.01",2170,1,2.001,105,3.781,6.503,0,0.02329,0.000143,2.0032,0.34219,76952.0855262954,0.569321402377645,104157.977375566
"FALSE POSITIVE",7816665,"K04227.01",8025,1,1.064,364.2,4.416,-20.55,0,-1.678,-0.008425,0,0,199060.016137858,0.450292268175241,278892.333333333
"FALSE POSITIVE",9535881,"K04228.01",26790,1,1.182,1572,12.78,0,0,0,0,7.7879,-7.1416,259307.305567625,2.23849555836047,0
"FALSE POSITIVE",11616596,"K04229.01",49820,1,11.85,57.19,4.043,-6.282,0,-8.111,-0.000137,11.108,-9.9817,80005.0673674697,13.2374707706448,230982.265116279
"CANDIDATE",9872831,"K04230.01",5724,1,0.002343,80.74,4.524,9.424,0,-2.396,-5.62e-05,1.3195,1.3891,199404.189541748,0.383551244775026,162229.15625
"CANDIDATE",11509504,"K04232.01",13140,1,0.004031,110.1,4.266,10.92,0,1.047,0.0001912,0.37828,-0.36535,176401.205802418,0.411427882517878,148159.464071856
"CANDIDATE",11611275,"K04234.01",6392,1,0.6971,145.1,3.921,9.974,0,-0.1478,-0.0001857,0.6505,-0.069851,159004.708943328,0.409442605409938,183165.014760148
"CANDIDATE",10794974,"K04235.01",375.7,1,0.8495,273.8,4.13,9.639,0,-0.2402,-0.0004466,0.33498,-0.32046,240363.5576715,5.35128543454976,273751.494318182
"FALSE POSITIVE",7259249,"K04237.01",20580,1,0.002141,156.6,4.175,7.331,0,-4.729,-0.0006792,4.132,-3.6077,154972.688640724,0.576329261607002,175429.368852459
"FALSE POSITIVE",9640924,"K04239.01",27190,1,0.6557,83.88,4.171,-2.071,0,-2.958,0.0001006,3.8543,-2.7074,132037.521323067,0.464891361917953,156546.175675676
"FALSE POSITIVE",9593773,"K04240.01",18400,1,2.734,239.6,4.8,10.53,0,-2.186,-0.0004333,2.1315,-0.97772,112074.027715691,5.49579891706322,201974.248908297
"CANDIDATE",9285568,"K04241.01",8491,1,0.01319,163.9,3.313,10.05,0,-2.802,-8.091e-05,0.30041,-0.45329,222234.601859267,0.418775054187027,168859.084870849
"CANDIDATE",9514372,"K04242.01",488.7,1,1.913,383.8,5.708,7.302,0,0.4026,0.0002823,0.33227,0.31006,80418.1261549494,5.55768801196665,189891.283950617
"FALSE POSITIVE",9777757,"K04243.01",44790,1,1.94,37.94,3.848,8.97,0,2.279,1.659e-05,3.8882,2.621,143992.038441964,1.71928790535332,291105.34375
"FALSE POSITIVE",5097454,"K04244.01",38660,1,2.157,8165,100.3,0,0,-50.08,0,0,0,1659460.43443531,528.079102507303,2956429.41176471
"CANDIDATE",12737015,"K04245.01",4432,1,3.903,113.5,4.043,5.728,0,1.638,3.512e-05,0.77883,0.45538,75797.5111384237,0.625922642518207,179191.25862069
"CANDIDATE",5177859,"K04246.01",5033,2,0.6812,100.1,4.304,6.025,0,0.3007,-4.238e-05,0.1804,0.25402,205953.883352008,2.05978253098288,262117.493506493
"CANDIDATE",5177859,"K04246.02",4012,2,1.198,56.16,4.209,4.662,0,0.6547,0.000112,1.0755,0.68678,189609.034116131,0.498160647689389,246135.317073171
"FALSE POSITIVE",4568117,"K04248.01",35540,1,0.83,35,3.83,-1.079,0,2.302,-5.717e-05,3.398,2.4705,66295.216041199,0.973217325612072,138800.594405594
"FALSE POSITIVE",3650049,"K04249.01",323.1,1,4.673,1226,9.825,-7.161,0,17.92,-0.01403,12.585,12.021,33958.1821441683,5.75056673728335,126104.521172638
"FALSE POSITIVE",9641076,"K04250.01",16510,1,1.155,118,3.699,-1.782,0,-1.456,-0.0002037,4.0323,-3.1925,188404.117290892,0.444027006695543,187683.910931174
"CANDIDATE",8741470,"K04251.01",3138,1,0.5312,184.8,3.387,5.547,0,1.349,-5.921e-05,0.30979,0.26605,418116.515003283,0.287903338634517,179129.701195219
"CANDIDATE",10525049,"K04252.01",1893,1,1.066,179.4,4.142,4.294,0,0.9346,-4.016e-05,0.4832,0.45593,173114.851058058,0.312882712649041,199106.125
"FALSE POSITIVE",8487645,"K04254.01",58660,1,0.9661,28.1,4.351,0.5741,4,0.3582,-2.63e-05,0.3142,-0.29654,77986.7423992057,0.865230714334923,166406.865671642
"CANDIDATE",10407482,"K04255.01",4636,1,0.3695,182.7,3.395,6.451,0,0.2224,-0.0001394,0.52423,-0.26811,213910.760264469,0.63626198713406,206839.834782609
"FALSE POSITIVE",5817613,"K04256.01",19630,1,2.148,190.8,3.499,3.602,0,1.721,0.0005223,1.094,0.74207,101893.818259344,0.674641184578952,150438.417582418
"CANDIDATE",7901016,"K04257.01",4584,1,5.633,144.4,5.286,7.107,0,0.2596,3.156e-05,0.98868,0.19505,57141.9169427199,4.7660909285274,195656.959641256
"FALSE POSITIVE",7115925,"K04258.01",58680,1,1.737,26.22,5.974,2.113,0,-1.2,6.906e-06,1.9431,-1.3272,49772.3760011241,1.79682817054192,143037.808724832
"CANDIDATE",5785279,"K04259.01",21400,1,0.1468,89.71,3.56,10.07,2,-1.05,-4.935e-05,0.57735,0.3021,91729.6358666644,0.307873820710796,105088.74168798
"FALSE POSITIVE",7429287,"K04260.03",349.7,4,6.326,178.4,7.151,5.382,0,-1.992,0.0003783,1.9603,-2.0648,43866.0180957593,0.906247025372631,187283.769565217
"CANDIDATE",7429287,"K04260.04",2777,4,9.14,69.32,3.791,4.211,0,-3.745,-5.721e-05,1.57,1.0761,39415.0513642914,0.74235684739424,96580.2242152466
"CANDIDATE",10526887,"K04261.01",16710,1,0.4493,125.2,3.402,7.287,0,-0.267,8.767e-05,0.68486,0.83531,158238.865027932,0.355593659340907,144774.16969697
"FALSE POSITIVE",9641144,"K04262.01",36350,1,1.584,49.93,3.776,0.3028,0,0.2471,5.762e-05,2.5009,-2.2605,138498.987039446,0.84970830141435,189073.546938776
"FALSE POSITIVE",8572168,"K04263.01",16460,1,1.402,102,5.566,-10.04,0,-14.37,-0.0001957,7.7105,-7.6082,257482.442759913,0.632561948868745,256646.281609195
"FALSE POSITIVE",12509829,"K04264.01",23750,1,0.9155,357.5,3.968,-5.015,0,1.823,0.0006214,3.4608,2.4666,133453.900378975,0.466094315947583,200801.8984375
"FALSE POSITIVE",7368137,"K04265.01",28730,1,2.338,81.43,3.604,-6.32,0,-1.539,0.0008133,6.9483,-0.81269,132558.323159806,0.432456167993071,161951.747169811
"FALSE POSITIVE",9027841,"K04266.01",-1,1,0.08379,922.6,4.078,23.42,0,-1.101,-0.0008049,1.1173,-0.82208,-0.503998,-2.7025011,1231466.14130435
"CANDIDATE",7450747,"K04267.01",16580,1,0.3076,78.03,4.366,9.761,0,-0.5226,-8.63e-06,1.259,1.0193,140349.048569358,0.426987195559682,129987.779456193
"CANDIDATE",7826620,"K04268.01",23010,1,0.1555,108.3,3.656,8.051,0,0.5585,3.499e-05,0.55939,0.16229,122552.476038454,0.37809555928626,195135.179372197
"CANDIDATE",8890924,"K04269.01",2848,2,3.256,206.8,4.3,6.353,0,-0.2129,-0.0001901,0.26416,-0.14528,133314.995598944,0.629248448170976,255145.033898305
"FALSE POSITIVE",8890924,"K04269.02",16430,2,2.578e-07,28.66,2.959,5.748,0,1.466,1.851e-05,0.24219,-0.11302,73536.1031632491,0.498760079564755,129031.82
"FALSE POSITIVE",5992210,"K04271.01",14280,1,0.2924,73.73,3.844,-7.121,0,-4.699,0.0007119,8.4239,-8.0467,73878.671449957,0.551819211081056,123925.03003003
"FALSE POSITIVE",9302543,"K04272.01",58790,1,1.451,224.1,4.417,14.39,0,-0.2291,1.127e-05,0.041061,-0.11622,96494.2802669209,0.699527720298886,2677003.2748538
"CANDIDATE",9716028,"K04273.01",2429,1,1.001,75.15,4.439,6.816,0,0.1909,2.681e-05,0.16024,-0.14854,127463.352360269,4.40188794981635,211272.831818182
"CANDIDATE",6223324,"K04274.01",13840,1,0.5637,127.7,3.464,5.625,0,-1.977,0.0001744,0.50896,0.1818,188473.35674479,0.482080367330267,176660.174468085
"FALSE POSITIVE",3336845,"K04275.01",19550,1,0.0009149,71.55,4.98,-10.33,0,-10.76,-0.000695,8.7636,-7.12,190547.279848457,0.903963243473178,177997.694444444
"CANDIDATE",6026924,"K04276.01",2842,1,2.03,107.4,3.883,10.1,0,0.0723,-0.0001104,1.3424,-1.1403,79037.0943999107,1.75760101202435,229797.688888889
"FALSE POSITIVE",6525280,"K04277.01",23420,1,1.556,49.1,4.761,2.222,0,-0.7539,8.7e-05,3.7455,-2.8968,196344.479063584,0.789696543000817,195044.888372093
"FALSE POSITIVE",4861784,"K04278.01",11810,1,1.032,411.6,3.42,2.043,0,-3.927,-0.003175,6.4443,-2.5488,130279.657977252,1.0144444237968,178146.959821429
"FALSE POSITIVE",5876360,"K04279.01",8491,1,0.6439,40610,8.75,14.38,0,0.3346,0.004171,6.8233,-0.65049,393282.858714731,2.14791206151642,6037088.25256975
"FALSE POSITIVE",5026326,"K04280.01",24490,1,1.588,183.4,4.407,0.04103,0,-3.811,2.69e-05,0,0,135146.686263513,1.37890723221602,637766.857142857
"FALSE POSITIVE",11670599,"K04282.01",37830,1,0.8731,65.81,3.745,-16.79,0,-6.314,-0.0002785,10.488,-8.5081,90089.5184160066,0.805994139216655,144130.191304348
"FALSE POSITIVE",10156055,"K04284.01",15020,1,2.07,84.88,3.34,-0.5668,0,3.74,0.000314,8.6743,6.489,170637.43059948,0.628668241786703,214234.995454545
"FALSE POSITIVE",5024177,"K04286.01",26300,1,1.067,219.3,3.905,-8.314,0,-15.94,0.0008815,6.9085,-6.1062,95605.3045835722,0.572131222993881,137898.391752577
"CANDIDATE",11081504,"K04287.01",2256,2,0.7425,43.16,2.941,9.201,0,-0.8845,3.576e-05,1.0864,-0.22262,210620.332579538,0.464278883134628,232828.344497608
"CANDIDATE",11081504,"K04287.02",5423,2,2.646,30.85,3.121,2.464,0,-0.5133,1.077e-05,0.5247,-0.15857,135488.024251542,0.591227661545064,225283.458333333
"CANDIDATE",4548011,"K04288.01",7989,4,0.4297,33.46,3.504,7.723,0,-0.4256,4.075e-05,0.41444,-0.12156,156699.293026271,0.576196768315512,164329.676348548
"CANDIDATE",4548011,"K04288.02",4294,4,1.454e-12,34.59,2.983,3.702,0,1.374,8.443e-05,0.4338,0.60398,124373.846920285,0.446540058383222,135167.071672355
"CANDIDATE",5868793,"K04290.01",1017,1,0.01226,1351,3.338,9.213,0,-2.382,-0.002182,0.60174,-0.99778,143060.791810448,0.295451343260054,125100.334346505
"CANDIDATE",10063208,"K04292.01",5935,1,0.6049,41.76,3.229,8.372,0,-0.3374,1.32e-05,1.1293,0.93519,117334.044442655,0.456626450474467,161015.534246575
"FALSE POSITIVE",5817533,"K04293.01",22740,1,2.673,117,3.704,4.88,0,0.9181,9.428e-05,2.5537,2.0899,48920.5428340141,4.95561564760387,120429.633431085
"FALSE POSITIVE",7681230,"K04294.01",9795,1,0.2984,946.8,6.965,15.38,0,-0.5772,0.0002338,0.15133,-0.11696,301173.304965427,0.811611106555778,352729.756097561
"CANDIDATE",7596240,"K04295.01",3271,1,0.6329,159.9,3.239,10.1,0,-0.2313,-0.0003124,0.51664,-0.49053,130408.167237621,0.504263719376898,144247.886666667
"CANDIDATE",7661893,"K04296.01",7919,1,0.01632,43.92,3.423,2.445,0,3.187,4.12e-05,0.38732,0.92402,218800.996683571,0.462563498579573,140346.229773463
"FALSE POSITIVE",12107008,"K04297.01",8432,1,1.978,125.9,4.078,2.927,0,-0.3777,-4.745e-05,2.2417,0.55954,176001.968363886,0.676747929797565,209156.549586777
"CANDIDATE",2852941,"K04298.01",10170,2,1.133,46.99,3.288,5.665,0,-0.9119,8.446e-05,1.3422,1.3278,170809.461715924,0.542999752796055,102280.932795699
"FALSE POSITIVE",8508126,"K04299.01",19850,1,0.3587,344.5,3.151,6.021,0,6.79,0.0008607,4.8214,3.825,145277.120073018,0.565582399254833,165441.80669145
"CANDIDATE",8507475,"K04300.01",4608,1,0.004129,321.5,3.424,9.478,0,0.9766,0.0003266,0.17419,-0.32872,301845.923130066,0.214427601968319,192083.538793103
"CANDIDATE",8773015,"K04301.01",3741,2,0.2452,67.02,4.056,11.96,0,-0.3887,3.291e-05,0.59687,0.55785,121000.271391463,0.52854906988993,154916.282758621
"CANDIDATE",8773015,"K04301.02",445.3,2,7.69,276.2,9.334,4.759,0,-1.852,-0.0001516,2.4579,-0.55352,37921.5036875171,0.605576286400672,138658.37962963
"CANDIDATE",6290935,"K04302.01",6856,1,0.5946,48.62,2.697,6.74,0,0.3371,-9.791e-06,1.145,0.12291,151947.495606327,0.407602321911309,150224.057761733
